player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Max Scharping,46961,T,N ILLINOIS,12,100.0,0,254,77.9,87.2,73.3,2,4,428,100.0,100.0,99.3,6,6,0,966,0,0,0,966,442,442,0,966,524,0
Riley Sorenson,21829,C,WASH STATE,12,100.0,0,341,71.4,78.9,75.0,5,21,647,100.0,100.0,97.7,11,28,2,964,964,0,0,964,689,689,0,0,275,0
Evan Brown,38709,C,SMU,12,100.0,0,287,83.4,84.8,80.8,1,6,500,100.0,100.0,98.9,3,9,2,963,963,0,0,963,533,533,0,0,430,0
Steven Moore,12296,T,CAL,11,99.7,1,130,66.1,74.2,62.6,3,19,582,99.5,99.5,97.4,7,26,4,961,0,0,0,964,621,624,0,958,340,4
Addison Ooms,28209,C,CAL,12,100.0,0,130,70.3,85.6,61.7,1,5,568,100.0,100.0,99.1,2,8,2,958,958,0,0,958,609,609,0,0,349,0
Connor Williams,46216,T,TEXAS,11,100.0,0,311,91.3,87.1,90.1,0,3,421,100.0,100.0,99.4,3,4,1,956,0,0,939,956,445,445,0,0,511,17
Cole Madison,46953,T,WASH STATE,12,100.0,1,341,86.3,93.5,75.4,3,6,644,100.0,100.0,99.0,10,11,2,955,0,0,0,955,686,686,0,954,269,0
Kirk Barron,30032,C,PURDUE,12,100.0,0,273,74.2,79.7,69.2,3,16,613,100.2,100.2,97.6,1,24,5,951,951,0,0,951,651,650,0,0,300,0
Wes Rogers,39322,C,INDIANA,12,100.0,1,190,68.3,77.9,65.0,6,6,447,100.0,100.0,98.0,9,15,3,948,948,0,0,948,465,465,0,0,483,0
Josh Jones,26634,T,HOUSTON,12,100.0,1,182,66.6,73.2,58.7,4,16,552,100.0,100.0,97.3,3,25,5,947,0,0,947,947,573,573,0,0,374,0
Wes Martin,46087,G,INDIANA,12,100.0,1,190,73.3,82.7,69.7,4,7,447,100.0,100.0,98.3,3,13,2,946,0,944,0,946,465,465,0,0,481,0
Anthony McMeans,45590,C,NEW MEX ST,12,100.0,1,242,81.3,81.4,83.2,0,8,542,99.8,99.8,99.3,9,8,0,942,941,0,0,942,561,562,0,0,381,0
Matt Pryor,46647,G,TCU,12,100.0,1,305,68.0,80.6,65.0,4,9,536,100.0,100.0,98.4,4,15,2,937,0,1,0,937,563,563,935,0,374,0
Joe Noteboom,46249,T,TCU,12,99.8,0,305,66.3,78.8,60.6,4,17,535,99.6,99.6,97.1,9,26,5,936,0,0,930,938,562,564,0,1,374,3
Andrew Wylie,12333,T,E MICHIGAN,12,100.0,0,160,74.1,76.2,68.4,3,14,518,99.8,99.8,97.8,3,20,3,931,0,0,6,931,544,545,0,911,387,14
Jason King,46129,G,PURDUE,12,100.0,2,273,74.5,83.1,72.0,2,13,594,100.0,100.0,98.6,4,16,1,930,0,930,0,930,631,631,0,0,299,0
Tejan Koroma,27150,C,BYU,12,100.0,0,128,85.0,82.4,85.8,1,11,457,100.0,100.0,98.5,3,13,1,930,930,0,0,930,496,496,0,0,434,0
Tyler Orlosky,12256,C,W VIRGINIA,12,100.0,0,343,78.9,90.8,72.6,1,3,424,100.0,100.0,99.5,1,4,0,930,930,0,0,930,445,445,0,0,485,0
Kevin Pendleton,46119,G,MISSOURI,12,100.0,0,229,67.0,81.1,67.0,2,7,469,100.0,100.0,99.0,8,9,0,930,0,901,2,930,493,493,13,14,437,0
Andrew Eide,46272,T,BYU,12,99.9,0,128,59.3,65.9,59.5,4,29,457,99.8,99.8,96.2,8,34,1,929,0,0,921,930,496,497,0,0,433,9
Calvin Anderson,46247,T,RICE,12,99.7,0,275,79.0,75.4,82.7,3,16,478,99.4,99.4,97.0,10,24,5,929,0,0,925,932,508,511,0,0,421,6
Salesi Uhatafe,38924,G,UTAH,12,100.0,2,328,69.7,74.4,70.2,0,10,430,100.0,100.0,98.4,5,12,2,929,0,0,0,929,464,464,929,0,465,0
Cameron Tom,12227,C,SO MISS,12,100.0,0,296,75.6,89.0,69.5,1,7,471,100.0,100.0,99.2,2,8,0,925,925,0,0,925,495,495,0,0,430,0
Keyan Norman,42005,G,BYU,12,100.0,1,128,68.9,69.3,69.9,2,20,457,100.0,100.0,97.2,9,24,2,925,0,925,0,925,496,496,0,0,429,0
Isaac Asiata,11919,G,UTAH,12,100.0,0,328,77.9,76.5,81.0,2,8,430,100.0,100.0,98.1,7,13,3,923,0,923,0,923,464,464,0,0,459,0
Evan Goodman,12275,T,ARIZONA ST,12,100.0,1,110,70.0,83.6,56.5,5,9,512,100.0,100.0,97.9,2,18,4,919,0,0,919,919,540,540,0,0,379,0
Aviante Collins,12049,T,TCU,12,99.8,2,305,65.8,75.9,60.8,3,22,523,99.6,99.6,96.8,11,29,4,918,0,10,0,920,549,551,1,904,369,2
Jordan Roos,12266,G,PURDUE,12,99.9,0,273,80.1,86.2,80.1,3,6,585,100.0,100.0,98.9,2,11,2,918,0,0,0,919,620,620,918,0,298,0
Tommy Doles,46702,G,NWESTERN,12,100.0,0,256,74.4,73.2,75.8,4,18,495,100.0,100.0,97.4,4,24,2,916,0,0,0,916,519,519,843,73,397,0
Chris Borrayo,46019,G,CAL,11,100.0,0,130,79.5,84.5,78.1,2,8,533,100.0,100.0,99.1,1,10,0,916,0,916,0,916,575,575,0,0,341,0
Luke Shively,24080,C,N ILLINOIS,12,100.0,0,254,66.9,78.6,63.3,0,12,412,100.0,100.0,98.3,4,13,1,916,916,0,0,916,427,427,0,0,489,0
Jimmy Leatiota,26267,G,E MICHIGAN,12,100.0,1,160,60.9,70.6,61.1,3,17,510,99.8,99.8,97.8,7,21,1,914,0,0,0,914,535,536,914,0,379,0
James Rast,46985,T,AIR FORCE,12,100.0,0,101,81.2,73.7,78.3,0,4,164,100.0,100.0,97.6,1,6,2,914,0,0,47,914,177,177,0,853,737,13
Blake Hance,46301,T,NWESTERN,12,100.0,0,256,71.5,68.6,69.8,1,27,493,100.0,100.0,96.1,2,33,5,914,0,0,914,914,517,517,0,0,397,0
Justin Senior,11965,T,MISS STATE,12,99.9,0,227,82.5,83.0,81.0,1,10,417,99.8,99.8,98.0,7,14,3,912,0,0,0,913,442,443,0,912,470,0
Tim Lynott,26025,G,COLORADO,12,100.0,0,143,73.1,70.2,76.0,2,7,442,100.0,100.0,98.3,5,12,3,910,0,0,0,910,461,461,910,0,449,0
Garrett McGhin,46165,G,E CAROLINA,12,100.0,0,156,63.6,80.8,56.7,4,8,566,100.0,100.0,98.9,2,12,0,909,0,908,0,909,591,591,0,0,318,0
Quinn Bailey,46669,T,ARIZONA ST,12,100.0,0,110,75.1,83.7,70.7,2,16,502,100.0,100.0,98.0,2,19,1,907,0,0,0,907,527,527,319,587,380,0
Paul Adams,46846,T,MISSOURI,12,100.0,0,229,76.2,78.7,73.3,0,6,454,100.0,100.0,98.9,4,8,2,907,0,0,15,907,477,477,0,849,430,43
Cole Gardner,46332,T,E MICHIGAN,12,100.0,2,160,70.8,60.2,72.9,5,24,501,99.8,99.8,96.9,7,30,1,904,0,0,882,904,525,526,0,0,379,22
Casey Blaser,46988,T,DUKE,12,100.0,0,154,59.7,66.9,54.8,4,18,496,100.0,100.0,97.2,3,25,3,902,0,0,0,902,518,518,0,901,384,0
Brad North,29604,C,NWESTERN,12,100.0,1,256,68.4,63.3,68.6,5,22,487,100.0,100.0,96.0,1,33,6,902,902,0,0,902,510,510,0,0,392,0
Jonathan McLaughlin,12018,T,VA TECH,12,100.0,2,337,70.1,83.7,64.6,1,4,425,100.0,100.0,98.7,4,8,3,901,0,0,0,901,445,445,0,893,456,8
Jamaal Clayborn,45567,C,MISS STATE,12,100.0,1,227,75.2,74.9,73.5,5,11,410,100.0,100.0,97.8,6,17,1,901,901,0,0,901,435,435,0,0,466,0
Yosh Nijman,60822,T,VA TECH,12,100.0,0,337,70.6,78.7,62.6,1,11,427,100.0,100.0,97.9,0,15,3,901,0,0,891,901,447,447,0,0,454,10
Jake Hanson,28148,C,OREGON,12,100.0,0,264,74.6,78.3,73.9,1,11,455,100.0,100.0,98.7,4,12,0,900,900,0,0,900,473,473,0,0,427,0
Jackson Matteo,45550,C,VIRGINIA,12,100.0,2,335,73.3,83.8,69.7,2,5,543,100.0,100.0,99.0,8,9,2,895,895,0,0,895,573,573,0,0,322,0
Kaden Jackson,46644,G,WYOMING,12,100.0,1,351,77.4,73.7,79.6,1,10,379,100.0,100.0,97.8,4,14,3,894,0,0,0,894,408,408,894,0,486,0
Eric Smith,46987,T,VIRGINIA,12,100.0,0,335,78.3,78.0,77.5,3,17,541,100.0,100.0,97.8,4,22,2,894,0,3,9,894,571,571,0,879,323,2
Zach Wallace,46359,T,WYOMING,12,100.0,0,351,66.9,70.2,61.5,2,19,379,100.0,100.0,96.4,0,24,3,894,0,0,894,894,408,408,0,0,486,0
Chase Roullier,11954,C,WYOMING,12,100.0,0,351,84.5,78.8,84.2,1,7,379,100.0,100.0,98.9,1,8,0,894,894,0,0,894,408,408,0,0,486,0
Gavin Rush,29617,G,WYOMING,12,100.0,1,351,62.6,49.7,64.6,4,20,379,100.0,100.0,96.8,3,24,0,894,0,894,0,894,408,408,0,0,486,0
Jake Pruehs,45577,C,OHIO,12,100.0,2,259,62.6,64.8,59.6,1,16,420,100.0,100.0,97.5,4,19,2,893,893,0,0,893,451,451,0,0,442,0
Abram Holland,46721,G,NEW MEX ST,12,100.0,0,242,82.0,87.5,81.9,0,6,513,99.8,99.8,99.2,6,7,1,892,0,0,0,892,530,531,763,128,362,0
Cory Klingler,12811,G,RICE,12,100.0,0,275,52.1,60.5,46.9,4,21,457,100.0,100.0,96.2,5,30,5,892,286,154,1,892,485,485,450,0,407,1
Cody O'Connell,46154,G,WASH STATE,12,100.0,0,341,90.4,93.9,91.5,1,3,587,100.0,100.0,99.5,3,5,1,892,0,891,1,892,626,626,0,0,266,0
Javon Patterson,46040,G,OLE MISS,12,100.0,0,226,65.3,78.4,57.6,2,14,558,100.0,100.0,98.2,1,18,2,892,127,765,0,892,587,587,0,0,305,0
Devon Desper,46122,G,MISS STATE,12,100.0,0,227,69.4,75.7,66.7,5,12,403,100.0,100.0,97.6,1,18,1,889,0,487,0,889,428,428,401,0,461,0
Kyle Bosch,46666,G,W VIRGINIA,12,100.0,1,343,77.3,91.5,74.9,1,4,407,100.0,100.0,99.4,4,5,0,889,0,0,0,889,427,427,889,0,462,0
Chandler Brewer,13976,G,MIDDLE TN,12,100.0,0,224,72.4,79.1,73.4,1,9,517,100.0,100.0,98.3,5,14,4,889,0,0,0,889,543,543,889,0,346,0
Storm Norton,12188,T,TOLEDO,12,100.0,0,316,74.3,79.4,69.5,2,13,417,100.0,100.0,98.0,5,16,1,887,0,0,887,887,445,445,0,0,442,0
Jeff Savage,21342,C,LA MONROE,12,100.0,0,209,69.8,83.1,65.3,1,8,398,100.0,100.0,98.6,2,10,1,887,402,41,0,887,416,416,444,0,471,0
Paul Stawarz,39470,G,TEXAS TECH,12,100.0,0,315,66.2,72.3,62.0,2,21,581,100.0,100.0,98.0,1,23,0,886,13,177,0,886,612,612,658,38,274,0
Josh Ruka,46186,G,N ILLINOIS,12,100.0,1,254,68.2,74.3,64.7,3,8,400,100.0,100.0,98.4,1,12,1,884,0,882,0,884,415,415,0,0,469,0
Maurquice Shakir,12084,T,MIDDLE TN,12,100.0,0,224,73.5,82.1,64.4,1,13,518,100.0,100.0,98.5,2,15,1,884,0,0,0,884,544,544,0,876,340,8
Rey Baltazar,46345,T,LA MONROE,12,100.0,1,209,71.8,74.2,66.1,3,13,403,100.0,100.0,97.3,1,19,3,884,0,0,881,884,422,422,0,0,462,3
Daniel Stephens,23173,C,MIDDLE TN,12,100.0,0,224,76.6,77.9,73.2,1,10,518,100.0,100.0,98.7,2,12,1,884,884,0,0,884,544,544,0,0,340,0
John Wa'a,46030,G,HAWAII,13,100.0,2,180,72.9,63.9,74.0,0,15,466,100.0,100.0,98.0,5,17,2,883,0,882,0,883,502,502,0,0,381,0
Josh Chester,38088,G,MIDDLE TN,12,100.0,0,224,75.9,86.6,72.0,2,6,517,100.0,100.0,99.2,1,8,0,882,0,882,0,882,543,543,0,0,339,0
Hakeem Adeniji,45419,T,KANSAS,12,99.9,2,198,54.9,59.7,53.1,4,30,536,99.8,99.8,95.9,5,39,5,882,0,0,632,883,558,559,0,248,324,0
Garett Bolles,11775,T,UTAH,12,100.0,1,328,84.8,74.2,91.7,1,14,409,100.0,100.0,97.4,14,18,3,881,0,0,881,881,440,440,0,0,441,0
RJ Hollis,47012,T,HAWAII,13,99.9,0,180,65.3,63.6,63.3,1,20,464,99.8,99.8,96.9,3,25,4,881,0,0,2,882,500,501,0,878,381,0
Frank Ragnow,39137,C,ARKANSAS,12,100.0,0,111,92.8,83.8,93.5,3,8,419,100.0,100.0,98.7,3,11,0,881,817,0,0,881,447,447,64,0,434,0
Isaiah Prince,47019,T,OHIO STATE,12,100.0,1,260,63.2,45.9,73.1,5,31,405,100.0,100.0,94.1,8,42,6,879,0,0,12,879,426,426,0,867,453,0
Michael Jordan,28021,G,OHIO STATE,12,100.0,1,260,71.5,64.3,73.5,1,20,407,100.0,100.0,95.7,3,28,7,879,0,879,0,879,428,428,0,0,451,0
Joe Scelfo,38308,C,NC STATE,12,100.0,0,248,72.5,84.9,68.3,1,8,433,100.0,100.0,98.7,5,10,1,879,878,0,0,879,451,451,0,0,428,0
Nick Fett,46958,T,IOWA STATE,12,100.0,1,193,67.8,69.9,66.2,2,17,457,100.0,100.0,97.0,3,23,4,878,0,74,745,878,485,485,0,59,393,0
Tyler Jones,46378,T,NC STATE,12,99.9,0,248,71.9,81.2,66.2,6,8,433,100.0,99.8,97.7,4,17,3,878,0,0,861,879,450,451,0,0,428,17
Brandon Kublanow,22141,C,GEORGIA,12,99.9,0,173,77.0,81.8,76.8,0,5,393,100.0,100.0,99.4,2,5,0,877,878,0,0,878,416,416,0,0,461,0
Jason Rae,45586,C,UCF,12,100.0,1,323,67.2,83.5,61.4,2,6,461,99.8,99.8,98.9,4,9,1,876,876,0,0,876,477,478,0,0,399,0
Dan Skipper,12307,T,ARKANSAS,12,100.0,2,111,73.8,69.2,73.0,8,18,419,100.0,100.0,96.4,10,28,2,876,0,0,872,876,447,447,0,0,429,4
Luke Juriga,29571,G,W MICHIGAN,12,100.0,1,347,78.6,75.8,80.7,2,7,354,100.0,100.0,98.4,6,10,1,875,6,0,0,875,370,370,869,0,505,0
Jake Hurcombe,24227,C,E MICHIGAN,11,100.0,0,160,60.1,67.5,56.8,2,20,494,99.8,99.8,97.8,3,22,0,875,875,0,0,875,518,519,0,0,357,0
Deyshawn Bond,12120,C,CINCINNATI,12,100.0,0,138,70.1,78.7,65.4,1,10,504,100.0,100.0,98.9,1,11,0,874,874,0,0,874,518,518,0,0,356,0
Brad Lundblade,45578,C,OKLA STATE,12,100.0,0,262,63.9,86.2,54.1,2,7,481,100.0,100.0,98.9,2,10,1,874,874,0,0,874,497,497,0,0,377,0
Roderick Johnson,11915,T,FLORIDA ST,12,100.0,2,167,78.4,84.0,73.6,3,8,438,100.0,100.0,98.3,8,13,2,873,0,0,866,873,465,465,0,0,408,7
Victor Salako,46319,T,OKLA STATE,12,100.0,2,262,76.4,68.7,78.9,1,15,481,100.0,100.0,97.3,6,21,5,873,0,0,871,873,497,497,0,0,376,2
Billy Price,46795,G,OHIO STATE,12,100.0,0,260,78.1,77.9,80.4,2,13,403,100.0,100.0,97.9,7,16,1,873,0,0,0,873,424,424,873,0,449,0
Korey Cunningham,38555,T,CINCINNATI,12,99.8,1,138,67.2,77.3,57.6,1,13,502,99.6,99.6,97.4,3,20,6,872,0,0,0,874,516,518,0,872,356,0
Chukwuma Okorafor,46302,T,W MICHIGAN,12,100.0,1,347,79.8,69.2,81.7,4,13,353,100.0,100.0,96.5,7,21,4,872,0,0,871,872,369,369,0,0,503,1
Nick Gates,29476,T,NEBRASKA,12,100.0,3,238,73.8,63.9,78.7,5,19,379,100.0,100.0,96.6,6,25,1,872,0,0,872,872,403,403,0,0,469,0
Drew Kyser,37099,C,MEMPHIS,12,100.0,1,218,68.4,80.6,67.2,1,10,468,100.0,100.0,98.6,9,12,1,871,869,0,0,871,490,490,0,1,381,1
Dylan Utter,23411,C,NEBRASKA,12,100.0,1,238,66.9,71.2,65.4,1,11,378,100.0,100.0,98.4,5,12,0,871,871,0,0,871,402,402,0,0,469,0
Greg Pyke,12148,T,GEORGIA,12,100.0,0,173,73.8,66.5,77.6,5,15,390,100.0,100.0,96.7,7,23,3,871,0,0,0,871,413,413,0,869,458,2
Jackson Day,46126,G,W MICHIGAN,12,100.0,1,347,72.5,64.6,74.0,7,11,354,100.0,100.0,97.5,4,18,0,871,0,870,0,871,369,369,0,1,502,0
Jack English,46367,T,VIRGINIA,12,100.0,1,335,71.2,73.3,66.8,4,24,526,100.0,100.0,96.8,3,31,3,871,0,0,850,871,555,555,0,19,316,0
Ryan Stout,46220,T,CINCINNATI,12,99.8,0,138,73.9,84.2,61.2,3,14,500,99.6,99.6,97.5,2,21,4,869,0,0,866,871,514,516,0,0,355,3
Jamarco Jones,46226,T,OHIO STATE,12,100.0,0,260,78.2,73.8,78.6,5,15,402,100.0,100.0,97.3,5,21,1,869,0,0,864,869,423,423,0,0,446,5
Aaron Mitchell,46066,C,FRESNO ST,12,100.0,2,169,56.4,74.1,50.3,3,8,482,100.0,100.0,98.4,7,13,2,869,591,278,0,869,507,507,0,0,362,0
John Keenoy,45568,C,W MICHIGAN,12,100.0,0,347,73.4,85.1,70.8,1,3,351,100.0,100.0,99.4,4,4,0,869,869,0,0,869,367,367,0,0,502,0
Chris Taylor,46071,G,TULANE,12,100.0,0,319,78.4,72.3,79.3,1,7,292,100.0,100.0,97.6,5,11,3,868,0,868,0,868,312,312,0,0,556,0
Peter Godber,46777,G,RICE,11,99.8,1,275,71.3,88.6,65.4,0,5,454,99.6,99.6,99.4,5,5,0,868,0,668,2,870,481,483,198,0,387,2
John Leglue,46859,C,TULANE,12,100.0,0,319,75.2,89.7,70.7,3,2,292,100.0,100.0,99.1,3,5,0,868,698,0,0,868,312,312,0,170,556,0
Alec Eberle,28392,C,FLORIDA ST,12,100.0,0,167,65.4,76.1,63.4,1,10,434,100.0,100.0,98.3,6,13,2,868,868,0,0,868,461,461,0,0,407,0
Augie Conte,46667,G,VA TECH,12,100.0,0,337,65.7,70.8,63.9,1,11,411,100.0,100.0,97.8,3,15,3,868,0,0,0,868,431,431,868,0,437,0
Evan Plagg,46373,T,TULSA,11,100.0,0,320,80.4,91.5,72.0,1,5,377,100.0,100.0,98.9,3,7,1,868,0,0,861,868,399,399,0,0,469,7
Taylor Moton,11819,T,W MICHIGAN,12,99.9,1,347,84.5,81.9,82.4,2,5,353,99.7,99.7,99.0,5,7,0,867,0,0,0,868,369,370,0,855,498,13
Brian Bobek,38261,C,IOWA STATE,12,100.0,1,193,71.1,72.8,70.4,0,14,453,100.0,100.0,97.6,5,18,4,867,867,0,0,867,481,481,0,0,386,0
Conor McDermott,11966,T,UCLA,12,100.0,0,324,79.6,82.2,75.0,7,9,535,100.0,100.0,98.1,4,18,2,865,0,0,865,865,563,563,0,0,302,0
Alex Kelley,21950,C,COLORADO,11,100.0,1,143,68.4,74.0,68.0,2,15,430,100.0,100.0,97.6,7,19,2,864,864,0,0,864,445,445,0,0,419,0
Andy Kwon,22669,C,GA SOUTHRN,12,100.0,1,174,66.9,74.9,65.6,0,6,298,100.0,100.0,99.0,7,6,0,864,863,0,0,864,312,312,0,0,552,0
Zachary Crabtree,46920,T,OKLA STATE,12,100.0,1,262,72.3,78.0,65.0,3,9,474,100.0,100.0,97.9,5,16,4,864,0,0,0,864,490,490,0,864,374,0
Orlando Brown Jr.,46227,T,OKLAHOMA,12,100.0,0,261,83.1,93.9,76.2,2,3,384,100.0,100.0,99.1,7,6,1,863,0,0,862,863,402,402,0,1,461,0
Todd Jacquet,16819,T,TULANE,12,100.0,2,319,67.5,56.7,68.1,5,12,292,100.0,100.0,96.4,4,19,2,863,0,0,597,863,312,312,3,261,551,2
Jeromy Irwin,22062,T,COLORADO,11,100.0,0,143,79.1,80.3,74.0,5,12,430,100.0,100.0,97.8,4,18,1,863,0,0,856,863,446,446,0,0,417,7
David Patterson,46970,T,FRESNO ST,12,100.0,0,169,65.0,71.2,62.3,2,24,478,100.0,100.0,96.4,6,30,4,863,0,0,0,863,503,503,0,862,360,0
Scott Quessenberry,23918,C,UCLA,12,100.0,0,324,68.3,78.4,63.1,2,17,534,100.0,100.0,97.8,2,21,2,862,862,0,0,862,562,562,0,0,300,0
Jeremiah Kolone,46167,G,S JOSE ST,12,100.0,0,285,86.6,86.6,85.4,0,3,464,100.0,100.0,98.2,0,10,7,861,64,791,5,861,487,487,0,0,374,0
Austin Davis,39377,C,DUKE,12,100.0,1,154,69.7,71.9,66.3,1,10,482,100.0,100.0,98.2,1,14,3,861,861,0,0,861,504,504,0,0,357,0
Ben Steward,46128,G,BOWL GREEN,11,100.0,0,122,77.3,85.7,73.2,3,5,417,100.0,100.0,98.3,4,11,3,861,0,861,0,861,444,444,0,0,417,0
Eddie Gordon,19424,C,LA LAFAYET,12,100.0,0,207,65.3,74.7,66.2,2,6,363,100.0,100.0,98.9,8,8,0,861,861,0,0,861,384,384,0,0,477,0
Tobijah Hughley,45546,C,LOUISVILLE,12,100.0,0,210,56.7,60.9,58.2,2,28,479,100.0,100.0,96.5,8,32,2,860,860,0,0,860,500,500,0,0,360,0
Tanner Stone,46619,G,DUKE,12,100.0,0,154,65.9,77.6,61.3,5,5,472,100.0,100.0,98.5,3,12,2,860,0,0,0,860,493,493,860,0,367,0
Dillon DeBoer,12036,C,FAU,12,100.0,0,165,74.8,70.7,74.6,3,15,430,100.0,100.0,97.2,4,21,3,860,708,0,151,860,446,446,0,0,414,1
Austin Moreton,46626,G,ARK STATE,12,99.8,0,113,68.5,75.2,68.1,2,15,421,99.8,99.5,98.0,5,17,0,860,0,10,0,862,442,444,849,1,418,1
Joseph Bacchus,46845,T,ARK STATE,12,99.9,0,113,71.0,82.8,62.6,3,16,423,99.8,99.8,97.0,3,22,3,860,0,0,1,861,445,446,0,834,415,25
Erik McCoy,37347,C,TEXAS A&M,12,100.0,1,312,71.0,69.7,69.8,1,4,454,100.0,100.0,99.4,3,5,0,859,859,0,0,859,473,473,0,0,386,0
Geron Christian,46375,T,LOUISVILLE,12,99.9,1,210,64.8,65.1,65.8,4,23,478,99.8,99.8,96.3,7,31,4,859,0,0,525,860,499,500,0,324,360,11
Layth Friekh,46357,T,ARIZONA,12,100.0,1,109,67.0,71.3,61.8,0,20,402,100.0,100.0,97.0,3,22,2,858,0,0,858,858,435,435,0,0,423,0
Micah St. Andrew,46782,G,FRESNO ST,12,100.0,0,169,68.1,80.3,66.6,1,8,478,100.0,100.0,98.4,5,12,3,858,0,0,0,858,502,502,857,0,356,0
Michael Deiter,38554,C,WISCONSIN,12,100.0,0,349,83.2,71.3,83.6,5,8,323,100.0,100.0,97.7,1,14,1,858,646,212,0,858,330,330,0,0,528,0
Aaron Evans,46350,T,UCF,12,100.0,0,323,72.0,83.4,66.0,3,12,452,99.8,99.8,97.2,6,20,5,857,0,0,857,857,468,469,0,0,389,0
Alex Norton,46776,G,AIR FORCE,12,100.0,0,101,74.3,47.4,75.5,0,6,153,100.0,100.0,96.7,2,8,2,857,62,0,0,857,166,166,794,0,691,0
Pat Elflein,11825,C,OHIO STATE,12,100.0,1,260,84.3,67.7,90.2,2,11,395,100.0,100.0,97.8,6,15,2,857,857,0,0,857,416,416,0,0,441,0
