player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Austin Deculus,59821,T,LSU,10,100.0,0,211,67.3,68.9,64.1,7,11,468,100.0,100.0,97.2,2,22,4,792,0,0,0,792,484,484,0,792,308,0
Brian Ankerson,41827,C,S ALABAMA,11,100.0,1,288,47.2,38.5,48.8,4,17,423,100.0,100.0,96.8,5,24,3,791,791,0,0,791,446,446,0,0,345,0
Matt Lee,98544,C,UCF,9,100.0,2,323,57.0,60.1,62.0,3,8,407,100.0,100.0,97.9,13,14,3,791,791,0,0,791,436,436,0,0,355,0
Tyler Vrabel,77343,T,BOSTON COL,11,100.0,0,121,77.4,79.4,72.6,4,12,445,100.0,100.0,97.8,3,18,2,785,0,0,0,785,473,473,0,783,312,2
Christian Mahogany,98261,G,BOSTON COL,11,100.0,1,121,66.2,76.0,63.5,3,9,445,100.0,100.0,98.0,5,15,3,785,0,785,0,785,473,473,0,0,312,0
Alec Lindstrom,58532,C,BOSTON COL,11,100.0,0,121,65.2,85.1,57.2,2,9,445,100.0,100.0,98.3,4,13,2,785,785,0,0,785,473,473,0,0,312,0
Zion Johnson,99681,T,BOSTON COL,11,100.0,2,121,76.1,68.4,76.1,7,18,445,100.0,100.0,96.7,2,27,2,785,0,0,783,785,473,473,0,0,312,2
Sincere Haynesworth,97644,C,TULANE,11,100.0,1,319,70.6,65.6,71.1,0,3,351,100.0,100.0,99.0,4,5,2,784,784,0,0,784,376,376,0,0,408,0
Dylan Parham,60953,T,MEMPHIS,10,100.0,0,218,88.9,86.8,86.6,2,6,432,100.0,100.0,98.8,3,9,1,779,0,0,0,779,466,466,0,779,313,0
Ben Petrula,58533,G,BOSTON COL,11,100.0,0,121,62.4,64.5,59.3,8,10,445,100.0,100.0,97.5,0,20,2,778,0,0,0,778,473,473,776,2,305,0
Manuel Orona-Lopez,77414,C,MEMPHIS,10,100.0,1,218,53.1,62.2,50.4,0,7,432,100.0,100.0,99.0,6,8,1,777,777,0,0,777,466,466,0,0,311,0
Alan Ali,60053,C,SMU,10,100.0,0,287,60.7,61.4,58.9,0,7,415,100.0,100.0,99.2,1,7,0,767,654,81,0,767,440,440,0,32,327,0
Ikem Ekwonu,98286,T,NC STATE,11,100.0,1,248,81.0,54.7,91.5,5,12,386,100.0,100.0,96.2,4,23,6,760,0,239,520,760,419,419,0,1,341,0
Obinna Eze,59837,T,MEMPHIS,10,100.0,0,218,76.0,80.2,72.5,2,8,424,100.0,100.0,98.3,6,12,2,756,0,0,756,756,458,458,0,0,298,0
Josh Sills,41748,T,OKLA STATE,10,100.0,0,262,76.4,66.1,78.4,4,5,347,100.0,100.0,97.8,3,12,3,756,0,343,114,756,370,370,0,299,386,0
Logan Langemeier,108708,C,GA SOUTHRN,12,100.0,0,174,49.1,55.3,49.1,1,7,205,100.0,100.0,97.6,3,9,1,755,755,0,0,755,214,214,0,0,541,0
Isaac Ellis,77419,G,MEMPHIS,10,100.0,3,218,61.6,66.0,60.5,0,8,414,100.0,100.0,98.3,3,11,3,752,2,750,0,752,447,447,0,0,305,0
Adonis Boone,77558,T,LOUISVILLE,11,99.9,1,210,61.5,56.6,62.9,5,19,393,99.7,99.8,95.7,5,29,5,751,0,0,732,752,412,413,0,8,339,10
Jack Anderson,60130,G,TEXAS TECH,10,100.0,0,315,78.8,86.2,77.7,1,3,442,100.0,100.0,98.9,2,7,3,749,13,0,0,749,459,459,736,0,290,0
Hunter Woodard,77544,G,OKLA STATE,10,100.0,0,262,77.6,83.4,76.6,1,6,344,100.0,100.0,98.4,2,9,2,748,0,10,0,748,367,367,738,0,381,0
DJ Scaife Jr.,77378,G,MIAMI FL,10,100.0,1,220,61.3,71.2,58.9,5,9,382,100.0,100.0,97.6,4,16,2,746,0,0,0,746,416,416,740,3,330,1
Ahofitu Maka,100803,C,UTSA,10,100.0,0,331,54.2,47.5,54.1,3,9,376,100.0,100.0,98.1,1,13,1,745,669,0,0,745,399,399,76,0,346,0
Austin Stidham,60135,T,TROY,10,100.0,0,318,83.1,85.6,76.3,1,8,451,100.0,100.0,98.6,1,11,2,742,0,0,738,742,470,470,0,0,272,4
Marcus McKethan,60811,G,N CAROLINA,11,100.0,1,245,64.1,75.7,59.8,0,5,373,100.0,100.0,99.1,4,6,1,741,0,0,0,741,399,399,728,13,342,0
Corey Gaynor,59844,C,MIAMI FL,10,100.0,2,220,57.7,54.7,58.2,0,7,378,100.0,100.0,98.8,4,8,1,737,733,0,0,737,412,412,3,0,325,0
Ben Brown,59869,C,OLE MISS,9,100.0,0,226,60.7,61.6,58.2,2,5,358,100.0,100.0,99.0,1,7,0,735,735,0,0,735,384,384,0,0,351,0
Chris Glaser,62780,G,VIRGINIA,10,100.0,0,335,67.4,78.0,63.9,1,10,432,100.0,100.0,98.7,3,11,0,734,0,0,0,734,461,461,730,3,273,0
Nick Broeker,99084,T,OLE MISS,9,100.0,0,226,57.2,47.5,61.8,4,19,357,100.0,100.0,96.2,4,25,2,734,0,0,732,734,383,383,0,0,351,2
Aaron Dowdell,41586,G,GA SOUTHRN,12,100.0,2,174,77.4,71.6,77.1,2,5,201,100.0,100.0,97.8,5,8,1,733,0,729,0,733,210,210,0,0,523,3
Royce Newman,41746,T,OLE MISS,9,99.9,0,226,66.5,61.8,69.1,5,17,356,99.7,99.7,96.3,5,24,2,733,0,0,1,734,382,383,0,732,351,0
Michael Maietti,40939,C,MISSOURI,10,100.0,0,229,76.3,70.3,76.5,1,3,389,100.0,100.0,99.5,4,4,0,732,732,0,0,732,407,407,0,0,325,0
Case Cook,59876,G,MISSOURI,10,100.0,1,229,64.9,84.2,59.3,2,7,388,100.0,100.0,98.8,4,9,0,731,0,0,0,731,406,406,731,0,325,0
Hayden Howerton,60052,G,SMU,10,100.0,1,287,77.5,84.0,73.1,2,4,397,100.0,100.0,99.2,2,6,0,728,122,606,0,728,421,421,0,0,307,0
Rasheed Walker,81798,T,PENN STATE,9,100.0,0,266,70.6,67.9,71.9,0,12,361,100.0,100.0,97.8,4,14,2,726,0,0,726,726,383,383,0,0,343,0
Michal Menet,41448,C,PENN STATE,9,100.0,0,266,69.4,66.2,68.8,2,10,361,100.0,100.0,97.5,1,15,3,726,726,0,0,726,383,383,0,0,343,0
Brock Hoffman,54535,C,VA TECH,11,100.0,0,337,66.7,68.6,67.8,0,3,295,100.0,100.0,98.5,8,6,3,725,725,0,0,725,323,323,0,0,402,0
Lokahi Pauole,98548,G,UCF,9,100.0,1,323,53.8,51.0,55.3,2,8,376,100.0,100.0,98.7,5,10,0,724,0,0,0,724,402,402,724,0,322,0
Ed Ingram,59819,G,LSU,9,100.0,0,211,74.7,62.2,78.2,5,10,422,100.0,100.0,97.7,0,17,2,724,0,724,0,724,437,437,0,0,287,0
Ryan Johnson,41740,G,GA TECH,10,100.0,0,176,45.5,50.1,45.4,2,17,350,100.0,100.0,97.3,5,19,0,723,0,0,0,723,378,378,722,0,345,0
Willie Lampkin,122344,G,COAST CAR,11,100.0,0,141,75.9,77.4,74.6,2,5,292,100.0,100.0,98.5,3,8,1,722,0,722,0,722,308,308,0,0,414,0
Trey Carter,54494,G,COAST CAR,11,100.0,0,141,67.2,70.2,65.6,0,9,292,100.0,100.0,98.1,3,10,1,722,0,0,0,722,308,308,722,0,414,0
Jack DeFoor,41168,G,GA TECH,10,100.0,0,176,53.5,58.2,51.2,6,12,350,100.0,100.0,96.6,4,21,3,722,0,713,8,722,378,378,0,0,344,0
Will Fries,41530,G,PENN STATE,9,100.0,1,266,73.5,75.7,70.1,0,8,360,100.0,100.0,97.8,3,12,4,722,0,0,0,722,382,382,404,311,340,7
Sam Thompson,81612,C,COAST CAR,11,100.0,0,141,62.5,74.1,59.3,1,5,292,100.0,100.0,98.6,2,7,1,719,719,0,0,719,308,308,0,0,411,0
Olusegun Oluwatimi,98581,C,VIRGINIA,10,100.0,1,335,71.1,54.1,77.1,2,13,426,100.0,100.0,98.2,4,15,0,718,718,0,0,718,454,454,0,0,264,0
Lecitus Smith,61069,G,VA TECH,11,100.0,1,337,72.0,76.1,70.1,0,7,288,100.0,100.0,98.8,2,7,0,718,0,718,0,718,312,312,0,0,406,0
Dawson Deaton,60131,C,TEXAS TECH,10,100.0,0,315,74.8,77.3,72.1,2,6,427,100.0,100.0,99.1,2,8,0,717,717,0,0,717,445,445,0,0,272,0
Beau Morris,24688,T,SMU,10,100.0,0,287,65.0,54.8,69.8,3,15,379,100.0,100.0,97.1,4,20,2,711,0,0,40,711,399,399,0,671,312,0
Cole Schneider,55401,G,UCF,9,99.9,0,323,55.6,58.5,54.0,1,7,372,100.0,100.0,98.1,4,11,3,711,0,710,0,712,399,399,0,0,312,0
Seth Joest,41891,C,W KENTUCKY,11,100.0,0,346,65.9,72.4,63.9,3,10,384,100.0,100.0,97.8,3,15,2,709,709,0,0,709,395,395,0,0,314,0
Dareuan Parker,41285,G,MISS STATE,10,100.0,1,227,75.7,82.2,74.5,1,11,564,100.0,100.0,98.9,2,12,0,707,0,0,0,707,582,582,707,0,125,0
Steven Bedosky,54493,T,COAST CAR,11,100.0,0,141,54.4,51.1,53.5,3,16,287,100.0,100.0,96.0,0,21,2,706,0,0,0,706,303,303,0,701,403,5
Myron Cunningham,33168,T,ARKANSAS,10,100.0,0,111,66.2,73.1,61.3,3,5,366,100.0,100.0,98.4,4,10,2,705,0,0,700,705,391,391,0,0,314,4
Ry Schneider,41164,C,OKLA STATE,10,100.0,0,262,69.4,81.5,64.2,0,7,330,100.0,100.0,98.6,3,8,1,705,705,0,0,705,352,352,0,0,353,0
Cole Spencer,60236,T,W KENTUCKY,11,100.0,1,346,78.3,83.9,73.1,0,9,383,100.0,100.0,98.6,3,10,1,703,0,0,703,703,394,394,0,0,309,0
Jordan Meredith,60235,G,W KENTUCKY,11,100.0,0,346,83.1,84.7,85.2,0,7,383,100.0,100.0,98.8,3,8,1,703,0,0,0,703,394,394,703,0,309,0
Mason Brooks,81938,T,W KENTUCKY,11,100.0,0,346,84.2,80.0,84.1,0,9,383,100.0,100.0,98.3,3,11,2,703,0,0,0,703,394,394,0,703,309,0
Aaron Banks,59983,G,NOTRE DAME,10,100.0,0,258,82.9,85.3,83.0,2,5,347,100.0,100.0,99.0,2,7,0,703,0,683,19,703,366,366,0,0,337,0
Zach Quinney,62969,T,GA TECH,10,100.0,1,176,49.9,49.5,52.4,9,14,342,100.0,100.0,95.8,6,26,3,702,0,0,699,702,370,370,0,0,332,3
Colin Newell,59753,C,IOWA STATE,10,100.0,0,193,67.7,65.0,66.0,1,19,341,100.0,100.0,97.1,0,20,0,701,701,0,0,701,363,363,0,0,338,0
Jeremy James,98423,G,OLE MISS,9,100.0,1,226,75.0,58.0,77.9,0,15,343,100.0,100.0,96.9,4,18,3,700,0,0,0,700,367,367,698,1,333,0
Spencer Burford,81920,T,UTSA,10,100.0,0,331,59.7,70.2,57.2,3,6,337,100.0,100.0,97.5,7,13,4,697,0,0,554,697,357,357,0,143,340,0
Josh Burger,51610,T,TEXAS TECH,10,100.0,0,315,58.6,56.2,61.1,4,17,409,100.0,100.0,96.7,4,24,3,695,0,0,0,695,425,425,0,694,270,1
Nick Brahms,58514,C,AUBURN,10,100.0,0,115,65.5,63.1,66.6,0,9,366,100.0,100.0,98.8,4,9,0,695,695,0,0,695,385,385,0,0,310,0
Robert Hainsey,59980,T,NOTRE DAME,10,100.0,0,258,91.2,81.7,90.8,2,11,347,100.0,100.0,97.6,0,15,2,692,0,0,0,692,367,367,0,691,325,0
Nick Krimin,41825,C,RUTGERS,9,100.0,0,278,52.6,46.2,52.5,4,6,360,100.0,100.0,97.8,0,13,3,692,672,0,0,692,385,385,20,0,307,0
Liam Eichenberg,41851,T,NOTRE DAME,10,100.0,0,258,88.0,84.5,86.3,1,9,340,100.0,100.0,98.5,3,10,0,690,0,0,689,690,360,360,0,0,330,0
Reggie Sutton,81813,T,RUTGERS,9,100.0,0,278,60.7,65.5,55.4,7,5,359,100.0,100.0,97.2,0,16,4,690,0,0,0,690,384,384,130,555,306,4
Cole Bentley,59816,C,LOUISVILLE,10,100.0,0,210,73.2,69.8,76.1,2,12,369,100.0,100.0,98.1,7,14,0,689,689,0,0,689,387,387,0,0,302,0
Richard Gouraige,81635,G,FLORIDA,10,100.0,0,163,64.1,68.5,61.0,5,11,406,100.0,100.0,98.0,1,16,0,688,0,625,63,688,427,427,0,0,261,0
Sean Foster,41948,T,IOWA STATE,10,100.0,1,193,58.3,73.1,51.1,1,8,340,100.0,100.0,98.1,4,11,2,686,0,0,686,686,362,362,0,0,324,0
Brett Heggie,41179,C,FLORIDA,10,100.0,0,163,70.2,77.5,65.5,1,5,404,100.0,100.0,99.3,2,6,0,685,685,0,0,685,425,425,0,0,260,0
Tate Heitmeier,60815,G,TEXAS ST,11,100.0,1,314,59.2,69.4,53.1,3,13,382,100.0,100.0,97.4,3,18,2,683,0,0,0,683,417,417,679,0,266,1
Jordan Williams,122503,T,GA TECH,10,100.0,1,176,52.8,64.9,51.1,2,15,337,100.0,100.0,96.6,7,20,3,683,0,0,0,683,363,363,0,683,320,0
Manase Mose,59950,C,N TEXAS,9,100.0,0,251,47.0,15.0,64.4,1,7,336,100.0,100.0,98.5,6,9,1,682,682,0,0,682,348,348,0,0,334,0
Cole Brown,81768,T,N TEXAS,9,100.0,0,251,50.3,49.1,49.8,2,13,336,100.0,100.0,97.2,1,17,2,682,0,0,681,682,348,348,0,0,334,1
Weston Wright,77494,G,TEXAS TECH,10,100.0,0,315,57.6,80.4,52.3,0,4,404,100.0,100.0,99.3,6,5,1,682,0,682,0,682,420,420,0,0,262,0
Jacob Brammer,59944,T,N TEXAS,9,100.0,0,251,69.8,66.3,68.4,4,7,336,100.0,100.0,98.4,1,11,0,681,0,0,0,681,348,348,0,680,333,0
Cooper Hodges,81548,T,APP STATE,10,100.0,0,108,76.1,85.6,73.8,2,2,284,100.0,100.0,99.3,6,4,0,681,0,0,0,681,305,305,0,675,376,6
Mike Johnson,41265,G,ARMY,11,100.0,1,114,89.0,50.9,88.6,0,2,88,100.0,100.0,96.6,2,4,2,679,0,679,0,679,95,95,0,0,584,0
Corey Dublin,60142,G,TULANE,10,100.0,0,319,71.2,63.1,72.3,0,13,307,100.0,100.0,96.9,3,16,3,679,1,678,0,679,330,330,0,0,349,0
Shamarious Gilmore,41823,G,GA STATE,9,100.0,2,175,60.8,62.0,58.5,1,5,287,100.0,100.0,99.0,2,6,0,678,0,678,0,678,301,301,0,0,377,0
Malik Sumter,55194,C,GA STATE,9,100.0,0,175,70.8,43.8,74.6,3,6,287,100.0,100.0,97.7,0,11,2,678,678,0,0,678,301,301,0,0,377,0
Thomas Sargeant,41824,C,LIBERTY,10,100.0,0,206,65.5,63.9,67.2,2,11,323,100.0,100.0,98.0,4,13,0,678,678,0,0,678,348,348,0,0,330,0
Cade Stewart,41614,C,CLEMSON,10,100.0,2,140,63.6,66.6,64.0,3,8,374,100.0,100.0,98.0,5,13,2,678,676,0,0,678,397,397,0,2,281,0
Eric Douglas,60061,C,S CAROLINA,10,100.0,0,289,55.8,60.9,53.9,3,3,346,100.0,100.0,98.8,5,7,1,676,676,0,0,676,363,363,0,0,313,0
Derek Schweiger,59750,G,IOWA STATE,10,100.0,0,193,62.4,87.6,54.3,0,6,335,100.0,100.0,99.1,1,6,0,676,0,603,0,676,357,357,73,0,319,0
Dylan Wonnum,81842,T,S CAROLINA,10,100.0,0,289,54.4,58.7,52.3,6,13,346,100.0,100.0,96.1,2,23,4,676,0,0,216,676,363,363,0,457,313,3
Travis Glover,81658,T,GA STATE,9,100.0,0,175,64.1,73.0,57.5,2,6,287,100.0,100.0,97.9,0,10,2,676,0,0,659,676,301,301,0,0,375,3
Stone Forsythe,41795,T,FLORIDA,10,100.0,2,163,72.2,80.2,63.2,2,7,400,100.0,100.0,98.4,3,11,2,675,0,0,621,675,420,420,0,54,255,0
Jovaughn Gwyn,81839,G,S CAROLINA,10,100.0,1,289,66.4,73.8,63.5,3,9,346,100.0,100.0,98.0,3,13,1,675,0,0,0,675,363,363,672,0,312,0
Derrick Graham,123703,T,TROY,11,100.0,0,318,55.7,74.3,42.7,3,11,416,100.0,100.0,97.8,4,16,2,672,0,1,0,672,432,432,0,671,240,0
Carlos Vettorello,77348,C,SYRACUSE,11,100.0,0,304,51.5,48.6,53.2,0,11,396,100.0,100.0,98.1,4,13,2,669,669,0,0,669,414,414,0,0,255,0
Sadarius Hutcherson,41336,G,S CAROLINA,10,100.0,0,289,74.9,78.0,72.8,1,6,341,100.0,100.0,98.4,0,9,2,669,0,666,0,669,358,358,0,3,311,0
Airon Servais,41573,T,SYRACUSE,11,100.0,0,304,47.2,43.6,50.3,5,12,396,100.0,100.0,96.1,2,24,7,669,0,0,198,669,414,414,0,470,255,1
Christian Darrisaw,77373,T,VA TECH,10,99.9,0,337,95.6,90.8,94.5,0,6,266,99.6,99.7,98.9,1,6,0,668,0,0,666,669,293,294,0,0,375,2
Brady Christensen,51985,T,BYU,11,100.0,0,128,96.2,95.2,95.9,0,2,347,100.0,100.0,99.4,5,3,1,667,0,0,666,667,372,372,0,0,295,1
Matthew Bergeron,99658,T,SYRACUSE,11,100.0,0,304,53.5,61.8,54.1,0,11,393,100.0,100.0,97.6,9,15,4,666,0,0,471,666,411,411,0,195,255,0
Abraham Delfin,59808,G,LA TECH,9,100.0,1,208,71.1,79.6,66.8,2,10,370,100.0,100.0,98.1,1,13,1,666,28,0,0,666,395,395,638,0,271,0
Asim Richards,99674,T,N CAROLINA,11,100.0,1,245,51.7,43.8,55.4,3,18,314,100.0,100.0,94.7,5,27,6,666,0,0,666,666,337,337,0,0,329,0
Ryan Nelson,62778,T,VIRGINIA,10,99.9,0,335,68.0,80.7,54.6,3,11,395,99.7,99.8,98.0,1,15,1,666,0,7,654,667,420,421,0,1,246,1
Chasen Hines,81531,G,LSU,9,100.0,0,211,63.5,67.8,62.0,2,14,398,100.0,100.0,98.0,3,16,0,665,0,0,0,665,411,411,665,0,254,0
Tyler Witt,40256,G,W KENTUCKY,11,100.0,1,346,69.8,74.0,67.9,1,9,361,100.0,100.0,98.1,3,12,2,664,0,664,0,664,372,372,0,0,292,0
Renato Brown,98232,T,LOUISVILLE,11,99.5,0,210,64.4,68.7,63.6,5,12,347,99.1,99.2,97.0,6,19,2,663,0,0,0,666,363,366,0,651,300,13
Denzel Okafor,42007,G,TEXAS,9,100.0,0,311,66.0,58.4,66.6,2,17,367,100.0,100.0,96.3,3,23,4,662,0,0,0,662,397,397,658,4,265,0
Trey Smith,62960,G,TENNESSEE,10,100.0,1,307,73.4,73.1,72.4,1,4,339,100.0,100.0,99.0,2,6,1,662,0,657,0,662,359,359,0,0,303,5
Junior Angilau,77465,G,TEXAS,9,100.0,1,311,71.7,78.8,71.4,2,8,367,100.0,100.0,98.1,4,12,2,662,0,662,0,662,397,397,0,0,265,0
Christian Jones,77463,T,TEXAS,9,100.0,0,311,64.7,59.8,70.6,3,18,367,100.0,100.0,96.0,7,25,4,662,0,0,34,662,397,397,0,628,265,0
Joshua Mote,59803,G,LA TECH,9,100.0,0,208,67.9,80.0,62.3,0,8,367,100.0,100.0,98.4,1,10,2,660,0,660,0,660,392,392,0,0,268,0
Pat Bartlett,55191,G,GA STATE,9,100.0,0,175,55.2,59.3,53.1,3,7,278,100.0,100.0,98.2,1,10,0,660,0,0,0,660,292,292,658,2,368,0
Charles Cross,98401,T,MISS STATE,9,100.0,1,227,63.9,62.8,68.7,5,31,524,100.0,100.0,95.6,5,41,5,659,0,0,659,659,539,539,0,0,120,0
Caleb Chandler,59814,G,LOUISVILLE,11,100.0,2,210,75.1,66.7,78.2,0,6,341,100.0,100.0,98.2,6,9,3,657,0,657,0,657,356,356,0,0,301,0
Emil Ekiyor,81540,G,ALABAMA,10,100.0,0,103,77.9,75.9,78.2,3,3,325,100.0,100.0,98.8,1,7,1,657,0,1,0,657,345,345,656,0,312,0
Antwine Loper,54534,T,COAST CAR,11,100.0,1,141,66.2,52.4,68.2,2,17,265,100.0,100.0,96.0,3,20,1,656,0,0,631,656,280,280,0,16,376,9
Brian Anderson,59932,C,N CAROLINA,10,100.0,0,245,50.2,42.8,52.6,1,15,324,100.0,100.0,97.5,4,16,0,655,655,0,0,655,349,349,0,0,306,0
Jaylon Thomas,77421,T,SMU,9,100.0,1,287,87.3,82.8,84.8,1,7,358,100.0,100.0,98.3,3,10,2,653,0,0,653,653,378,378,0,0,275,0
Anterrious Gray,121889,G,N TEXAS,9,100.0,0,251,69.3,70.2,69.2,1,7,322,100.0,100.0,98.8,2,8,0,651,0,651,0,651,331,331,0,0,320,0
Mike Miranda,60016,G,PENN STATE,9,100.0,0,266,63.8,70.4,62.9,2,10,325,100.0,100.0,97.8,3,13,1,651,5,646,0,651,345,345,0,0,306,0
Edward Collins,77408,T,UCF,9,100.0,0,323,43.2,40.7,46.6,2,15,346,100.0,100.0,96.1,4,22,5,651,0,0,651,651,371,371,0,0,280,0
Arvin Fletcher,41722,T,SO MISS,10,100.0,1,296,56.5,55.0,58.2,2,11,308,100.0,100.0,96.3,3,18,5,649,0,0,0,649,325,325,0,647,324,2
Ryan Swoboda,77576,T,VIRGINIA,10,99.8,1,335,69.5,69.7,65.1,1,15,383,99.7,99.8,97.9,3,16,0,649,0,0,0,650,408,409,3,645,241,0
Jarrid Williams,38432,T,MIAMI FL,9,99.8,1,220,69.6,79.8,63.6,4,3,334,99.7,99.7,98.4,3,9,2,649,0,0,0,650,362,363,0,646,287,3
Eddie Rivas,59955,G,TEXAS ST,10,100.0,0,314,67.7,71.8,64.6,2,8,388,100.0,100.0,98.7,2,10,0,648,0,645,0,648,418,418,0,0,230,2
Jackson Carman,52575,T,CLEMSON,10,100.0,1,140,82.0,77.8,83.8,3,1,363,100.0,100.0,98.6,6,7,3,647,0,0,647,647,386,386,0,0,261,0
Grant Miller,60200,C,VANDERBILT,9,100.0,1,333,48.6,50.3,47.9,3,9,332,100.0,100.0,97.6,3,14,2,647,647,0,0,647,352,352,0,0,295,0
Will Putnam,99655,G,CLEMSON,10,100.0,0,140,64.2,72.5,60.8,0,4,360,100.0,100.0,99.4,3,4,0,644,0,0,0,644,380,380,644,0,264,0
Shane Vallot,81704,C,LA LAFAYET,10,100.0,1,207,67.4,63.2,68.7,1,8,295,100.0,100.0,98.5,4,9,0,641,641,0,0,641,311,311,0,0,330,0
Fernando Frye,77437,C,E CAROLINA,9,100.0,0,156,50.2,36.8,58.4,2,6,320,100.0,100.0,98.1,6,10,2,641,640,0,0,641,346,346,0,0,295,0
Samuel Jackson,55403,T,UCF,8,100.0,0,323,56.3,49.7,59.7,2,8,325,100.0,100.0,97.8,4,12,2,640,0,78,134,640,346,346,67,361,294,0
Kody Russey,41726,C,LA TECH,9,100.0,1,208,70.3,68.1,71.6,2,5,353,100.0,100.0,98.4,5,9,2,640,640,0,0,640,378,378,0,0,262,0
Alex Leatherwood,58468,T,ALABAMA,10,100.0,0,103,78.2,71.4,81.8,4,7,321,100.0,100.0,97.4,6,14,3,639,0,0,636,639,341,341,0,0,298,3
Michael Brown,77467,G,W VIRGINIA,9,100.0,0,343,70.6,71.3,72.3,4,7,363,100.0,100.0,98.2,3,12,1,639,0,0,0,639,378,378,638,0,261,0
Baveon Johnson,41337,G,FLORIDA ST,9,100.0,0,167,53.8,65.9,51.1,0,11,354,100.0,100.0,97.9,4,13,2,639,117,9,0,639,377,377,513,0,262,0
