player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jacob Gideon,72705,C,W MICHIGAN,10,100.0,0,347,77.1,88.7,76.4,2,0,388,100.0,100.0,99.5,8,3,1,778,778,0,0,778,413,413,0,0,365,0
Addison West,98272,G,W MICHIGAN,10,100.0,1,347,76.5,79.8,79.8,0,2,388,100.0,100.0,99.7,9,2,0,776,0,0,0,776,413,413,776,0,363,0
Mike Lofton,123751,C,USF,9,100.0,3,327,48.8,58.1,48.7,1,20,403,99.8,99.8,96.4,10,25,4,759,759,0,0,759,434,435,0,0,325,0
Brock Robey,163975,G,JVILLE ST,10,100.0,0,196,59.6,73.6,56.6,1,4,291,100.0,100.0,97.8,2,9,4,758,5,0,0,758,307,307,753,0,451,0
Treylen Brown,108550,C,JVILLE ST,10,100.0,0,196,72.1,82.9,66.9,0,1,288,100.0,100.0,99.5,2,2,1,755,755,0,0,755,304,304,0,0,451,0
Will O'Steen,125373,T,JVILLE ST,10,100.0,0,196,56.8,60.9,54.8,1,11,291,100.0,100.0,97.3,2,14,2,755,0,0,755,755,307,307,0,0,448,0
Gabe Wallace,77535,T,BUFFALO,10,100.0,0,126,57.5,63.8,52.8,2,17,382,100.0,100.0,97.3,2,20,1,735,0,268,351,735,402,402,0,108,333,0
Tyler Doty,130407,G,BUFFALO,10,100.0,0,126,55.5,68.2,52.7,3,12,378,100.0,100.0,98.0,4,15,0,727,0,0,6,727,398,398,721,0,329,0
Noah Josey,126259,G,VIRGINIA,10,100.0,0,335,62.9,57.0,62.2,4,13,388,100.0,100.0,97.0,0,20,3,720,0,720,0,720,407,407,0,0,313,0
Brian Stevens,108439,C,VIRGINIA,10,100.0,1,335,77.0,79.1,76.5,0,6,388,100.0,100.0,99.0,5,7,1,719,601,0,0,719,407,407,118,0,312,0
Isaiah Wright,129909,T,BUFFALO,10,99.9,0,126,55.8,68.4,48.5,2,10,370,99.7,99.7,98.1,0,13,1,717,342,0,372,718,389,390,0,0,328,3
McKale Boley,156387,T,VIRGINIA,10,100.0,0,335,63.7,65.1,63.3,2,10,386,100.0,100.0,98.2,3,13,1,708,0,0,706,708,405,405,0,0,303,2
John Lanz,76563,C,TCU,9,100.0,0,305,66.3,69.0,67.7,3,4,413,100.0,100.0,99.2,6,7,0,702,702,0,0,702,424,424,0,0,278,0
Drew Kendall,143829,C,BOSTON COL,9,100.0,1,121,68.8,73.6,69.6,1,8,310,100.0,100.0,98.5,8,9,0,698,698,0,0,698,331,331,0,0,367,0
Kyle Hergel,87427,G,BOSTON COL,9,100.0,0,121,66.6,88.1,68.6,2,1,309,100.0,100.0,99.5,10,3,0,697,1,695,0,697,330,330,1,0,367,0
Brayden Swartout,145732,T,C MICHIGAN,10,100.0,2,134,59.8,52.9,62.4,0,20,333,100.0,100.0,96.7,7,21,1,692,0,0,1,692,357,357,0,688,335,3
Luke Kandra,52487,G,CINCINNATI,9,100.0,1,138,80.1,76.1,80.0,0,9,330,100.0,100.0,97.7,1,12,3,691,6,1,0,691,351,351,684,0,340,0
Christian Mahogany,98261,G,BOSTON COL,9,100.0,0,121,71.4,81.2,70.2,0,5,301,100.0,100.0,99.2,4,5,0,690,0,0,0,690,322,322,666,22,368,2
Chandler Strong,158365,C,GA SOUTHRN,9,100.0,0,174,70.0,76.5,66.7,4,5,437,100.0,100.0,98.7,3,10,1,689,689,0,0,689,460,460,0,0,229,0
Monroe Mills,122977,T,TEXAS TECH,9,100.0,1,315,68.5,80.3,59.7,1,7,372,100.0,100.0,98.9,5,8,0,688,0,0,687,688,389,389,0,0,299,0
Caleb Rogers,123157,T,TEXAS TECH,9,100.0,0,315,69.8,73.6,66.6,2,8,372,100.0,100.0,98.1,3,12,2,688,0,0,0,688,389,389,0,687,299,0
Willis Patrick,134500,G,TCU,9,100.0,0,305,74.8,81.4,72.0,1,6,408,100.0,100.0,99.1,2,7,0,688,0,0,0,688,419,419,687,0,269,0
Rusty Staats,81941,C,TEXAS TECH,9,100.0,0,315,54.2,61.7,50.0,4,8,372,100.0,100.0,97.6,2,15,3,688,606,0,0,688,389,389,82,0,299,0
Gabe Blair,145323,G,N TEXAS,9,100.0,1,251,63.4,71.5,58.5,1,9,399,100.0,100.0,98.2,2,12,2,688,0,688,0,688,422,422,0,0,266,0
Derek Bowman,123654,T,USF,9,100.0,0,327,55.6,56.9,55.5,1,14,375,99.7,99.8,95.9,4,23,8,687,0,0,0,687,403,404,72,614,284,1
Levi Rogers,131781,C,STANFORD,9,100.0,1,300,68.5,77.6,63.0,3,7,385,100.0,100.0,98.4,2,11,1,685,685,0,0,685,421,421,0,0,264,0
Dominic Serapiglia III,141881,C,C MICHIGAN,10,100.0,3,134,67.3,64.2,67.5,2,8,330,100.0,100.0,97.9,8,12,2,684,684,0,0,684,354,354,0,0,330,0
Bert Hale,122675,G,LA TECH,10,100.0,1,208,70.0,81.7,65.8,1,5,387,100.0,100.0,99.0,2,7,1,683,0,681,0,683,415,415,0,0,268,1
Carson Bruno,145245,T,LA TECH,10,100.0,1,208,58.1,63.1,59.5,3,17,387,100.0,100.0,96.1,7,25,5,683,0,0,1,683,415,415,0,681,268,1
Corey Gaynor,59844,C,N CAROLINA,9,100.0,0,245,67.4,77.4,63.3,0,4,371,100.0,100.0,99.2,4,5,1,681,681,0,0,681,390,390,0,0,291,0
Eliki Tanuvasa,79663,C,HAWAII,10,100.0,0,180,58.2,59.5,56.6,6,18,476,100.0,100.0,97.3,3,25,1,681,681,0,0,681,500,500,0,0,181,0
Brian Driscoll,100534,C,CAL,9,100.0,0,130,66.4,69.2,66.7,1,10,344,100.0,100.0,98.4,5,11,0,680,656,22,0,680,371,371,0,0,309,1
Dakota White,122688,T,LA TECH,10,99.9,0,208,60.4,65.3,55.1,5,12,385,99.7,99.8,97.3,2,19,2,679,0,0,674,680,413,414,0,0,266,6
Joshua Atkins,144243,T,HAWAII,10,100.0,2,180,65.8,65.6,67.0,5,13,474,100.0,100.0,97.0,8,23,5,678,0,0,678,678,498,498,0,0,180,0
Parker Titsworth,97656,C,OHIO,10,100.0,0,259,63.7,73.4,60.0,3,11,344,100.0,100.0,97.7,3,15,1,677,677,0,0,677,363,363,0,0,314,0
Isaiah Helms,104720,C,APP STATE,9,100.0,0,108,65.5,82.5,57.9,1,5,341,100.0,100.0,99.1,2,6,0,677,677,0,0,677,356,356,0,0,321,0
Jay Amburgey,98250,T,OHIO,10,100.0,2,259,73.6,79.2,67.9,2,10,344,100.0,100.0,98.0,5,13,1,677,0,1,676,677,363,363,0,0,314,0
Justin Mayers,100808,G,UTEP,10,100.0,1,330,78.8,81.2,77.6,1,6,297,100.0,100.0,98.5,4,8,1,677,0,676,1,677,321,321,0,0,356,0
Kurt Danneker,77443,G,OHIO,10,100.0,1,259,74.1,83.5,75.2,2,7,343,100.0,100.0,98.7,6,9,0,676,0,675,1,676,362,362,0,0,314,0
Bucky Williams,78305,G,APP STATE,9,100.0,0,108,74.8,71.7,75.4,1,3,341,100.0,100.0,98.8,2,6,2,676,0,0,0,676,356,356,676,0,320,0
T.J. Session,102316,T,CAL,9,99.9,0,130,61.5,55.7,61.2,4,11,339,99.7,99.7,97.2,2,17,2,673,0,2,0,674,366,367,0,671,307,0
Spencer Rolland,108693,T,N CAROLINA,9,100.0,2,245,66.9,80.2,56.2,2,8,365,100.0,100.0,98.6,2,10,0,673,0,0,0,673,384,384,7,663,289,3
Xavier Bausley,163939,T,JVILLE ST,9,100.0,0,196,70.2,74.4,65.7,4,7,257,100.0,100.0,97.9,1,11,0,673,0,0,0,673,272,272,0,673,401,0
Damion Daley,75770,G,APP STATE,9,100.0,0,108,60.5,69.9,55.7,1,10,339,100.0,100.0,98.4,1,11,0,673,0,672,0,673,354,354,1,0,319,0
Brady Wilson,121508,C,UAB,9,100.0,0,321,70.3,80.6,65.7,0,6,391,100.0,100.0,98.7,2,8,2,671,671,0,0,671,404,404,0,0,267,0
Connor McLaughlin,131771,T,STANFORD,9,100.0,0,300,64.9,59.1,69.0,3,16,376,100.0,100.0,97.5,3,19,0,671,0,0,0,671,412,412,0,671,259,0
Joe Michalski,99426,C,OKLA STATE,9,100.0,0,262,64.8,74.4,60.6,2,3,373,100.0,100.0,99.3,4,5,0,669,669,0,0,669,389,389,0,0,280,0
Sergio Muasau,86114,G,HAWAII,10,100.0,0,180,55.6,66.2,47.4,6,12,465,100.0,100.0,97.4,2,21,3,669,0,669,0,669,488,488,0,0,181,0
Pichon Wimbley,158371,G,GA SOUTHRN,9,100.0,1,174,65.0,85.7,56.8,2,11,422,100.0,100.0,98.2,4,14,1,666,3,660,0,666,445,445,3,0,221,0
Andrew Meyer,81910,C,UTEP,10,100.0,1,330,72.1,90.9,68.0,0,1,289,100.0,100.0,99.8,6,1,0,666,666,0,0,666,313,313,0,0,353,0
Venly Tatafu,158830,T,UTSA,9,99.8,1,331,63.9,75.7,63.0,0,9,336,99.7,99.7,97.8,7,12,3,665,0,297,368,666,353,354,0,0,312,0
Khalil Crowder,78240,G,GA SOUTHRN,9,99.8,0,174,72.3,69.5,73.1,0,12,423,99.8,99.8,98.1,1,14,2,665,0,0,0,666,446,447,662,0,219,2
AJ Gillie,98043,G,LA LAFAYET,10,100.0,0,207,74.6,90.1,73.2,0,0,328,100.0,100.0,100.0,4,0,0,663,24,639,0,663,346,346,0,0,317,0
Clark Barrington,81598,C,BAYLOR,9,100.0,0,118,76.9,79.8,74.9,2,9,393,100.0,100.0,97.8,4,14,3,663,449,214,0,663,409,409,0,0,254,0
Kaci Moreka,91693,T,N TEXAS,9,100.0,3,251,51.2,49.0,54.0,3,22,386,100.0,100.0,95.2,7,31,6,662,0,0,660,662,411,411,0,0,251,2
Campbell Barrington,147505,T,BAYLOR,9,100.0,0,118,71.3,75.7,67.3,4,12,393,100.0,100.0,96.9,3,20,4,661,0,0,81,661,408,408,212,368,253,0
Riley Mahlman,145172,T,WISCONSIN,9,100.0,0,349,72.2,74.8,71.9,3,6,368,100.0,100.0,98.0,5,12,3,659,0,0,0,659,381,381,0,658,278,0
Devan Rogers,66122,C,TOLEDO,10,100.0,0,316,61.6,68.9,59.2,0,8,286,100.0,100.0,98.6,8,8,0,659,659,0,0,659,306,306,0,0,353,0
DeVonte Gordon,98391,T,WAKE,9,100.0,0,339,75.4,85.2,67.3,2,7,331,100.0,100.0,98.3,2,10,1,658,0,0,327,658,358,358,0,331,300,0
Ernesto Almaraz,90765,T,UTSA,9,100.0,1,331,56.1,64.9,52.6,1,13,333,100.0,100.0,97.3,4,16,2,658,165,0,0,658,350,350,0,493,308,0
Tanor Bortolini,129915,C,WISCONSIN,9,100.0,1,349,65.6,79.2,62.0,2,6,368,100.0,100.0,98.6,5,9,1,658,658,0,0,658,381,381,0,0,277,0
Jack Nelson,129927,T,WISCONSIN,9,100.0,1,349,70.1,77.9,67.0,1,8,368,100.0,100.0,98.0,9,12,3,658,0,0,657,658,381,381,0,0,277,1
Dorion Strawn,150063,G,TEXAS ST,9,99.7,0,314,58.7,71.3,52.2,1,11,335,99.4,99.4,97.9,2,13,1,657,0,593,24,659,346,348,5,0,311,37
Andrew Raym,122940,C,OKLAHOMA,9,100.0,0,261,62.8,74.0,58.7,2,6,332,100.0,100.0,98.8,2,8,0,657,657,0,0,657,353,353,0,0,304,0
Luke Watson,173286,T,TEMPLE,9,100.0,0,306,46.1,32.7,50.5,8,21,396,100.0,100.0,96.1,1,30,1,656,0,224,432,656,422,422,0,0,234,0
Victor Stoffel,98528,T,TEMPLE,9,99.8,0,306,77.7,76.3,73.5,6,8,395,99.7,99.8,97.7,0,16,2,655,0,0,0,656,421,422,0,655,234,0
Preston Nichols,81609,G,PURDUE,9,100.0,0,273,69.4,78.8,64.9,4,4,356,100.0,100.0,98.6,0,9,1,655,0,655,0,655,376,376,0,0,279,0
Michael Jurgens,77345,G,WAKE,9,100.0,0,339,86.5,80.1,90.0,1,5,329,100.0,100.0,98.8,3,7,1,655,76,579,0,655,356,356,0,0,299,0
Gavin Gerhardt,123561,C,CINCINNATI,9,100.0,0,138,68.0,53.7,72.2,1,13,311,100.0,100.0,96.8,5,17,3,653,652,0,0,653,330,330,0,0,323,1
Jett Duncan,121886,T,N TEXAS,9,100.0,2,251,56.1,59.3,55.1,4,13,381,100.0,100.0,97.0,4,20,3,652,0,0,0,652,404,404,111,540,248,1
William Parker,146938,T,UAB,9,99.8,2,321,67.9,74.3,65.2,2,7,382,100.0,99.7,98.3,7,11,2,651,0,0,646,652,394,395,0,0,257,3
Gavin Byers,122263,G,BAYLOR,9,100.0,0,118,67.9,79.3,68.6,1,14,382,100.0,100.0,98.0,7,15,0,651,0,436,0,651,398,398,1,214,253,0
Ethan Driskell,98530,T,MARSHALL,9,100.0,1,214,62.1,71.0,60.2,2,11,380,100.0,100.0,97.5,4,16,3,651,0,0,650,651,401,401,0,0,250,1
Jack Murphy,121743,T,APP STATE,9,100.0,0,108,68.1,62.2,71.7,2,16,330,100.0,100.0,96.7,5,20,2,650,0,0,61,650,341,341,0,586,309,3
Logan Osburn,53851,C,MARSHALL,9,100.0,2,214,63.7,83.8,54.2,0,4,379,100.0,100.0,98.9,2,6,2,650,529,28,0,650,400,400,93,0,250,0
Andrew Coker,99459,T,TCU,9,100.0,0,305,65.1,77.3,56.4,4,11,377,100.0,100.0,97.7,3,16,1,650,0,0,400,650,386,386,0,250,264,0
Marcellus Anderson,176298,G,UMASS,10,100.0,1,216,63.8,81.5,59.1,2,5,324,100.0,100.0,98.3,2,9,2,649,0,0,3,649,347,347,646,0,302,0
Josh Atwood,128073,C,UMASS,10,100.0,0,216,58.0,66.0,59.1,6,8,324,100.0,100.0,97.8,9,14,0,649,649,0,0,649,347,347,0,0,302,0
Jonny Hassard,128082,T,UMASS,10,100.0,0,216,61.7,62.7,57.7,2,13,324,100.0,100.0,97.1,0,17,2,649,0,2,644,649,347,347,0,0,302,3
Nolan Potter,77521,T,N ILLINOIS,10,100.0,1,254,73.2,81.8,65.1,2,8,324,100.0,100.0,98.1,2,11,1,648,0,0,0,648,350,350,0,644,298,3
Ethan Mottinger,128100,T,UMASS,10,100.0,3,216,63.9,59.7,62.5,3,8,323,100.0,100.0,97.1,5,15,4,648,0,0,0,648,346,346,3,643,302,2
Pete Nygra,145875,C,N ILLINOIS,10,100.0,2,254,68.8,75.2,64.1,2,4,320,100.0,100.0,99.1,3,6,0,647,647,0,0,647,343,343,0,0,304,0
Wilson Kelly,121810,C,MIDDLE TN,9,100.0,0,224,56.0,60.3,55.3,2,10,400,100.0,100.2,98.2,5,13,1,646,646,0,0,646,428,427,0,0,218,0
Nathan Thomas,98390,T,LA LAFAYET,10,99.5,0,207,76.8,74.7,78.2,2,5,318,99.1,99.1,97.6,4,11,4,646,0,0,643,649,336,339,0,0,310,6
Gerad Christian-Lichtenhan,131673,T,COLORADO,9,100.0,0,143,63.8,69.8,58.1,5,22,437,100.0,100.0,95.8,3,32,5,645,0,0,644,645,462,462,1,0,183,0
Tyler Guyton,123076,T,OKLAHOMA,9,99.8,0,261,63.8,71.2,61.7,3,9,327,99.7,99.7,98.2,5,12,0,644,0,0,1,645,347,348,0,643,297,0
Jimeto Obigbo,150060,T,TEXAS ST,9,100.0,0,314,61.0,70.8,53.6,3,9,334,100.0,100.0,97.3,2,15,3,644,0,0,4,644,346,346,0,639,298,1
Caleb Johnson,102301,C,TEXAS ST,9,100.0,1,314,60.7,70.2,57.2,2,5,334,100.0,100.0,98.1,5,10,3,643,637,6,0,643,346,346,0,0,297,0
J.J. Lippe,98426,G,N ILLINOIS,10,100.0,0,254,60.4,66.1,59.5,2,5,318,100.0,100.0,98.3,5,9,2,643,0,643,0,643,342,342,0,0,301,0
Vinny Sciury,130632,G,TOLEDO,10,100.0,1,316,71.5,90.8,66.5,0,2,277,100.0,100.0,99.6,3,2,0,642,0,641,0,642,297,297,0,0,345,1
John Champe,130545,G,N ILLINOIS,10,100.0,0,254,64.4,72.7,61.2,0,8,322,100.0,100.0,98.4,1,9,1,642,0,0,0,642,348,348,641,0,294,0
Jonathan Graham,81698,G,LIBERTY,9,100.0,0,206,64.5,72.2,62.1,1,4,235,100.0,100.0,98.5,2,6,1,642,0,642,0,642,258,258,0,0,384,0
Jordan White,123439,C,LIBERTY,9,100.0,1,206,71.5,60.2,72.7,0,4,235,100.0,100.0,98.7,4,5,1,642,642,0,0,642,258,258,0,0,384,0
X'Zauvea Gadlin,77580,G,LIBERTY,9,100.0,0,206,73.8,71.9,72.5,1,6,235,100.0,100.0,98.5,0,7,0,642,0,0,0,642,258,258,642,0,384,0
Leif Fautanu,101261,C,ARIZONA ST,9,100.0,1,110,69.4,82.8,62.1,3,3,374,100.0,100.0,98.7,3,8,2,641,641,0,0,641,397,397,0,0,244,0
Christophe Atkinson,98064,G,OHIO,10,100.0,1,259,65.0,77.8,61.5,0,5,326,100.0,100.0,98.9,5,6,1,641,0,0,0,641,342,342,640,1,299,0
Cade Beresford,81934,T,BOISE ST,9,100.0,1,120,61.3,78.6,50.6,2,5,312,100.0,100.0,98.2,3,9,2,640,0,0,0,640,329,329,0,638,311,2
Will Putnam,99655,C,CLEMSON,9,100.0,0,140,65.6,73.5,61.2,1,7,351,100.0,100.0,98.9,1,8,0,639,639,0,0,639,365,365,0,0,274,0
Clay Webb,99076,G,JVILLE ST,10,100.0,0,196,88.8,91.2,85.4,0,0,256,100.0,100.0,100.0,0,0,0,639,0,639,0,639,268,268,0,0,371,0
Blake Miller,156248,T,CLEMSON,9,99.8,2,140,67.3,72.2,65.5,2,12,350,99.7,99.7,97.4,5,16,2,638,0,0,0,639,365,366,0,638,273,1
Braylen Nelson,146050,T,FRESNO ST,9,100.0,3,169,66.8,72.1,64.6,3,9,389,100.0,100.0,98.2,7,13,1,638,0,0,0,638,405,405,0,637,233,1
Jacob Spomer,163415,T,FRESNO ST,9,100.0,0,169,71.1,78.6,62.4,1,6,389,100.0,100.0,98.6,2,9,2,638,0,0,637,638,405,405,0,0,233,1
Jacob Gardner,128229,C,COLO STATE,9,100.0,2,144,63.3,76.7,58.6,0,7,419,100.0,100.0,98.9,7,8,1,637,637,0,0,637,438,438,0,0,199,0
Gerquan Scott,100792,G,SO MISS,10,100.0,2,296,59.9,64.4,63.5,7,7,319,100.0,100.0,97.8,9,14,0,637,105,532,0,637,339,339,0,0,298,0
Nick Rosi,77511,T,TOLEDO,10,100.0,0,316,79.5,88.3,72.6,1,6,277,100.0,100.0,98.7,4,7,0,636,0,0,631,636,296,296,0,4,340,1
Damon Kaylor,101573,T,BALL ST,10,100.0,0,117,64.8,62.5,63.6,3,10,317,100.0,100.0,96.7,1,17,4,635,0,0,12,635,329,329,0,616,306,7
Cooper Beebe,99434,G,KANSAS ST,9,100.0,1,199,83.0,89.5,79.2,0,6,297,100.0,100.0,98.7,1,7,1,635,0,513,19,635,307,307,0,103,328,0
Briason Mays,77469,T,SO MISS,10,100.0,0,296,60.2,56.1,61.5,6,8,319,100.0,100.0,95.6,2,21,7,635,0,0,304,635,340,340,0,328,295,3
Michael Gonzalez,144155,G,LOUISVILLE,10,100.0,0,210,70.6,74.2,68.9,0,10,312,100.0,100.0,98.4,3,10,0,634,0,586,48,634,332,332,0,0,302,0
Logan Taylor,151098,T,BOSTON COL,9,100.0,0,121,69.8,65.6,67.4,0,13,277,100.0,100.0,96.9,3,15,2,634,0,0,627,634,296,296,0,0,338,7
Hayden Gillum,77508,C,KANSAS ST,9,100.0,0,199,62.6,62.0,61.4,0,17,295,100.0,100.0,97.1,1,17,0,634,634,0,0,634,305,305,0,0,329,0
Drew Moss,150351,T,COLO STATE,9,100.0,1,144,68.2,71.2,67.8,1,11,416,100.0,100.0,98.3,6,13,1,634,0,0,0,634,435,435,0,633,199,0
Ethan Miner,98068,C,N TEXAS,9,100.0,1,251,80.2,88.9,75.1,0,4,378,100.0,100.0,99.5,2,4,0,633,633,0,0,633,399,399,0,0,234,0
Mose Vavao,74174,G,FRESNO ST,9,100.0,0,169,67.0,68.9,64.7,3,11,385,100.0,100.0,97.9,0,15,1,633,0,0,0,633,401,401,633,0,232,0
Tautai Li'o Marks,128158,G,TULSA,9,100.0,1,320,59.1,78.3,55.7,0,8,262,100.0,100.0,98.5,3,8,0,633,31,0,0,633,274,274,602,0,359,0
Saveyon Henderson,152603,T,COLO STATE,9,100.0,0,144,39.1,33.6,46.1,2,33,415,100.0,100.0,95.1,3,38,3,633,0,0,633,633,434,434,0,0,199,0
Bryan Hudson,98241,C,LOUISVILLE,10,100.0,0,210,74.4,78.7,71.1,2,7,308,100.0,100.0,98.5,2,9,0,632,632,0,0,632,328,328,0,0,304,0
Caelan Shepard,98489,T,BUFFALO,10,100.0,0,126,55.8,61.0,54.1,4,15,314,100.0,100.0,97.0,4,19,0,632,0,0,4,632,332,332,0,621,300,5
Trent Holler,105818,G,MARSHALL,9,100.0,0,214,65.0,84.3,57.6,1,8,369,100.0,100.0,98.8,2,9,0,632,121,456,0,632,390,390,55,0,242,0
Kelvin Banks Jr.,163839,T,TEXAS,9,100.0,0,311,74.0,82.0,66.8,1,3,323,100.0,100.0,99.1,2,5,1,632,0,0,631,632,337,337,0,0,295,0
Josh Kreutz,144805,C,ILLINOIS,9,100.0,1,187,61.7,60.3,64.2,0,7,363,100.0,100.0,99.0,5,7,0,631,631,0,0,631,389,389,0,0,242,0
Layden Robinson,99057,G,TEXAS A&M,9,100.0,0,312,65.5,62.5,68.0,5,10,344,100.0,100.3,97.8,7,15,0,631,0,0,0,631,372,371,631,0,259,0
Trey Zuhn III,147019,T,TEXAS A&M,9,100.0,0,312,72.0,74.7,69.3,4,12,344,100.0,100.3,97.1,3,18,2,631,0,0,629,631,372,371,0,0,259,2
Jonah Savaiinaea,158742,T,ARIZONA,9,100.0,0,109,69.8,75.6,65.0,2,6,362,100.0,100.0,98.3,3,10,2,631,0,0,0,631,376,376,138,492,255,0
Hayden Conner,144723,G,TEXAS,9,100.0,0,311,60.5,75.8,57.1,1,4,322,100.0,100.0,98.3,3,8,3,630,0,614,2,630,336,336,14,0,294,0
Corey Stewart,130349,T,BALL ST,10,100.0,1,117,68.5,81.2,59.4,0,8,312,100.0,100.0,98.1,2,10,2,629,0,0,624,629,324,324,0,0,305,5
Ty Furnish,151082,G,VIRGINIA,10,100.0,1,335,52.1,49.1,55.8,2,15,347,100.0,100.0,97.0,6,19,2,628,119,0,0,628,365,365,509,0,263,0
Barrett Miller,100562,T,CAL,9,99.8,1,130,50.5,47.2,52.4,4,12,319,99.7,99.7,96.9,4,18,2,628,0,0,627,629,343,344,0,0,285,1
Amani Trigg-Wright,81887,G,UNLV,9,100.0,0,325,58.3,78.8,55.6,0,2,277,100.0,100.0,99.6,7,2,0,627,0,0,0,627,285,285,618,9,342,0
Xavier Hill,124098,T,MEMPHIS,9,100.0,1,218,70.5,77.3,63.9,3,13,360,100.0,100.0,97.2,2,18,2,627,0,182,3,627,370,370,0,442,257,0
Jacob Likes,101023,C,MEMPHIS,9,100.0,0,218,72.1,84.5,64.8,2,6,360,100.0,100.0,98.9,1,8,0,627,627,0,0,627,370,370,0,0,257,0
Tiger Shanks,128371,T,UNLV,9,100.0,0,325,68.5,76.9,63.7,1,6,277,100.0,100.0,98.4,3,8,1,627,0,0,0,627,285,285,0,618,342,9
Jonah Monheim,86461,T,USC,10,100.0,1,326,76.7,83.7,72.2,1,11,364,100.0,100.0,97.8,6,14,2,627,0,0,625,627,400,400,0,0,227,1
Davion Carter,158004,G,MEMPHIS,9,100.0,0,218,73.6,85.8,68.9,0,4,360,100.0,100.0,99.2,0,5,1,627,0,0,0,627,370,370,627,0,257,0
Jack Hasz,145666,C,UNLV,9,100.0,0,325,55.1,63.9,57.5,2,3,277,100.0,100.0,99.1,9,5,0,627,627,0,0,627,285,285,0,0,342,0
Cole Garcia,75872,G,UMASS,10,100.0,0,216,57.3,54.7,55.3,1,14,311,100.0,100.0,97.6,1,15,0,626,0,624,0,626,333,333,0,2,293,0
Garrett DiGiorgio,146395,T,UCLA,9,99.7,0,324,69.3,69.7,74.2,4,14,330,99.4,99.4,97.0,7,19,1,626,0,0,0,628,346,348,0,626,280,0
Joe Fusile,143914,G,GA TECH,9,100.0,0,176,70.3,74.4,67.6,1,10,328,100.0,100.0,98.3,1,11,0,626,0,624,0,626,343,343,0,0,283,0
KT Leveston,77487,T,KANSAS ST,9,100.0,0,199,74.8,79.3,70.4,2,7,291,100.0,100.0,98.5,2,9,0,626,0,0,624,626,301,301,0,0,325,1
Eric Miller,52938,T,LOUISVILLE,10,100.0,0,210,67.7,75.9,60.9,0,17,302,100.0,100.0,97.2,2,17,0,625,0,0,0,625,321,321,0,621,304,4
Trevor Mayberry,148952,G,STANFORD,9,100.0,0,300,52.5,48.6,53.3,3,22,360,100.0,100.0,96.5,3,25,0,625,0,625,0,625,392,392,0,0,233,0
Oliver Jervis,78404,G,COLO STATE,9,100.0,1,144,65.4,73.2,62.7,0,9,407,100.0,100.0,98.9,2,9,0,624,0,624,0,624,426,426,0,0,198,0
Makylan Pounders,144276,T,MEMPHIS,9,100.0,0,218,65.6,76.3,55.0,4,6,357,100.0,100.0,98.6,1,10,0,624,0,0,624,624,367,367,0,0,257,0
Tyler Long,77509,G,TOLEDO,10,100.0,0,316,53.1,64.1,48.8,1,10,274,100.0,100.0,97.6,3,12,1,624,0,0,0,624,294,294,624,0,330,0
Weston Franklin,143913,C,GA TECH,9,100.0,0,176,66.3,74.2,62.1,3,10,327,100.0,100.0,97.7,1,14,1,624,624,0,0,624,342,342,0,0,282,0
Duke Clemens,100545,C,UCLA,9,100.0,0,324,79.7,79.4,78.7,0,7,331,100.0,100.0,98.6,2,8,1,624,624,0,0,624,347,347,0,0,277,0
Elijah Klein,81912,G,UTEP,10,100.0,0,330,84.8,90.4,83.2,0,3,268,100.0,100.0,99.1,3,4,1,623,0,4,27,623,291,291,482,110,332,0
Justin Dedich,83018,C,USC,10,100.0,0,326,66.2,76.0,67.9,1,9,364,100.0,100.0,98.4,9,11,1,623,622,0,0,623,399,399,0,0,224,1
Derrick Graham,123703,T,TROY,9,100.0,0,318,59.5,73.8,50.4,1,7,312,100.0,100.0,98.1,4,10,2,622,0,0,621,622,327,327,0,1,295,0
Kaden Moore,123357,C,VA TECH,9,100.0,0,337,63.2,64.4,63.3,2,11,308,100.0,100.0,97.6,3,14,1,621,621,0,0,621,327,327,0,0,294,0
Julian Pearl,82282,T,ILLINOIS,9,100.0,0,187,63.6,53.3,70.6,2,14,355,100.0,100.0,96.3,3,21,5,621,0,0,620,621,381,381,0,0,240,1
Gunnar Hansen,146959,T,VANDERBILT,10,100.0,0,333,56.6,64.6,54.9,2,20,367,100.0,100.0,96.5,5,24,2,621,0,1,620,621,387,387,0,0,234,0
Josh Baker,131560,C,ARIZONA,9,100.0,0,109,65.5,76.3,58.9,1,8,359,100.0,100.0,98.5,0,10,1,620,620,0,0,620,373,373,0,0,247,0
Bryce Ramsey,99086,C,SO MISS,10,100.0,0,296,62.4,64.1,60.8,3,9,315,100.0,100.0,98.1,2,12,0,620,602,0,0,620,336,336,18,0,284,0
Isaiah Adams,158192,T,ILLINOIS,9,100.0,0,187,56.6,40.8,67.6,2,17,357,100.0,100.0,95.1,5,27,8,619,0,101,9,619,383,383,0,508,236,1
