player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Taijh Alston,56348,ED,COLORADO,8,7,1,,0,0,143,63.8,64.7,82.9,70.3,54.1,67.4,2,10,0,,12.5,2,0,0,0.0,0,2,2,0,3,227,225,0,20,126,79,0,2,132,92,0,9,7,0,14,0,0,0,
Phil Paea,56717,DI,OKLAHOMA,2,0,0,,0,0,261,,30.4,0.0,,55.4,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
Matthew Young,56753,ED,TEXAS TECH,1,0,0,,0,0,315,60.0,64.7,71.7,,62.5,73.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,4,3,0,0,3,0,0,1,0,3,1,1,1,0,0,0,0,0,
Marcus Buckley,56754,DI,NEW MEX ST,3,0,0,,0,0,242,,54.7,74.9,59.2,52.5,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,28,28,4,18,1,5,0,0,17,11,0,0,0,0,0,0,0,0,
Popo Aumavae,56803,DI,OREGON,9,5,0,,1,0,264,62.1,72.7,48.3,69.9,71.0,68.4,0,8,0,,7.7,1,0,1,0.0,0,2,1,0,0,222,221,80,136,1,4,0,1,152,70,0,9,7,0,10,0,0,0,
Jacob Lichtenstein,56912,DI,MIAMI FL,8,0,0,,0,0,220,61.7,78.1,77.8,73.4,65.8,26.7,0,6,0,,66.7,2,0,0,0.0,0,1,0,0,0,79,79,7,45,2,25,0,0,53,26,0,2,1,0,7,0,0,0,
Xavier Williams,57263,HB,KENT STATE,1,0,0,,0,0,201,,60.1,73.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
JB Brown,57701,ED,UMASS,10,7,1,,0,0,216,59.3,55.7,19.5,64.1,54.7,51.7,3,11,0,,12.0,3,0,3,0.0,0,2,3,0,0,363,360,0,72,185,103,0,3,177,186,0,10,15,0,16,0,0,0,
Bryson Jackson,57738,S,BAYLOR,9,3,0,75.0,0,0,118,42.2,47.6,89.1,63.9,48.5,31.2,0,4,0,49,30.8,8,0,0,116.7,9,0,35,4,72,258,109,0,0,109,0,3,149,36,150,107,8,15,12,4,0,167,115,18.6
Jerry Roberts,57759,LB,UMASS,8,18,0,66.7,0,0,216,66.4,67.5,84.3,65.1,64.4,51.3,1,2,0,30,21.3,10,1,0,149.3,4,0,349,2,141,357,2,0,0,2,0,2,355,15,201,2,13,19,6,3,1,79,46,19.8
Isaac Ukwu,57888,ED,OLE MISS,9,4,0,100.0,0,0,226,71.4,70.1,65.0,75.4,58.5,62.8,3,11,0,9,12.5,3,0,1,85.4,4,5,7,0,49,375,362,0,6,344,12,0,13,158,168,6,17,17,4,19,0,18,11,4.5
Malik Robinson,58044,LB,HOUSTON,9,25,0,96.0,0,0,182,30.5,43.1,84.0,64.0,53.7,70.6,2,0,1,35,11.7,9,1,1,115.4,24,1,499,1,268,556,9,0,0,9,0,3,547,24,264,43,18,43,25,3,1,317,205,13.2
Monty Montgomery,58203,LB,OLE MISS,8,4,1,80.0,0,0,226,29.7,38.5,0.0,59.6,55.6,36.4,0,6,0,35,28.6,6,0,1,117.9,8,0,141,0,76,164,14,0,0,14,0,0,150,24,64,9,5,11,10,6,0,123,79,15.4
Londyn Craft,60689,LB,E MICHIGAN,7,2,0,100.0,0,0,160,72.4,76.7,70.8,60.0,74.2,82.7,0,0,0,23,0.0,0,0,0,108.3,2,0,64,1,18,70,2,0,0,2,0,0,68,1,51,3,3,4,2,0,0,20,9,10.0
Hamze El-Zayat,61259,WR,E MICHIGAN,2,0,0,,0,0,160,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Takulve Williams,61346,S,W KENTUCKY,6,5,0,37.5,0,0,346,66.7,61.9,85.1,64.2,50.6,63.7,2,4,1,15,19.4,7,0,0,12.5,3,0,95,12,112,281,25,0,0,25,0,110,256,25,144,39,6,24,8,6,0,36,11,12.0
Braden Smith,61460,WR,CINCINNATI,1,0,0,,0,0,138,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Jaiden Cameron,62277,ED,NWESTERN,1,0,0,,0,0,256,,64.5,71.5,55.8,66.5,71.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,7,7,0,0,3,4,0,0,4,3,0,1,1,0,0,0,0,0,
Eddie Heckard,63024,CB,BYU,9,7,0,66.7,0,2,128,66.4,70.5,89.0,77.8,77.8,72.6,0,0,3,72,11.6,5,2,2,81.9,36,1,38,117,317,566,4,0,0,4,0,4,562,9,240,402,11,31,54,1,3,374,213,10.4
Jeremiah Harris,63043,S,JVILLE ST,10,6,0,57.9,0,0,196,75.2,79.6,87.8,,86.0,75.4,1,0,1,38,8.3,4,2,2,55.8,11,0,200,15,322,580,7,0,0,7,0,163,573,0,258,195,15,38,19,1,0,125,64,11.4
Kam Butler,63872,ED,VIRGINIA,4,3,0,66.7,0,0,335,63.3,69.5,17.4,73.8,66.2,61.8,2,6,0,15,10.0,2,0,2,81.3,2,3,6,0,17,212,206,0,1,196,9,0,6,100,95,0,12,15,3,11,0,17,18,8.5
Will Whitson,64470,ED,COAST CAR,9,6,0,,0,0,141,58.0,65.5,55.9,57.7,74.4,63.6,6,8,0,,10.0,2,0,1,0.0,0,1,0,0,3,291,291,3,83,142,63,0,0,174,114,0,7,12,0,15,0,0,0,
Devin Maddox,64506,WR,TOLEDO,1,0,0,,0,0,316,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Robi Stuart,65032,DI,C MICHIGAN,4,2,0,,0,0,134,,47.3,82.7,54.5,43.8,74.3,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,147,147,64,81,0,2,0,0,78,69,0,2,2,0,2,0,0,0,
Josh Minkins,66051,S,LOUISVILLE,7,3,0,100.0,1,0,210,55.9,54.0,81.5,,49.4,63.5,0,0,0,33,17.4,4,0,1,158.3,7,0,46,2,121,191,1,0,0,1,0,110,190,0,70,31,6,16,7,0,1,99,30,14.1
Jeremiah Wood,66274,S,OHIO,7,6,1,85.7,1,0,259,45.7,59.4,82.4,78.2,76.5,76.7,1,3,0,58,10.5,2,2,1,142.6,12,0,30,0,59,135,20,0,0,20,0,5,115,14,62,80,5,11,14,4,1,186,141,15.5
Ty Hamilton,66298,DI,OHIO STATE,9,8,0,,0,0,260,60.5,73.9,82.1,57.9,79.8,54.4,1,3,0,,14.8,4,0,0,0.0,0,1,0,0,0,235,235,16,216,0,3,0,0,120,115,0,12,15,0,5,0,0,0,
Markel Perry,66793,ED,SM HOUSTON,7,8,0,100.0,0,0,281,62.0,71.9,86.0,68.6,70.3,73.4,2,9,0,12,6.9,2,0,0,116.7,1,1,21,0,17,327,302,0,2,274,26,0,25,155,155,3,14,19,1,12,0,12,7,12.0
Jonathan Thomas,70412,ED,NEVADA,3,0,0,,0,0,239,,55.7,76.8,52.0,64.2,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,20,20,0,0,20,0,0,0,17,3,0,0,0,0,0,0,0,0,
Blake Antzoulatos,70424,LB,CAL,6,2,0,60.0,0,0,130,51.0,47.0,80.1,52.9,46.9,50.2,0,0,1,53,21.4,3,0,0,53.8,6,0,85,0,53,105,9,0,0,9,0,0,96,7,45,11,6,9,10,0,0,99,90,16.5
Ben Florentine,70644,DI,WYOMING,9,3,0,,0,0,351,,63.6,80.9,57.1,66.5,64.7,0,1,0,,9.1,1,0,0,0.0,0,0,0,0,0,140,140,19,108,2,11,0,0,79,61,0,7,7,0,1,0,0,0,
Korey Foreman,70831,ED,USC,3,0,0,,0,0,326,60.0,79.0,76.4,78.6,65.4,,2,2,0,,,0,0,0,0.0,0,0,0,0,1,25,25,0,1,21,3,0,0,14,10,0,0,0,0,4,0,0,0,
Tuasivi Nomura,70879,ED,FRESNO ST,4,2,0,0.0,0,0,169,65.6,68.3,83.1,56.2,75.0,81.9,0,1,0,,0.0,0,0,0,39.6,0,1,12,0,8,108,95,0,0,95,0,0,13,54,46,1,7,6,1,2,0,0,0,
Jayden Williams,70895,CB,MIAMI OH,1,0,0,50.0,0,0,221,47.3,50.9,75.4,,68.6,82.5,0,0,0,34,0.0,0,1,0,80.7,4,0,0,38,19,38,0,0,0,0,0,0,38,0,19,0,2,7,8,0,0,71,4,17.8
Tate Romney,70946,LB,ARIZONA ST,9,9,0,78.6,0,0,110,50.9,49.4,82.2,61.5,44.6,63.9,2,7,0,28,14.6,7,4,0,93.3,22,0,348,1,235,416,3,0,0,3,0,0,413,39,142,64,14,32,28,9,0,179,103,8.1
Bryant Jackson,70973,LB,NEW MEX ST,1,0,0,,0,0,242,,57.8,67.5,,58.4,25.6,0,0,0,,100.0,1,0,0,0.0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,
Kyler Orr,70975,ED,AIR FORCE,1,0,0,,0,0,101,60.0,62.0,74.2,59.9,,72.2,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,10,10,0,0,10,0,0,0,10,0,0,1,1,0,1,0,0,0,
Tarik Luckett,71171,CB,N TEXAS,4,0,0,33.3,0,0,251,62.3,63.8,76.0,,66.0,74.2,0,0,0,36,0.0,0,0,0,96.5,2,0,1,46,25,48,0,0,0,0,0,0,48,0,23,1,0,1,6,0,1,39,2,19.5
Keyon Ware-Hudson,71322,DI,OREGON,9,4,2,,0,0,264,60.3,73.9,80.2,67.2,74.8,50.1,1,2,0,,18.8,3,0,0,0.0,0,1,0,0,2,162,162,9,136,3,14,0,0,92,68,0,6,9,0,4,0,0,0,
Bru McCoy,71345,WR,TENNESSEE,1,0,0,,0,0,307,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Domani Jackson,71370,CB,USC,9,4,0,63.0,1,0,326,62.2,61.4,4.4,,63.7,63.6,0,0,0,72,15.6,5,2,5,130.0,17,0,31,495,298,539,6,0,0,6,0,2,533,0,241,5,4,23,27,0,2,329,176,19.4
William Nimmo Jr.,71391,S,UCLA,9,4,0,50.0,0,0,324,74.4,69.9,82.6,55.7,57.3,56.4,0,1,0,14,20.8,5,0,0,56.3,5,0,76,1,148,243,3,0,0,3,0,123,240,5,90,40,4,15,10,1,0,28,10,5.6
Keanu Tanuvasa,71398,DI,UTAH,9,4,1,,0,1,328,63.1,56.0,60.6,59.6,51.8,51.5,1,8,0,,15.0,3,0,1,0.0,0,2,4,0,0,381,377,43,311,1,22,0,4,241,140,0,13,13,0,11,0,0,0,
Akili Arnold,71406,S,OREGON ST,9,3,0,53.1,0,0,265,87.4,80.8,86.6,60.7,61.1,57.6,1,5,2,27,20.3,12,3,0,50.9,17,1,151,6,340,579,7,0,0,7,0,246,572,19,220,168,16,44,32,7,1,155,95,9.1
Easton Mascarenas-Arnold,71410,LB,OREGON ST,9,22,0,87.1,0,0,265,56.3,64.4,51.7,65.5,72.2,48.8,4,8,2,35,18.4,18,0,1,83.9,27,1,432,2,296,572,33,0,0,33,0,1,539,57,219,104,36,58,31,13,1,248,196,9.2
Aaron Smith,71596,S,NEW MEXICO,6,0,0,72.7,0,0,241,62.8,61.0,81.7,,56.1,49.0,0,0,0,75,28.6,4,2,0,154.4,8,0,62,2,65,141,2,0,0,2,0,12,139,0,76,63,1,10,11,0,2,146,73,18.3
Quentin Moten,71681,CB,UNLV,6,0,0,50.0,0,0,325,63.1,65.4,79.7,59.1,73.8,55.0,0,0,1,43,22.2,2,0,0,100.7,6,0,12,120,88,141,2,0,0,2,0,0,139,1,52,7,2,7,12,0,2,156,41,26.0
Jaxen Turner,71728,S,UNLV,9,11,0,56.3,0,0,325,64.1,62.2,87.3,,55.2,45.3,0,0,4,60,20.5,9,0,1,80.1,18,0,97,2,309,542,6,0,0,6,0,241,536,0,233,196,9,24,32,0,3,303,108,16.8
Sheldon Newton,71957,DI,BOISE ST,9,2,0,,0,0,120,60.0,76.7,82.7,62.0,80.9,78.5,1,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,166,166,57,106,3,0,0,0,86,80,0,12,12,0,3,0,0,0,
Jake Hall,72023,LB,UTEP,8,3,0,,0,0,330,61.3,65.0,79.1,58.3,64.9,65.0,0,0,0,,14.3,1,0,0,0.0,0,0,0,0,4,34,34,0,0,34,0,0,0,4,26,0,3,3,0,0,0,0,0,
DJ Harvey,72089,CB,S JOSE ST,8,3,0,56.5,1,0,285,61.5,62.3,0.0,71.6,73.5,66.0,0,1,0,35,15.4,4,3,3,110.9,13,0,18,250,163,274,1,0,0,1,0,1,273,2,109,4,5,19,23,1,3,122,36,9.4
Na'im Rodman,72145,DI,WASH STATE,9,7,0,,0,0,341,60.2,58.6,56.2,57.5,60.2,67.7,2,2,0,,4.8,1,0,1,0.0,0,0,1,0,2,330,329,5,284,2,38,0,1,181,147,0,3,13,0,4,0,0,0,
Spencer Lytle,72168,ED,STANFORD,2,0,0,,0,0,300,72.3,73.2,76.4,57.0,67.2,73.0,0,0,0,,0.0,0,0,0,0.0,0,0,3,0,6,17,13,0,0,13,0,0,4,5,6,1,1,1,0,0,0,0,0,
Ralen Goforth,72169,LB,WASHINGTON,9,9,0,90.0,0,0,340,80.4,67.0,22.0,56.6,51.7,49.2,2,2,0,9,19.4,6,3,2,80.8,9,0,230,2,158,272,15,0,0,15,0,0,257,29,85,25,10,16,10,4,0,34,27,3.8
Cole Aubrey,72170,ED,NOTRE DAME,1,0,0,,0,0,258,,51.6,64.1,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Colby Bowman,72178,WR,UTAH ST,1,0,0,,0,0,329,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Kamren Fabiculanan,72332,S,WASHINGTON,7,3,0,64.3,0,0,340,83.6,78.9,8.4,62.5,67.1,74.9,0,1,2,13,8.7,2,2,1,54.2,9,0,49,6,159,253,10,0,0,10,0,91,243,3,91,97,6,18,14,1,1,48,28,5.3
Raider Damuni,72338,S,BYU,6,3,0,75.0,0,0,128,57.4,59.4,76.9,59.1,62.1,66.4,0,0,0,30,20.0,3,0,0,154.2,3,0,39,2,46,97,2,0,0,2,0,41,95,1,50,13,2,9,4,0,1,48,2,16.0
Logan Pili,72354,LB,UTAH ST,7,5,0,66.7,0,0,329,56.7,60.0,77.9,64.6,61.4,63.4,0,0,0,13,15.8,3,1,0,121.5,4,1,103,0,50,115,7,0,0,7,0,2,108,6,59,2,8,11,6,1,1,35,29,8.8
Justin Flowe,72388,LB,ARIZONA,9,13,0,75.0,0,0,109,58.3,56.3,0.0,45.0,64.9,60.5,0,3,0,51,15.8,6,0,2,108.0,9,0,187,0,107,221,7,0,0,7,0,0,214,21,93,27,12,19,12,3,0,125,67,13.9
Zahran Manley,72425,CB,STANFORD,9,1,0,59.3,2,0,300,70.7,67.8,85.3,60.0,43.3,36.7,0,0,1,49,27.0,10,4,5,100.6,32,0,38,571,395,624,2,0,0,2,0,5,622,1,228,7,9,26,54,0,4,417,166,13.0
Noa Pola-Gates,72535,S,NEW MEXICO,8,7,0,73.3,0,0,241,28.5,29.5,0.0,57.5,57.8,48.5,0,0,0,65,23.3,7,0,9,154.9,11,0,105,3,136,262,3,0,0,3,0,36,259,2,124,115,6,16,15,0,3,252,88,22.9
Lavario Wiley,72769,CB,C MICHIGAN,10,4,0,57.1,0,0,134,53.1,55.1,82.7,55.4,65.4,79.8,0,0,0,42,4.8,1,0,1,97.3,12,0,17,287,176,314,0,0,0,0,0,0,314,2,136,10,3,16,21,0,0,240,52,20.0
Keith Conley Jr.,72821,ED,UNLV,8,6,0,,0,0,325,61.0,59.3,82.0,54.2,61.3,50.3,0,7,0,,18.8,3,0,0,0.0,0,2,0,0,0,175,175,1,30,100,44,0,0,107,68,0,7,7,0,9,0,0,0,
Marco Notarainni,73389,LB,BOISE ST,8,12,0,81.0,0,1,120,56.6,67.5,84.3,74.5,69.7,60.2,1,6,0,21,17.2,11,0,0,91.9,17,2,316,0,176,378,30,0,0,29,1,0,348,52,150,32,27,41,21,9,0,127,104,7.5
Rickie Davis Jr.,73500,S,W KENTUCKY,1,0,0,100.0,0,0,346,37.4,31.0,74.5,55.7,41.7,27.5,0,0,0,18,50.0,1,0,0,158.3,2,0,12,1,6,19,2,0,0,2,0,0,17,4,9,4,0,1,2,0,1,32,16,16.0
Jordan Monroe,73619,LB,N ILLINOIS,1,0,0,100.0,0,0,254,44.5,42.5,64.7,,60.0,74.3,0,0,0,18,0.0,0,0,0,118.8,1,0,6,0,4,6,0,0,0,0,0,0,6,0,2,0,0,1,1,0,0,18,18,18.0
Gio De Leon,73658,LB,BUFFALO,2,1,0,100.0,0,0,126,65.5,60.5,69.9,59.5,54.9,36.1,0,0,0,20,33.3,1,0,0,118.8,1,0,9,0,5,12,0,0,0,0,0,3,12,1,6,0,0,1,1,0,0,20,15,20.0
Jalen Williams,73776,CB,FRESNO ST,5,1,0,100.0,0,0,169,48.5,52.4,80.0,56.6,68.7,28.1,0,1,0,31,33.3,2,0,0,118.8,2,0,2,0,23,42,1,0,0,1,0,0,41,3,16,38,1,3,2,1,0,40,23,20.0
Maurice Wilmer,73825,LB,UCONN,1,0,0,,0,0,146,,66.2,71.2,,65.3,,0,0,0,,,0,0,0,0.0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,
McKel Broussard,73850,S,UTEP,4,5,0,66.7,0,0,330,52.4,56.8,81.8,53.3,65.2,53.9,0,0,0,16,23.5,8,0,0,78.5,4,0,120,1,103,238,2,0,0,2,0,85,236,8,127,30,6,21,6,0,0,30,19,7.5
Evan Williams,73864,S,OREGON,8,14,0,78.3,0,0,264,77.2,76.6,85.7,87.0,64.0,69.4,1,0,0,18,14.5,9,1,1,87.9,18,4,165,6,308,466,6,0,0,6,0,192,460,9,149,97,23,39,23,5,0,117,33,6.5
Max Williams,73985,S,USC,7,2,0,47.1,1,0,326,53.4,58.9,82.7,65.8,68.7,41.4,0,0,1,29,24.0,6,2,2,39.8,8,0,117,5,145,254,3,0,0,3,0,44,251,5,104,85,8,17,17,0,0,94,31,11.8
Taariq Al-Uqdah,74119,LB,WASH STATE,8,7,0,85.7,0,0,341,74.4,72.7,82.8,82.0,61.6,68.8,2,3,0,17,13.5,5,0,0,100.0,6,0,265,0,142,298,18,0,0,18,0,0,280,19,137,15,16,25,7,5,0,56,56,9.3
Justin Sinclair,74258,S,HAWAII,7,3,0,40.0,0,0,180,47.6,49.1,78.1,,52.1,32.1,0,0,0,15,30.4,7,0,0,58.8,2,0,84,2,67,146,3,0,0,3,0,35,143,0,79,22,2,13,5,0,0,28,5,14.0
Zion Branch,74395,S,USC,8,4,0,50.0,0,1,326,60.3,73.0,81.4,55.1,91.3,90.1,0,0,0,14,0.0,0,0,0,104.2,2,0,66,0,65,140,2,0,0,2,0,27,138,3,72,45,6,15,4,0,1,20,6,10.0
Treven Ma'ae,74498,DI,BAYLOR,9,4,1,,0,0,118,58.0,57.6,82.6,53.6,61.5,78.4,0,4,0,,0.0,0,0,0,0.0,0,0,0,0,1,220,220,32,122,40,26,0,0,100,119,0,1,4,0,4,0,0,0,
Jowon Briggs,74867,DI,CINCINNATI,9,6,0,,0,0,138,,66.9,82.5,60.8,69.2,75.8,1,9,0,,5.3,1,0,0,0.0,0,2,0,0,0,342,341,4,68,31,238,0,1,184,158,0,11,12,0,12,0,0,0,
Jaylen Johnson,75046,S,MEMPHIS,4,0,0,100.0,0,0,218,50.2,53.0,76.4,60.0,63.7,77.4,0,0,0,14,50.0,1,0,0,118.8,1,0,2,0,26,33,2,0,0,2,0,24,31,1,6,5,0,1,1,0,0,14,3,14.0
Silas Walters,75263,S,MIAMI OH,10,5,0,100.0,0,0,221,62.5,67.7,84.1,76.2,74.4,51.9,1,0,0,20,21.7,5,0,0,118.8,4,1,79,2,149,268,6,0,0,6,0,59,262,5,114,119,7,13,4,2,0,51,29,12.8
Andre Proffitt,75264,DI,AKRON,4,0,0,,0,0,102,,66.0,71.9,60.0,64.9,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,0,10,0,3,0,0,1,12,0,0,0,0,0,0,0,0,
Rome Weber,75728,CB,W KENTUCKY,8,0,0,57.1,0,0,346,55.0,56.5,84.9,52.9,63.2,49.6,0,1,0,75,23.5,4,1,0,124.9,12,0,40,114,163,286,12,0,0,12,0,32,274,7,116,88,4,13,21,1,2,219,60,18.3
