player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Tim Terry,55020,LB,AKRON,10,10,0,77.8,0,0,102,76.2,75.3,82.8,61.7,72.0,73.8,2,8,0,40,11.1,6,1,0,118.8,14,0,376,1,185,406,16,0,0,16,0,1,390,34,187,11,29,38,18,10,1,145,115,10.4
Isaiah King,55037,CB,BUFFALO,9,5,0,51.2,1,1,126,57.1,62.4,83.8,62.9,79.8,57.6,0,1,0,33,16.7,6,3,2,108.8,22,0,58,360,251,457,10,0,0,10,0,6,447,8,198,23,5,25,43,1,5,261,113,11.9
Chibueze Onwuka,55044,DI,BOSTON COL,12,8,0,,0,0,121,58.2,73.1,86.4,60.4,78.7,57.6,2,12,0,,11.9,5,0,0,0.0,0,1,0,0,1,497,497,125,367,0,5,0,0,266,230,0,24,29,0,15,0,0,0,
Devonni Reed,55046,S,S CAROLINA,11,11,0,90.5,0,0,289,43.3,43.8,83.9,54.2,45.8,57.5,0,1,0,78,21.1,12,1,1,134.6,19,0,171,2,170,373,10,0,0,10,0,150,363,6,197,40,9,34,21,1,1,302,198,15.9
Troy Brown,55050,LB,OLE MISS,12,20,1,76.9,0,2,226,63.5,72.1,7.9,68.1,77.9,82.8,2,9,0,46,7.0,7,2,2,108.7,30,0,517,0,262,544,8,0,0,8,0,2,536,27,255,15,44,73,39,11,1,318,166,10.6
Angelo Howze,55073,ED,AKRON,3,1,0,,0,0,102,,31.7,74.6,55.2,34.7,25.6,0,0,0,,50.0,1,0,0,0.0,0,0,1,0,0,11,10,0,0,9,1,0,1,5,6,0,0,0,0,0,0,0,0,
Jabari Taylor,55075,ED,CINCINNATI,11,11,3,,0,1,138,60.0,71.4,70.1,72.9,67.4,29.2,2,26,0,,27.8,10,0,1,0.0,0,3,1,0,0,562,561,11,100,317,133,0,1,274,288,0,12,15,0,31,0,0,0,
Wilson Huber,55090,LB,CINCINNATI,12,10,0,81.3,0,0,138,57.0,62.6,86.3,71.2,60.8,72.9,2,10,0,29,9.4,5,0,1,136.5,13,1,423,0,211,547,98,0,0,98,0,2,449,72,264,24,28,38,16,13,2,116,83,8.9
Jordan Swann,55103,CB,JAMES MAD,11,5,0,43.6,0,1,197,69.9,69.4,86.7,79.3,53.8,58.2,0,0,2,90,16.7,5,1,2,67.3,17,2,19,506,320,546,8,0,0,8,0,0,538,4,222,11,10,20,39,2,2,310,148,18.2
Ian Swenson,55104,LB,UCONN,12,24,0,85.4,0,0,146,64.8,62.1,84.3,63.4,57.5,68.9,4,4,1,24,12.2,11,0,0,91.6,41,1,508,5,333,719,66,0,0,66,0,3,653,52,334,136,32,55,48,9,0,387,251,9.4
Caleb Thomas,55105,DI,LA MONROE,12,5,0,,0,0,209,61.4,70.9,25.6,64.0,75.3,28.6,3,13,0,,26.3,10,0,4,0.0,0,2,1,0,0,568,567,175,382,4,6,0,1,273,295,0,24,23,0,18,0,0,0,
Dorian Hall,55168,S,FIU,11,5,0,68.4,0,0,166,70.1,61.0,0.0,57.8,52.2,52.7,0,0,2,34,21.2,7,2,4,50.7,13,0,124,1,179,344,10,0,0,10,0,118,334,4,161,91,3,21,19,0,0,142,89,10.9
Chris Bacon,55196,S,BOWL GREEN,12,10,0,65.5,0,1,122,59.6,64.6,55.8,63.7,74.5,67.4,1,1,1,41,14.3,13,1,1,120.3,19,0,243,12,453,777,13,0,0,13,0,392,764,11,313,116,20,68,29,2,4,267,45,14.1
Jaylon Jones,55197,CB,GA STATE,12,6,0,43.9,1,0,175,67.9,67.5,83.5,56.3,62.3,53.3,0,0,0,54,18.2,4,5,3,80.1,18,0,37,400,260,446,0,0,0,0,0,4,446,3,183,2,0,12,41,0,2,248,72,13.8
Jordan Strachan,55198,ED,S CAROLINA,2,2,0,,0,0,289,56.3,60.0,82.7,58.7,61.2,57.6,0,1,0,,12.5,1,0,0,0.0,0,1,1,0,7,94,92,0,0,92,0,0,2,30,57,1,5,5,0,2,0,0,0,
Zachary Ford,55353,S,TOLEDO,12,11,0,48.7,0,0,316,79.7,76.8,87.7,66.3,68.0,71.6,1,1,1,38,11.9,7,3,0,66.9,19,2,213,20,371,669,20,0,0,20,0,68,649,10,288,348,21,41,39,4,2,167,80,8.8
Nate Givhan,55355,ED,TOLEDO,9,3,0,100.0,1,0,316,69.8,65.5,54.0,61.1,66.8,54.7,1,6,0,5,21.4,3,0,1,87.5,1,3,0,0,9,245,244,0,0,228,16,0,1,125,111,1,10,8,1,10,0,5,0,5.0
Austin Camden,55408,DI,UCF,2,0,0,,0,0,323,,71.3,0.0,62.7,80.6,72.4,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,19,19,5,14,0,0,0,0,10,9,0,2,2,0,1,0,0,0,
Anthony Montalvo,55417,DI,UCF,12,9,1,,0,0,323,55.1,62.3,84.8,57.5,66.0,71.1,2,8,0,,7.7,3,0,0,0.0,0,1,3,0,8,529,526,33,342,17,134,0,3,289,232,0,22,27,0,11,0,0,0,
Coby Davis,55425,CB,WAKE,2,0,0,25.0,0,0,339,65.1,65.4,77.7,59.0,64.1,77.8,0,0,1,18,0.0,0,0,0,6.3,1,0,10,1,28,57,4,0,0,4,0,0,53,1,28,42,0,2,4,0,0,18,11,18.0
Troy Simon,55427,S,TOLEDO,5,1,0,50.0,0,0,316,46.6,46.9,79.3,60.0,49.2,58.8,0,0,0,42,16.7,1,1,0,134.4,2,0,38,0,46,99,0,0,0,0,0,30,99,1,52,31,1,4,4,0,1,49,16,24.5
Mike Allen,55430,ED,W KENTUCKY,13,2,0,100.0,1,0,346,60.4,64.7,52.3,66.6,61.2,71.0,2,14,0,10,9.1,1,0,1,108.3,1,2,1,0,1,253,252,21,65,100,66,0,1,159,93,0,6,8,1,18,0,10,5,10.0
Tyler Williams,55432,DI,WAKE,12,5,0,,0,0,339,71.8,80.4,63.8,78.3,73.9,50.4,3,17,0,,17.4,4,1,1,0.0,0,2,4,0,2,460,456,4,352,13,87,0,4,257,201,0,13,14,0,22,0,0,0,
DJ Taylor,55438,LB,BOWL GREEN,12,12,0,80.0,0,1,122,54.6,59.2,81.2,73.3,58.8,62.4,1,2,2,51,15.2,12,2,0,119.3,32,2,463,0,265,522,11,0,0,11,0,0,511,31,226,47,28,55,40,5,4,385,262,12.0
Chase Monroe,55439,LB,CHARLOTTE,12,16,0,66.7,0,1,136,50.5,55.8,38.2,71.8,59.6,43.0,1,2,0,18,19.0,12,0,1,79.4,6,0,390,0,184,415,13,0,0,13,0,0,402,14,217,12,20,35,9,3,0,47,26,7.8
Malik Denkins,55516,ED,C MICHIGAN,2,0,0,,0,0,134,,56.1,74.2,54.7,60.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,15,15,0,0,15,0,0,0,11,4,0,0,0,0,0,0,0,0,
Malik Hausman,55567,CB,HAWAII,13,4,0,56.1,0,0,180,65.1,61.4,90.9,61.0,45.0,59.1,1,1,3,42,18.2,10,4,3,70.6,37,0,71,9,386,720,30,0,0,30,0,1,690,8,326,609,9,41,66,2,3,405,149,10.9
Tony Wallace,55568,CB,UTSA,1,0,0,100.0,0,0,331,48.4,41.5,67.4,,60.0,74.8,0,0,0,48,0.0,0,0,0,118.8,1,0,0,1,1,2,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,48,22,48.0
Azizi Hearn,55569,CB,UCLA,12,9,0,69.0,1,0,324,68.0,67.8,46.6,57.4,71.3,84.3,0,2,0,38,4.8,2,6,6,106.0,29,0,108,199,364,554,18,0,0,18,0,7,536,16,174,221,7,31,42,2,2,307,136,10.6
Timarcus Davis,55574,CB,ARIZONA ST,7,6,0,62.1,0,0,110,50.1,50.8,0.0,56.2,70.9,57.6,0,0,2,58,16.1,5,1,4,79.8,18,0,35,221,127,261,0,0,0,0,0,0,261,2,132,5,3,20,29,0,1,301,69,16.7
Wylan Free,55596,S,GA SOUTHRN,12,16,0,61.8,0,1,174,64.1,68.6,54.7,72.5,75.3,88.3,1,2,0,36,5.9,5,4,1,118.4,21,0,200,9,357,680,44,0,0,44,0,225,636,12,311,202,19,64,34,3,3,289,117,13.8
Wesley McCormick,55609,CB,W VIRGINIA,10,1,0,54.3,0,1,343,53.3,54.2,2.2,,65.9,54.4,0,0,0,64,20.0,4,2,1,100.9,19,0,31,257,171,294,0,0,0,0,0,2,294,0,123,4,4,15,35,0,2,290,116,15.3
Cedrick Dort Jr.,55614,CB,WISCONSIN,11,2,0,71.4,0,0,349,66.8,67.8,87.0,,68.7,87.0,0,0,0,26,0.0,0,4,0,129.8,15,0,26,20,238,390,0,0,0,0,0,8,390,0,152,336,3,10,21,0,3,144,52,9.6
Anthony Johnson,55628,CB,VIRGINIA,10,12,0,51.7,1,0,335,84.4,82.5,52.2,68.2,72.9,73.4,1,0,2,25,10.8,7,9,5,53.3,31,0,70,648,381,734,13,0,0,13,0,1,721,5,348,1,13,46,60,1,0,318,118,10.3
Zack Sanders,55638,CB,OHIO,10,14,0,59.6,0,0,259,68.8,66.2,18.8,73.5,58.9,55.2,1,1,3,33,19.7,13,6,2,73.4,28,1,115,131,361,607,47,0,0,47,0,72,560,18,228,242,13,39,47,3,3,305,144,10.9
Tre Shaw,55648,CB,W KENTUCKY,8,2,0,44.4,0,1,346,61.7,59.2,0.0,55.8,58.9,71.2,0,1,1,39,14.3,2,3,1,77.1,4,0,9,122,74,154,10,0,0,10,0,0,144,5,75,13,3,10,9,1,2,82,9,20.5
Tariq Drake,55668,S,OHIO,10,11,0,53.6,0,0,259,71.5,68.4,88.4,,57.4,33.7,0,0,3,54,26.6,17,4,0,58.0,15,0,96,7,424,665,7,0,0,7,0,415,658,0,241,140,7,36,28,0,1,262,116,17.5
Justin Broiles,55678,S,OKLAHOMA,12,13,1,72.7,0,0,261,65.5,67.2,87.0,65.4,67.2,69.7,0,0,1,26,13.0,9,0,1,81.4,16,0,188,1,300,549,15,0,0,15,0,251,534,14,235,94,12,47,22,0,0,199,98,12.4
Kordell Rodgers,55713,CB,TEXAS ST,9,4,0,61.8,0,0,314,90.3,90.1,85.7,87.5,68.1,56.4,0,0,4,37,18.2,6,1,0,40.6,21,0,49,341,300,486,3,0,0,3,0,5,483,2,184,88,9,23,34,0,0,217,44,10.3
Orlando Lacey,55720,LB,TROY,1,0,0,100.0,0,0,318,49.4,45.7,64.7,,60.0,20.7,0,0,0,18,100.0,1,0,0,118.8,1,0,2,0,2,3,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,18,16,18.0
Grayson Cash,55727,S,UAB,12,14,0,68.8,0,0,321,81.6,76.5,49.4,62.4,66.0,75.8,0,2,3,60,10.3,6,3,1,77.6,11,1,182,10,354,651,15,0,0,15,0,369,636,4,293,74,15,38,16,3,1,142,59,12.9
Andre Grayson,55735,CB,UTAH ST,12,4,0,61.8,0,0,329,62.0,65.6,84.7,,76.7,77.0,0,0,0,62,7.1,2,3,1,144.9,21,0,45,443,259,524,3,0,0,3,0,2,521,0,265,30,6,22,34,0,4,436,164,20.8
Zahodri Jackson,55736,CB,N TEXAS,6,2,0,85.7,0,0,251,53.4,56.8,0.0,,74.0,69.3,0,0,0,48,9.1,1,0,1,158.3,6,0,13,123,56,145,9,0,0,9,0,0,136,0,89,0,1,8,7,0,2,169,113,28.2
