player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Anthony J. Taylor,14471,CB,TEXAS ST,12,6,0,37.5,0,1,314,80.0,79.4,89.0,59.2,74.6,77.5,0,0,1,44,8.6,3,9,2,60.3,15,0,145,28,336,694,18,0,0,18,0,57,676,3,355,446,7,26,40,0,2,199,54,13.3
Ladarian McFarland,14977,LB,UTSA,4,3,0,75.0,0,2,331,51.7,47.4,0.0,74.2,44.8,42.2,1,4,0,11,31.8,7,1,2,120.8,6,0,140,0,52,141,1,0,0,1,0,0,140,13,76,0,5,12,8,5,1,32,41,5.3
Marquis Couch,21749,ED,MARSHALL,12,17,1,40.0,0,1,214,67.4,72.6,37.4,70.9,73.5,70.0,7,14,0,23,13.3,6,0,3,54.6,2,2,36,3,99,564,497,0,3,478,16,2,67,221,244,26,19,22,5,23,0,23,4,11.5
Anthony Cruz,22522,S,TEMPLE,1,1,0,,0,0,306,61.0,64.5,72.7,,63.8,75.3,0,0,0,,0.0,0,0,0,0.0,0,0,3,0,2,8,0,0,0,0,0,0,8,0,6,5,0,0,0,0,0,0,0,
Ryan Renick,22838,TE,TEXAS A&M,1,0,0,,0,0,312,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Clay Davis,22969,LB,W KENTUCKY,9,8,0,70.6,0,1,346,49.2,52.7,83.7,59.5,55.5,53.3,3,1,0,38,19.6,9,2,1,93.8,12,1,309,0,155,382,15,0,0,15,0,0,367,30,197,57,18,29,17,5,0,134,105,11.2
Cortez Davis,22974,CB,HAWAII,13,6,0,58.6,0,0,180,73.9,74.6,86.1,,70.6,88.0,0,0,1,37,3.9,2,10,3,87.6,41,0,39,739,450,797,2,0,0,2,0,8,795,0,347,8,17,43,70,0,4,396,143,9.7
Dru Prox,23093,LB,KANSAS,4,12,0,55.6,0,1,198,65.7,64.2,15.6,60.9,63.2,78.4,1,1,0,28,9.6,5,1,1,71.1,5,2,265,0,102,271,0,0,0,0,0,0,271,19,150,6,16,35,9,4,0,49,17,9.8
Tim Washington,23468,LB,MISS STATE,10,1,0,50.0,0,1,227,55.9,59.8,0.0,54.6,72.3,75.7,0,2,0,10,5.9,1,1,3,56.3,5,1,123,1,63,194,58,0,0,58,0,0,136,26,105,12,8,15,10,3,0,27,23,5.4
K.J. Osborn,23503,WR,MIAMI FL,1,0,0,,0,0,220,60.0,62.4,60.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Dalton Baker,23619,ED,UTAH ST,11,7,1,100.0,0,0,329,63.4,54.6,83.9,63.2,46.1,28.8,2,6,0,27,29.2,7,1,0,118.8,1,0,20,1,24,246,217,11,35,140,31,0,29,92,130,8,7,10,1,8,0,27,0,27.0
James Bowe Jr.,23787,S,UMASS,6,4,0,72.7,0,1,216,65.0,60.8,85.9,57.3,51.0,39.2,0,0,0,47,30.3,10,1,0,145.1,8,0,70,5,146,281,28,0,0,28,0,96,253,7,128,82,5,19,11,0,1,173,132,21.6
Tim Collins,23804,ED,W MICHIGAN,12,11,1,,0,1,347,68.7,73.3,57.2,65.8,71.7,62.2,0,9,0,,11.1,4,0,1,0.0,0,5,0,0,1,307,307,0,167,129,11,0,0,157,149,0,17,21,0,14,0,0,0,
Dontavious Jackson,24251,LB,FLORIDA ST,10,6,0,71.4,0,0,167,47.9,53.3,7.8,60.4,60.3,33.0,1,1,0,27,24.5,12,0,3,99.7,15,0,396,0,208,427,12,0,0,12,0,1,415,29,190,18,19,31,21,2,1,112,98,7.5
Alvinoski LaFleur,24504,S,E MICHIGAN,12,1,0,92.9,0,1,160,45.0,55.8,80.3,61.1,70.8,53.6,0,2,1,52,22.2,6,0,1,110.4,13,1,103,2,83,233,15,0,0,15,0,1,218,15,135,112,10,20,14,3,1,167,120,12.8
Mason Vega,24705,ED,HAWAII,9,3,1,,0,0,180,75.0,56.5,48.6,57.8,54.0,62.0,1,2,0,,20.0,3,0,1,0.0,0,1,1,0,0,243,242,13,61,77,91,0,1,139,104,0,8,9,0,4,0,0,0,
Shawn Featherstone,25441,S,AKRON,8,9,0,63.6,0,0,102,72.0,74.8,41.3,60.0,79.0,79.5,0,1,1,41,11.6,5,1,2,83.5,7,0,142,2,239,550,1,0,0,1,0,356,549,1,310,49,4,29,11,1,1,95,24,13.6
Alvin Davis Jr.,25442,S,AKRON,11,15,0,64.0,1,2,102,74.8,82.4,57.1,67.5,90.8,90.0,0,2,0,34,6.6,6,3,2,80.8,16,0,177,103,318,821,10,0,0,10,0,334,811,12,491,197,21,70,25,2,0,152,57,9.5
Anfernee Jennings,25449,ED,ALABAMA,12,14,3,71.4,4,1,103,67.1,85.4,0.0,88.1,86.8,63.1,15,20,1,37,14.5,10,2,10,63.1,5,7,43,0,59,579,528,0,8,503,17,0,51,271,249,7,42,45,7,42,0,69,39,13.8
Shyheim Carter,25451,CB,ALABAMA,12,9,1,63.0,0,1,103,74.4,76.2,89.1,61.1,79.3,62.2,1,1,0,31,16.3,7,2,0,100.3,29,0,36,4,338,574,21,0,0,21,0,4,553,19,217,508,15,27,46,2,3,264,146,9.1
Malik Lawal,25510,LB,TULANE,12,5,0,66.7,0,0,319,49.8,51.3,0.0,66.9,51.0,63.5,3,8,0,58,13.2,5,0,2,109.7,2,1,234,0,70,329,84,0,0,84,0,0,245,84,175,10,17,28,3,12,0,67,66,33.5
Tyler Whiley,25511,S,ARIZONA ST,7,5,0,83.3,0,0,110,45.2,52.6,0.0,62.2,71.1,80.0,2,0,0,48,5.9,1,0,1,154.9,5,0,43,0,58,116,0,0,0,0,0,46,116,9,49,27,2,11,6,2,2,70,43,14.0
Sean Adesanya,25543,ED,C MICHIGAN,12,6,1,50.0,0,1,134,68.5,74.3,22.5,78.1,64.1,36.5,8,22,1,3,32.6,14,0,5,16.7,1,8,0,0,10,596,596,0,6,562,28,0,0,329,257,0,25,23,2,38,0,3,2,3.0
Jared Atkinson,25636,WR,BAYLOR,1,0,0,,0,0,118,,60.0,60.0,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Jameson Houston,25642,CB,BAYLOR,12,2,0,50.8,1,0,118,74.2,73.3,18.5,62.9,73.2,63.6,0,3,1,79,16.7,8,5,5,68.8,32,0,81,593,415,694,11,0,0,11,0,2,683,10,269,7,15,38,63,3,2,308,138,9.6
Bravvion Roy,25644,DI,BAYLOR,12,11,0,,0,0,118,58.3,89.3,74.3,84.7,86.9,80.6,15,25,0,,6.0,3,0,1,0.0,0,5,39,0,8,613,574,542,29,1,2,0,39,372,233,0,32,36,0,45,0,0,0,
Clay Johnston,25685,LB,BAYLOR,6,13,0,72.2,0,0,118,65.7,83.1,82.6,77.3,90.2,60.8,2,5,1,18,16.4,10,5,0,67.6,13,4,311,0,180,334,3,0,0,3,0,1,331,27,127,19,32,38,18,11,0,123,64,9.5
Chris Miller,25686,S,BAYLOR,11,3,0,40.0,1,2,118,63.1,61.2,0.0,52.2,70.2,69.4,0,1,0,20,14.3,9,1,4,90.4,4,0,164,0,336,561,1,0,0,1,0,355,560,12,213,41,17,51,10,1,1,52,8,13.0
Henry Black,25687,S,BAYLOR,12,11,0,53.1,1,2,118,84.5,80.6,87.1,62.4,74.4,61.8,0,1,1,28,16.9,10,2,1,63.7,17,0,367,13,459,784,21,0,0,21,0,203,763,14,311,180,15,38,32,1,1,153,100,9.0
Cam Jefferies,25700,CB,CINCINNATI,12,5,0,48.9,1,0,138,60.3,62.6,86.0,,71.6,50.0,0,0,1,75,21.4,6,5,4,104.7,23,0,23,413,324,555,0,0,0,0,0,2,555,0,231,117,5,17,47,0,4,478,201,20.8
David Konowalski,25701,ED,BOWL GREEN,12,14,1,,1,0,122,64.8,66.3,60.7,63.4,65.5,49.7,5,11,0,,18.6,11,0,2,0.0,0,3,0,0,0,679,678,0,59,459,160,0,1,339,340,0,25,34,0,19,0,0,0,
Antonyo Sotolongo,25704,S,BOWL GREEN,12,9,0,90.9,0,1,122,56.1,53.9,19.7,53.4,54.0,33.6,0,1,0,44,26.2,17,0,1,158.3,10,0,137,1,155,315,14,0,0,14,0,131,301,7,153,31,7,39,11,1,2,144,99,14.4
Beau Tanner,25768,S,BYU,11,2,0,53.8,0,0,128,62.2,66.2,85.4,,73.7,52.0,0,0,1,40,26.3,5,1,0,93.9,7,0,34,21,156,311,1,0,0,1,0,165,310,0,155,90,6,12,13,0,2,123,14,17.6
Dayan Lake,25769,CB,BYU,11,8,0,70.2,0,1,128,75.8,78.4,50.2,82.3,81.3,65.3,0,0,2,30,14.1,9,3,2,92.2,33,2,74,461,342,704,5,0,0,5,0,52,699,4,358,111,23,47,47,2,3,316,80,9.6
Troy Warner,25770,S,BYU,3,0,0,,0,0,128,68.4,75.3,78.6,,81.7,85.1,0,0,0,,0.0,0,0,0,0.0,0,0,17,0,25,73,0,0,0,0,0,45,73,0,48,11,2,6,0,0,0,0,0,
Luc Bequette,25776,DI,CAL,12,6,2,,1,1,130,67.0,63.8,70.7,61.5,61.2,60.3,4,13,0,,8.2,4,0,2,0.0,0,3,0,0,5,693,692,92,404,28,168,0,1,395,293,0,24,39,0,20,0,0,0,
Zeandae Johnson,25779,DI,CAL,12,4,0,,0,0,130,65.2,72.4,86.1,63.3,73.2,55.7,1,21,0,,15.4,4,1,0,0.0,0,3,0,0,3,632,631,4,389,19,219,0,1,353,276,0,16,18,0,25,0,0,0,
D'Andre Dill,25890,DI,C MICHIGAN,10,2,0,,1,0,134,60.0,66.0,0.5,73.8,63.2,58.6,3,8,0,,22.2,2,0,3,0.0,0,0,1,0,0,239,238,8,216,0,14,0,1,134,105,0,0,5,0,11,0,0,0,
Michael Oliver,25893,LB,C MICHIGAN,12,19,0,71.4,0,1,134,62.6,67.1,85.2,58.0,69.0,52.1,2,3,1,54,16.8,16,1,1,90.4,25,0,503,0,275,538,4,0,0,4,0,3,534,30,233,28,46,60,35,5,1,262,198,10.5
Willie Edwards,26004,CB,APP STATE,3,0,0,60.0,0,0,108,70.3,70.5,76.1,,62.2,48.1,0,0,1,34,25.0,1,0,0,49.2,3,0,0,47,32,47,0,0,0,0,0,0,47,0,15,0,2,3,5,0,0,44,4,14.7
Tre Hornbuckle,26138,ED,DUKE,11,7,0,,0,2,154,66.4,72.9,45.2,64.0,75.7,59.3,2,9,0,,14.3,5,0,2,0.0,0,5,0,0,1,404,404,11,2,369,22,0,0,204,199,0,25,23,0,16,0,0,0,
Trevon McSwain,26142,DI,DUKE,12,8,1,,0,2,154,60.5,74.8,67.9,80.9,66.8,46.7,1,19,0,,21.2,7,0,1,0.0,0,4,3,0,1,518,515,98,400,0,17,0,3,255,262,0,16,18,0,24,0,0,0,
Jordan Hayes,26143,S,UCF,8,2,0,28.6,0,0,323,59.2,58.2,81.5,55.4,56.2,52.3,0,0,0,17,18.8,3,0,0,42.0,2,0,45,0,92,137,2,0,0,2,0,57,135,5,40,32,3,11,7,0,0,25,19,12.5
Koby Quansah,26145,LB,DUKE,12,20,0,61.5,1,0,154,47.9,64.6,35.7,56.9,77.3,68.4,4,16,0,21,15.0,15,1,3,80.1,16,3,703,2,304,781,50,0,0,50,0,1,731,103,374,25,43,65,26,23,0,167,109,10.4
Dylan Singleton,26147,S,DUKE,12,19,0,81.5,0,2,154,57.7,59.5,58.2,60.3,61.9,57.3,0,3,0,62,20.0,19,0,1,144.8,22,1,298,4,389,772,49,0,0,49,0,291,723,18,365,130,21,57,27,4,4,250,117,11.4
Colby Gore,26197,CB,E CAROLINA,10,3,0,59.6,0,1,156,56.2,51.2,17.5,45.5,41.5,69.1,0,1,1,66,13.0,7,2,4,111.0,34,0,85,594,325,698,2,0,0,2,0,0,696,16,357,17,9,44,57,1,4,590,188,17.4
Kendall Futrell,26199,ED,E CAROLINA,12,9,0,100.0,0,4,156,64.4,86.8,67.3,85.5,80.4,71.5,6,27,0,20,8.6,5,0,2,110.4,2,10,0,0,3,821,821,0,9,792,20,0,0,410,408,0,43,44,2,43,0,21,14,10.5
Michael Swift,26200,ED,E CAROLINA,7,1,0,,0,0,156,60.0,58.8,79.1,52.1,61.9,58.5,0,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,63,63,0,0,63,0,0,0,22,41,0,3,4,0,0,0,0,0,
Kevin McGill,26334,CB,E MICHIGAN,10,10,0,40.6,1,0,160,79.4,72.6,48.9,68.9,50.0,56.6,0,0,1,38,18.6,8,2,5,51.8,13,1,92,559,307,686,8,0,0,8,0,12,678,3,376,14,10,25,32,1,1,142,51,10.9
Jalen Phelps,26343,S,E MICHIGAN,4,2,0,88.9,0,0,160,59.9,62.0,82.0,,65.2,66.5,0,0,0,23,12.5,2,0,0,101.9,8,0,43,2,52,135,0,0,0,0,0,12,135,0,83,78,2,12,9,0,0,76,39,9.5
Clay Holford,26345,ED,E MICHIGAN,3,1,1,0.0,0,0,160,88.9,66.0,81.2,60.7,55.7,78.7,0,0,1,,0.0,0,1,0,0.0,0,0,0,0,1,89,89,4,0,83,2,0,0,47,41,0,2,4,1,0,0,0,0,
Brody Hoying,26348,S,E MICHIGAN,12,12,0,71.1,1,2,160,75.2,75.5,53.2,74.1,74.3,61.1,2,1,4,22,16.5,13,3,1,44.4,27,2,280,8,273,654,29,0,0,29,0,3,625,39,342,333,24,54,38,5,0,207,149,7.7
Kevin McCrary,26396,DI,FAU,11,2,0,,0,0,165,60.4,64.7,81.5,63.4,62.5,28.4,2,6,0,,50.0,3,0,0,0.0,0,1,0,0,1,182,182,22,97,1,62,0,0,93,88,0,2,1,0,9,0,0,0,
Jabari Zuniga,26449,ED,FLORIDA,5,3,0,,0,0,163,,90.7,0.0,88.8,90.3,55.5,2,7,0,,16.7,2,0,2,0.0,0,4,0,0,0,140,139,0,42,57,40,0,1,88,52,0,11,7,0,13,0,0,0,
Luke Ancrum,26450,ED,FLORIDA,11,8,2,,1,0,163,63.8,63.6,0.0,59.9,70.6,69.5,0,6,0,,16.7,4,0,4,0.0,0,2,1,0,0,238,237,1,48,129,59,0,1,124,114,0,10,12,0,8,0,0,0,
Kylan Johnson,26452,LB,PITTSBURGH,12,7,0,46.2,0,2,268,80.8,74.7,83.0,67.8,67.0,62.4,4,11,0,40,16.7,8,1,0,61.4,6,7,616,5,311,725,41,0,0,41,0,2,684,123,291,60,29,33,13,22,0,65,55,10.8
Jeremiah Moon,26453,ED,FLORIDA,9,5,1,16.7,1,0,163,76.5,68.5,65.6,68.0,58.6,76.4,6,10,0,6,10.7,3,1,1,39.6,1,4,24,17,77,389,335,0,0,335,0,0,54,143,169,13,16,20,6,20,0,6,3,6.0
David Reese II,26454,LB,FLORIDA,12,14,0,69.0,0,0,163,66.5,70.4,82.5,51.0,76.2,67.5,0,4,0,52,12.2,11,0,0,93.4,29,1,480,4,290,577,32,1,0,31,0,3,545,43,244,58,35,65,42,5,1,260,165,9.0
Jeawon Taylor,26455,S,FLORIDA,10,7,0,50.0,0,0,163,59.3,62.4,83.2,65.8,65.5,44.3,1,3,0,25,26.5,9,1,0,101.5,7,0,219,4,209,390,4,0,0,4,0,81,386,12,169,81,6,18,14,4,1,114,38,16.3
Marcus Lewis,26457,CB,MARYLAND,10,6,0,63.5,0,0,215,57.9,61.4,86.0,56.5,74.6,57.2,0,1,2,35,12.8,5,1,2,83.6,33,0,39,502,297,586,19,0,0,19,0,1,567,4,285,24,7,28,52,1,2,397,138,12.0
Zack Mesday,26506,ED,TEMPLE,12,6,2,100.0,0,0,306,67.2,68.3,66.1,59.4,71.2,73.0,1,12,0,20,9.5,2,0,1,158.3,1,4,0,0,0,406,405,0,0,385,20,0,1,223,183,0,13,13,1,17,1,20,13,20.0
David Curry,26573,LB,GA TECH,12,11,0,82.8,0,2,176,65.2,64.4,54.1,64.2,62.5,71.2,3,8,1,33,13.4,15,1,1,95.8,24,3,666,0,260,754,50,0,0,50,0,0,704,82,412,38,51,86,29,14,1,223,206,9.3
Rojesterman Farris II,26587,CB,HAWAII,13,9,0,55.4,0,0,180,75.9,77.8,86.3,,82.2,87.8,0,0,1,75,3.8,2,6,2,90.6,36,0,98,703,461,849,1,0,0,1,0,10,848,0,388,35,10,42,65,0,2,601,163,16.7
Solomon Matautia,26631,LB,HAWAII,13,21,1,84.6,0,0,180,60.8,65.2,89.3,67.5,65.2,65.7,2,5,2,26,13.3,11,0,0,80.9,22,1,335,2,257,656,251,0,0,250,1,4,405,56,343,64,25,51,26,8,1,209,147,9.5
Patrick Nelson,26699,LB,SMU,12,10,0,69.2,0,1,287,60.4,72.0,62.9,91.0,71.3,59.1,6,12,1,68,20.0,16,1,2,110.7,27,13,409,5,419,874,76,0,0,76,0,123,798,82,373,261,46,54,39,31,3,337,218,12.5
Cam Watkins,26701,CB,VANDERBILT,12,4,0,60.0,0,0,333,59.5,61.0,18.5,54.6,71.4,55.4,0,0,0,70,16.7,5,3,1,134.3,18,0,27,273,149,324,4,0,0,4,0,0,320,2,173,20,4,21,30,0,3,352,159,19.6
Reggie Walker,26885,ED,KANSAS ST,12,5,0,66.7,0,0,199,60.8,69.0,71.1,71.8,62.8,45.0,5,33,0,5,22.6,7,0,1,70.1,2,1,1,0,15,506,504,0,2,499,3,0,2,283,208,0,15,19,3,39,0,6,14,3.0
Bracken El-Bakri,26924,ED,BYU,11,12,0,,0,0,128,61.6,67.7,62.6,57.8,72.3,67.9,1,13,0,,8.6,3,0,1,0.0,0,0,0,0,1,436,432,26,41,127,238,0,4,194,241,4,14,20,0,14,0,0,0,
Trey Dishon,26938,DI,KANSAS ST,12,5,0,,0,0,199,60.3,74.5,65.5,67.4,76.6,54.6,4,14,0,,17.4,4,0,1,0.0,0,3,2,0,0,511,508,16,440,0,52,0,3,287,224,0,15,14,0,21,0,0,0,
Dominic Hill,26945,DI,KENT STATE,7,3,0,,0,0,201,72.0,68.2,56.7,69.6,64.5,40.2,1,4,0,,21.1,4,0,1,0.0,0,1,1,0,0,284,283,199,84,0,0,0,1,116,168,0,11,12,0,6,0,0,0,
Jamal Parker,26946,CB,KENT STATE,12,6,0,51.2,3,0,201,68.0,68.0,48.6,51.1,71.7,74.4,1,2,3,54,11.3,7,6,8,75.6,22,0,66,711,343,811,5,0,0,5,0,3,806,12,456,25,11,49,43,3,3,379,122,17.2
Michael Divinity Jr.,27046,ED,LSU,5,6,0,100.0,0,1,211,53.8,65.9,32.8,62.1,82.0,74.6,3,4,0,19,13.0,3,0,1,100.0,6,3,68,1,67,210,112,0,7,104,1,0,98,75,68,29,12,14,6,10,0,48,42,8.0
Isaiah Rodgers,27069,CB,UMASS,12,5,0,49.0,0,1,216,65.5,67.1,85.4,60.0,70.2,57.2,0,0,4,52,14.3,7,6,2,64.5,24,0,52,569,299,649,8,0,0,8,0,0,641,1,349,20,6,37,49,0,3,414,83,17.3
Jonathan Wilson,27127,DI,MEMPHIS,12,4,0,,0,1,218,59.5,72.3,84.4,74.6,66.6,29.6,8,15,0,,36.0,9,0,0,0.0,0,2,1,0,1,483,481,24,397,26,34,0,2,246,236,0,11,12,0,25,0,0,0,
Bryce Huff,27128,ED,MEMPHIS,12,7,0,,0,2,218,65.0,87.3,60.0,89.1,77.8,67.2,12,35,0,,12.5,5,0,2,0.0,0,7,0,0,5,632,631,0,8,562,61,0,1,320,307,0,24,28,0,54,0,0,0,
Austin Hall,27129,LB,MEMPHIS,11,14,1,79.3,0,0,218,73.5,70.5,87.2,77.5,59.9,77.3,3,5,1,31,7.9,5,5,0,102.3,23,2,326,4,268,619,96,0,0,96,0,0,523,52,299,192,26,44,29,10,1,268,130,11.7
Raequan Williams,27300,DI,MICH STATE,12,9,2,,1,1,223,60.1,75.5,36.2,76.6,72.7,29.3,4,18,0,,27.3,12,0,3,0.0,0,7,1,0,1,557,556,115,392,12,37,0,1,326,230,0,27,23,0,29,0,0,0,
Reuben Jones,27371,ED,W VIRGINIA,12,9,0,,1,0,343,58.5,62.1,52.8,65.6,59.5,81.8,3,15,0,,10.0,3,0,2,0.0,0,3,2,0,5,509,507,0,26,407,74,0,2,239,265,0,15,18,0,21,0,0,0,
Lavert Hill,27374,CB,MICHIGAN,11,0,0,42.3,1,0,222,75.3,72.9,85.4,53.9,59.2,85.2,0,0,3,34,0.0,0,8,8,21.5,11,0,54,432,253,525,9,0,0,9,0,2,516,3,269,28,2,13,26,0,0,148,47,13.5
Michael Dwumfour,27376,DI,MICHIGAN,10,1,2,,0,0,222,59.9,74.2,17.4,75.2,73.6,47.9,0,9,0,,30.0,3,0,2,0.0,0,0,0,0,1,222,222,1,212,0,9,0,0,112,109,0,6,6,0,9,0,0,0,
Josh Uche,27379,ED,MICHIGAN,12,3,0,60.0,2,2,222,66.9,84.8,17.7,91.2,69.1,65.7,11,24,0,22,20.0,6,1,3,91.3,3,8,126,0,64,434,282,0,0,281,1,2,152,192,178,24,24,21,5,43,0,47,30,15.7
Damon Moore,27393,DI,FIU,12,4,0,,0,1,166,60.0,70.3,18.9,69.2,71.2,53.7,0,5,0,,18.8,3,0,2,0.0,0,1,1,0,0,236,235,4,203,1,27,0,1,115,121,0,5,9,0,6,0,0,0,
Ronnell Perkins,27441,LB,MISSOURI,12,6,2,46.2,0,0,229,75.8,65.1,89.1,62.2,48.3,42.9,1,3,2,16,25.0,7,2,0,17.0,6,0,64,4,158,341,128,0,0,128,0,59,213,30,153,86,7,15,13,4,0,50,19,8.3
DeMarkus Acy,27442,CB,MISSOURI,10,2,0,55.3,1,0,229,61.2,63.0,84.3,52.6,69.8,32.9,0,1,0,48,30.4,7,4,1,81.5,21,0,19,378,217,436,2,0,0,2,0,0,434,3,216,37,9,14,38,1,1,224,128,10.7
Lucas Weber,27625,LB,NEVADA,5,3,0,80.0,0,0,239,55.4,60.3,25.7,65.5,64.3,61.8,3,5,0,21,11.1,2,0,1,90.8,8,0,157,0,82,232,45,0,0,45,0,0,187,36,114,30,11,13,10,8,0,58,54,7.3
Alex Hart,27631,LB,NEW MEXICO,12,20,0,75.0,0,1,241,58.7,69.1,87.1,70.5,69.2,66.6,5,12,1,50,11.8,11,2,0,117.6,21,4,731,0,331,762,13,0,0,13,0,0,749,85,346,18,48,62,28,21,2,296,169,14.1
Jarius Morehead,27752,S,NC STATE,12,17,0,63.6,0,0,248,58.6,59.6,45.0,75.2,58.6,46.3,1,2,0,13,23.5,16,0,2,115.2,7,1,168,0,279,559,23,0,0,23,0,296,536,15,265,70,10,35,11,4,2,54,21,7.7
