player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
JR Pace,10116,S,NWESTERN,7,3,0,53.8,1,0,256,71.4,70.3,89.0,61.5,63.7,52.5,0,1,1,40,21.6,8,2,2,80.6,7,0,153,5,271,457,3,0,0,3,0,112,454,6,180,184,12,26,13,1,1,125,55,17.9
Jaylan Foster,13095,S,S CAROLINA,7,10,0,78.9,0,0,289,52.0,55.2,83.1,68.1,58.3,79.6,0,1,0,91,8.5,4,0,1,157.1,15,0,128,19,152,345,12,0,0,12,0,82,333,3,190,102,12,33,19,1,4,232,120,15.5
Joshua McMillon,13920,LB,ALABAMA,6,2,0,33.3,0,0,103,79.5,81.8,77.3,54.4,76.4,65.1,0,0,0,4,10.0,1,1,0,42.4,1,0,54,1,26,57,2,0,0,2,0,0,55,4,27,0,4,7,3,0,0,4,5,4.0
Devin Taylor,22317,S,VA TECH,10,5,0,51.5,0,0,337,62.3,56.1,85.8,52.0,42.6,67.7,0,0,2,37,13.3,8,3,0,65.0,17,0,185,46,352,611,1,0,0,1,0,294,610,11,248,83,11,47,33,0,2,198,91,11.6
Cortez Davis,22974,CB,HAWAII,7,7,0,57.1,0,2,180,60.0,58.1,86.4,87.5,41.1,44.5,0,4,0,43,21.6,8,2,2,100.5,12,1,54,307,174,430,54,0,0,54,0,1,376,18,238,13,6,22,21,5,1,176,78,14.7
Dru Prox,23093,LB,KANSAS,3,7,0,75.0,0,0,198,52.9,60.0,78.8,79.6,56.5,60.2,3,3,0,9,14.8,4,0,0,116.7,6,1,146,2,55,157,1,0,0,1,0,0,156,24,78,8,8,16,8,7,1,17,7,2.8
Mikel Horton,23509,DI,CHARLOTTE,4,0,0,,0,0,136,60.0,61.6,0.0,67.7,62.0,59.0,0,4,0,,12.5,1,0,2,0.0,0,0,0,0,0,147,147,35,90,0,22,0,0,71,76,0,4,7,0,4,0,0,0,
Kingsley Onyirioha,23639,DI,TEXAS ST,5,1,0,,0,0,314,60.0,58.4,78.7,58.7,57.0,59.6,0,4,0,,14.3,1,0,0,0.0,0,0,0,0,0,142,142,0,34,6,102,0,0,75,67,0,3,5,0,4,0,0,0,
Quincy Jountti,23788,HB,USC,1,0,0,,0,0,326,60.0,55.6,60.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Darren Evans,24171,CB,LSU,5,1,0,69.2,0,0,211,35.8,36.7,77.5,60.0,53.6,61.6,0,0,0,40,14.3,1,0,0,137.5,9,0,3,62,46,74,0,0,0,0,0,0,74,1,27,8,0,5,13,0,1,194,65,21.6
Alvinoski LaFleur,24504,CB,E MICHIGAN,6,10,1,87.0,0,1,160,66.6,62.7,84.6,51.5,58.0,66.1,0,1,2,23,15.9,7,0,0,61.4,20,0,147,7,179,445,15,0,0,15,0,17,430,32,234,259,12,27,23,1,0,171,151,8.6
Troy Warner,25770,S,BYU,11,7,0,55.0,0,0,128,74.5,76.8,45.9,66.7,83.3,77.6,1,1,2,28,9.1,3,1,1,50.4,11,0,68,93,327,598,12,0,0,12,0,327,586,5,266,97,10,23,20,2,1,122,12,11.1
Luc Bequette,25776,DI,BOSTON COL,11,5,1,,0,2,121,60.9,58.2,63.0,56.9,58.8,64.2,0,1,0,,10.5,2,0,1,0.0,0,1,0,0,0,438,437,4,417,5,11,0,1,229,209,0,10,12,0,2,0,0,0,
Zeandae Johnson,25779,ED,CAL,4,3,0,,0,0,130,63.2,59.1,81.9,57.7,56.7,50.7,0,3,0,,22.2,2,0,0,0.0,0,1,0,0,1,230,230,0,76,76,78,0,0,116,113,0,4,4,0,4,0,0,0,
Mark Gilbert,26144,CB,DUKE,2,1,0,62.5,0,0,154,47.1,40.1,0.0,59.3,30.2,41.9,0,0,1,61,27.3,3,0,1,105.2,5,0,6,83,58,105,8,0,0,8,0,0,97,1,46,7,0,7,8,0,1,98,26,19.6
Clay Holford,26345,ED,E MICHIGAN,2,0,0,,0,0,160,51.9,41.1,78.3,54.2,46.7,74.8,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,2,40,39,1,4,32,2,0,1,16,22,0,1,2,0,0,0,0,0,
Jeremiah Moon,26453,ED,FLORIDA,4,4,0,100.0,0,0,163,71.4,63.5,86.6,67.3,50.7,75.6,1,6,0,1,13.3,2,0,0,79.2,1,1,18,0,37,196,171,0,0,171,0,0,25,75,84,7,7,9,1,8,0,1,5,1.0
David Curry,26573,LB,GA TECH,10,17,0,96.4,0,1,176,49.2,61.6,59.7,76.6,62.5,44.1,3,12,0,27,20.6,20,2,1,100.4,27,4,670,0,311,764,57,0,0,57,0,4,707,107,346,33,40,60,28,19,0,227,192,8.4
Bracken El-Bakri,26924,DI,BYU,10,10,0,,0,0,128,60.0,62.3,83.4,56.4,64.6,64.0,3,4,0,,10.3,4,0,0,0.0,0,1,1,0,0,416,414,0,169,43,202,0,2,206,210,0,17,25,0,8,0,0,0,
Michael Dwumfour,27376,DI,RUTGERS,8,4,0,,2,0,278,61.0,61.0,0.0,71.8,61.2,36.9,7,14,0,,28.0,7,0,7,0.0,0,1,1,0,1,442,441,24,401,2,14,0,1,210,231,0,12,14,0,22,0,0,0,
Justus Reed,27708,ED,VA TECH,11,4,0,100.0,0,0,337,65.9,65.9,33.1,71.1,57.2,62.7,4,24,0,4,25.9,7,0,3,79.2,2,8,2,0,17,477,474,0,0,472,2,0,3,260,200,0,16,16,2,36,0,6,15,3.0
Rodjay Burns,28078,LB,LOUISVILLE,11,9,0,59.4,0,0,210,45.8,53.8,90.6,66.0,56.7,30.5,0,5,0,50,25.7,19,1,0,105.5,19,3,135,9,248,653,238,0,0,238,0,2,415,69,336,267,32,46,32,8,2,254,188,13.4
Justin Hilliard,28079,LB,OHIO STATE,3,1,1,75.0,0,1,260,85.5,84.2,73.4,70.6,73.5,83.8,0,1,0,10,0.0,0,0,1,83.3,3,0,58,2,43,80,4,0,0,4,0,0,76,7,30,16,3,7,4,1,0,18,-2,6.0
Richard Moore,28853,LB,SMU,1,0,0,100.0,0,0,287,29.9,29.8,66.8,58.5,58.2,26.6,0,0,0,16,50.0,1,0,0,158.3,1,0,10,0,5,10,0,0,0,0,0,0,10,2,3,0,1,1,1,0,1,16,0,16.0
Jack Jones,29050,CB,ARIZONA ST,1,0,0,57.1,0,0,110,58.7,61.0,77.4,,71.0,34.4,0,0,0,27,37.5,3,0,0,75.3,4,0,1,59,40,64,1,0,0,1,0,0,63,0,24,3,2,5,7,0,0,43,16,10.8
Richard Burney,29120,DI,VIRGINIA,5,5,1,,0,0,335,60.0,66.7,82.3,60.5,67.9,64.9,0,7,0,,12.5,2,0,0,0.0,0,3,2,0,0,245,243,2,115,28,98,0,2,122,123,0,9,9,0,10,0,0,0,
Garrett Rand,29616,DI,WISCONSIN,5,3,0,,1,1,349,,63.6,23.3,53.7,74.2,48.6,0,2,0,,15.4,2,0,2,0.0,0,0,0,0,0,258,258,6,198,16,38,0,0,143,115,0,6,8,0,2,0,0,0,
D'Angelo Amos,30344,S,VIRGINIA,10,4,0,51.5,0,0,335,46.7,49.2,86.6,56.9,54.6,45.7,0,0,2,55,24.0,12,3,1,73.0,17,0,207,6,317,533,1,0,0,1,0,198,532,4,212,121,8,34,33,0,2,262,97,15.4
Adeeb Atariwa,30482,DI,VIRGINIA,10,2,0,,0,0,335,61.0,70.4,54.1,57.1,77.6,36.2,1,6,0,,23.8,5,0,1,0.0,0,1,0,0,0,317,317,1,120,27,169,0,0,170,147,0,14,14,0,8,0,0,0,
Marshaun Cameron,30624,CB,COLO STATE,4,3,0,61.9,0,1,144,76.9,78.6,82.4,91.2,67.1,80.8,0,0,1,38,6.7,2,1,1,61.6,13,1,15,243,133,269,2,0,0,2,0,0,267,3,133,8,13,25,21,1,0,140,36,10.8
Jabril Cox,30669,LB,LSU,10,5,0,63.4,0,0,211,83.5,72.8,86.9,76.7,55.0,64.0,5,5,3,69,13.3,8,4,0,57.0,26,0,389,31,352,681,73,0,0,73,0,1,608,36,293,186,24,47,41,10,0,320,251,12.3
Brian Cavicante,33444,LB,MARSHALL,5,1,0,100.0,0,0,214,60.2,65.4,71.3,,73.9,63.7,0,0,0,31,11.1,1,0,0,118.8,4,0,50,0,38,50,0,0,0,0,0,0,50,0,12,0,5,7,4,0,0,53,39,13.3
Eric Wilson,33735,CB,S DIEGO ST,2,0,0,100.0,0,0,284,47.0,45.1,68.8,,,,0,0,0,8,,0,0,0,100.0,1,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,13,8.0
Brock Nichols,33753,S,USF,8,1,0,37.5,0,0,327,64.0,57.6,78.7,56.7,50.3,70.1,0,1,1,17,5.6,1,0,0,10.9,3,0,95,1,61,169,8,0,0,8,0,34,161,4,104,31,6,16,8,1,0,33,10,11.0
Meiko Dotson,33902,CB,FLORIDA ST,3,1,0,50.0,0,0,167,53.1,53.4,79.3,59.8,56.1,56.5,0,0,0,32,25.0,3,0,1,90.6,2,0,9,84,58,110,2,0,0,2,0,0,108,1,51,15,1,8,4,0,0,45,8,22.5
Denzel Feaster,34561,LB,KANSAS,5,9,0,88.9,0,1,198,29.7,41.4,0.0,51.9,59.3,51.2,1,1,0,36,18.2,6,0,2,118.8,8,0,200,0,89,218,4,0,0,4,0,0,214,14,115,14,9,18,9,2,0,144,122,18.0
Ferrod Gardner,34595,LB,LA LAFAYET,9,12,0,78.3,0,0,207,65.4,67.4,81.0,74.5,63.3,69.5,3,7,0,61,12.7,9,0,0,96.0,18,4,484,0,224,538,3,0,0,3,0,0,535,40,274,51,26,50,23,14,0,162,135,9.0
Zayne Anderson,34622,S,BYU,10,6,0,54.5,0,0,128,58.3,59.8,86.9,,61.4,61.7,0,0,0,19,16.7,7,1,0,105.9,6,0,29,2,230,439,0,0,0,0,0,397,439,0,209,10,5,29,11,0,1,74,30,12.3
Christian Taylor,34919,LB,TEXAS ST,12,13,0,100.0,0,1,314,51.9,49.1,55.8,53.9,48.0,74.1,2,3,0,28,10.9,6,0,1,107.3,27,1,501,0,291,656,50,0,0,50,0,0,606,36,329,105,14,36,27,6,0,263,194,9.7
John Petrishen,35069,LB,PITTSBURGH,5,4,0,100.0,0,0,268,72.9,81.1,74.5,64.1,85.0,68.6,0,1,0,7,14.3,1,0,0,83.3,4,0,17,0,23,52,1,0,0,1,0,0,51,4,25,33,1,2,4,1,0,16,29,4.0
Austin Rosa,35168,LB,VA TECH,1,0,0,,0,0,337,,60.0,62.1,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Justin Hughes,35200,LB,KANSAS ST,8,8,0,66.7,0,0,199,65.3,58.7,0.0,63.6,52.3,29.5,1,2,0,14,27.3,15,1,2,90.7,18,0,280,1,216,380,11,0,0,11,0,6,369,18,146,81,23,32,27,3,1,134,95,7.4
Adam Prentice,35639,TE,S CAROLINA,1,0,0,,0,0,289,,60.1,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Richard McBryde,35699,LB,SMU,10,4,2,77.8,0,0,287,53.1,46.3,84.0,68.4,39.5,58.4,1,4,0,29,20.6,13,0,0,111.6,14,3,438,0,201,503,35,0,0,35,0,0,468,37,265,30,36,46,18,8,1,114,87,8.1
Kyle Pugh,35900,LB,N ILLINOIS,5,5,0,62.5,0,0,254,59.9,67.9,21.6,75.0,70.8,85.5,1,0,0,13,3.2,1,1,1,78.1,5,3,196,0,96,244,29,0,0,29,0,0,215,18,130,19,17,25,8,4,0,46,30,9.2
Terrence Jones,36071,ED,LA LAFAYET,2,0,0,,0,0,207,61.5,51.0,78.2,66.7,42.9,26.1,0,0,0,,50.0,2,0,0,0.0,0,0,0,0,3,35,35,0,0,32,3,0,0,11,21,0,1,2,0,0,0,0,0,
Cristian Williams,36151,S,TULSA,6,7,0,69.2,0,0,320,78.9,74.2,0.0,58.7,68.2,62.4,0,0,0,32,15.6,7,2,2,131.1,9,0,152,5,208,406,5,0,0,5,0,163,401,4,194,81,13,31,13,0,2,99,42,11.0
Stephen Forester,36173,LB,UTEP,8,17,0,81.8,0,0,330,66.2,62.8,82.8,69.9,56.9,52.2,1,3,0,15,17.9,12,0,0,88.6,9,1,448,0,220,457,1,0,0,1,0,2,456,16,221,5,18,38,11,5,0,58,67,6.4
Scott Patchan,36449,ED,COLO STATE,4,4,0,,0,0,144,61.6,79.7,57.6,76.7,77.5,69.8,7,13,0,,12.5,2,0,1,0.0,0,5,3,0,4,282,277,0,3,265,9,0,5,138,140,1,13,10,0,25,0,0,0,
Eli Howard,36472,ED,TEXAS TECH,6,2,2,,0,0,315,60.0,75.1,27.0,83.0,63.9,26.7,2,18,0,,36.8,7,0,2,0.0,0,2,1,0,0,289,287,0,21,80,186,0,2,169,120,0,10,10,0,22,0,0,0,
Josiah Bronson,36668,DI,WASHINGTON,4,5,0,,0,0,340,60.0,58.5,81.8,57.9,60.7,34.7,0,6,0,,20.0,2,0,0,0.0,0,0,0,0,0,199,199,16,92,67,24,0,0,96,103,0,2,3,0,6,0,0,0,
Aaron Blackwell,36741,DI,ARIZONA,5,1,0,,0,0,109,,55.1,27.2,59.0,56.1,33.3,0,3,0,,33.3,3,0,1,0.0,0,0,0,0,0,142,142,0,37,9,96,0,0,44,98,0,5,5,0,3,0,0,0,
Thad Mangum,36819,ED,USF,9,8,0,,0,1,327,65.2,65.6,82.7,55.4,68.5,44.7,4,6,0,,21.3,10,0,0,0.0,0,0,0,0,6,504,504,31,71,54,348,0,0,218,280,0,25,29,0,10,0,0,0,
Micah Dew-Treadway,37050,DI,MINNESOTA,6,3,0,,0,1,225,60.0,61.1,54.3,57.5,63.6,62.4,0,3,0,,10.0,1,0,1,0.0,0,1,0,0,0,259,258,110,145,0,3,0,1,128,131,0,6,6,0,4,0,0,0,
Tony Fair,37101,DI,UAB,8,7,0,,0,1,321,59.2,62.8,48.2,70.3,58.9,33.1,0,2,0,,17.6,3,0,1,0.0,0,1,0,0,1,224,224,110,108,0,6,0,0,105,118,0,7,7,0,3,0,0,0,
Nafees Lyon,37319,CB,CHARLOTTE,6,7,0,50.0,0,0,136,55.3,60.6,82.0,64.8,75.1,74.8,1,0,1,45,9.4,3,2,1,89.7,15,0,51,272,159,341,1,0,0,1,0,0,340,4,178,17,4,22,30,1,2,271,48,18.1
Camryn Bynum,38408,CB,CAL,4,1,0,70.0,0,0,130,69.4,71.9,81.4,,75.7,57.9,0,0,1,27,20.0,4,1,0,104.6,7,0,33,218,125,261,5,0,0,5,0,2,256,0,136,3,5,15,10,0,2,106,42,15.1
Cameron Goode,38410,ED,CAL,4,5,0,100.0,0,0,130,44.8,63.0,87.6,71.1,58.4,71.6,2,9,0,8,18.2,4,0,0,132.6,3,3,2,0,17,245,237,0,0,237,0,0,8,105,123,6,14,13,3,14,1,19,14,6.3
Vic Viramontes,38446,LB,UNLV,6,6,0,70.0,0,0,325,49.6,28.3,81.1,56.7,22.8,35.7,1,1,0,21,25.6,10,2,0,97.1,7,0,266,0,139,300,1,0,0,1,0,2,299,12,149,30,8,23,10,2,0,88,73,12.6
Josh Drayden,38498,CB,CAL,4,4,0,40.0,0,0,130,73.6,68.2,0.0,53.4,62.1,58.1,0,0,1,22,16.7,3,3,2,28.1,8,0,29,25,100,180,3,0,0,3,0,0,177,3,77,123,4,11,20,0,0,65,42,8.1
Viane Moala,38501,DI,UTAH,4,3,0,,1,0,328,59.4,66.2,0.0,65.3,74.2,74.5,0,11,0,,0.0,0,0,3,0.0,0,0,0,0,1,198,198,7,188,0,3,0,0,123,74,0,1,1,0,11,0,0,0,
Jeremiah Pritchard,38502,LB,HAWAII,7,4,0,81.8,0,0,180,34.6,38.4,82.5,55.9,42.4,25.1,3,1,1,26,37.8,14,0,0,68.6,9,0,189,0,99,299,68,0,0,68,0,0,231,41,159,41,11,19,11,4,0,105,62,11.7
Elijah Sullivan,39006,LB,KANSAS ST,8,6,0,76.2,0,1,199,58.1,60.7,85.8,60.9,62.9,62.4,1,1,1,27,15.8,9,1,0,92.0,16,0,305,0,212,358,6,0,0,6,0,9,352,16,130,37,21,42,21,2,1,153,104,9.6
De'Vante Cross,39851,CB,VIRGINIA,10,6,0,67.4,1,0,335,48.9,49.5,12.3,58.0,60.7,28.3,2,0,2,76,23.8,10,2,3,128.4,31,1,61,544,339,627,6,0,0,6,0,10,621,24,264,6,8,26,46,3,5,696,284,22.5
Josh Pederson,39861,TE,LA MONROE,1,0,0,,0,0,209,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Jordan Carmouche,39951,LB,HOUSTON,6,6,0,83.3,0,0,182,49.5,44.5,80.1,58.5,42.3,49.3,0,1,0,14,18.8,3,0,0,101.4,5,0,156,0,72,168,4,0,0,4,0,0,164,12,84,8,2,7,6,1,0,50,38,10.0
Christian Bobak,39965,S,ILLINOIS,2,0,0,,0,0,187,,50.2,71.3,,50.0,36.5,0,0,0,,33.3,1,0,0,0.0,0,0,7,0,0,13,2,0,0,2,0,2,11,0,13,2,0,2,0,0,0,0,0,
Derrion Rakestraw,39968,S,COLORADO,5,5,0,52.6,0,0,143,44.4,50.3,31.9,62.1,62.5,51.6,2,5,0,34,23.8,10,1,3,91.6,10,0,126,1,215,366,39,0,0,39,0,141,327,25,126,59,6,27,19,7,1,128,39,12.8
Tyrell Alexander,39986,WR,VANDERBILT,1,0,0,,0,0,333,60.0,62.4,60.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Brandon Martin,40066,LB,BALL ST,6,12,1,80.0,0,1,117,53.8,65.9,80.2,68.3,73.2,76.2,1,4,0,37,9.6,7,1,0,99.7,20,1,409,0,213,424,5,0,0,5,0,2,419,21,190,8,31,54,25,6,0,198,147,9.9
Micah Wilson,40104,WR,MISSOURI,1,0,0,,0,0,229,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Levi Falck,40261,WR,NEBRASKA,1,0,0,,0,0,238,,60.0,60.0,,60.0,72.6,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,
Tyler Vaughns,40283,WR,USC,1,0,0,,0,0,326,60.0,56.0,60.0,,,,0,0,0,,,0,0,2,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Chazz Surratt,40313,LB,N CAROLINA,11,20,0,84.4,0,1,245,53.2,47.9,59.5,77.5,35.2,81.7,11,15,1,71,11.2,11,3,1,100.5,27,6,660,2,326,732,33,0,0,33,0,0,699,99,307,37,41,67,32,32,1,280,241,10.4
Bubba Ogbebor,40340,WR,ARK STATE,2,0,0,,0,0,113,,52.9,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Phillip Howard,40350,CB,MINNESOTA,6,2,0,54.5,0,0,225,70.8,65.3,79.8,59.6,32.9,72.0,0,0,0,13,7.7,1,1,0,63.8,6,0,5,136,87,143,1,0,0,1,0,0,142,1,55,0,3,10,11,0,0,43,20,7.2
Zac Dawe,40457,ED,BYU,11,8,2,,0,0,128,78.9,78.7,69.2,75.9,70.9,53.6,0,20,0,,17.8,8,0,1,0.0,0,3,3,1,8,520,514,0,2,336,176,0,6,278,234,1,27,29,0,23,0,0,0,
Kumehnnu Gwilly,40495,ED,C MICHIGAN,6,0,0,,0,0,134,,57.4,80.6,57.8,56.8,72.7,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,78,77,37,38,2,0,0,1,41,37,0,4,4,0,2,0,0,0,
Chris Barrett,40524,TE,LIBERTY,1,1,0,,0,0,206,85.5,79.7,60.0,60.0,,72.2,0,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Jahaziel Lee,40537,DI,GA TECH,2,0,0,,0,0,176,,52.4,75.4,54.1,53.8,69.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,39,39,0,38,0,1,0,0,24,15,0,1,1,0,0,0,0,0,
Ja'cione Fugate,40621,S,CHARLOTTE,4,1,1,70.0,0,0,136,56.3,53.4,81.1,68.8,46.8,46.0,0,2,0,30,27.8,5,0,0,125.4,7,0,114,1,86,207,3,0,0,3,0,44,204,4,117,45,4,12,10,2,1,76,40,10.9
Justin Rice,40640,LB,ARK STATE,11,16,1,83.3,0,1,113,55.8,66.9,49.8,67.3,71.4,60.3,6,9,0,42,15.7,14,0,1,104.0,20,6,633,0,295,674,22,0,0,22,0,2,652,79,300,17,43,59,24,21,0,215,104,10.8
Aaron Hansford,40694,LB,TEXAS A&M,9,10,0,75.0,0,0,312,42.4,63.9,82.1,74.1,79.7,76.5,3,5,0,54,10.0,5,1,0,109.8,15,4,279,3,192,361,43,0,0,43,0,3,318,38,131,33,27,35,20,12,0,217,107,14.5
Adam Krumholz,40697,WR,WISCONSIN,1,0,0,,0,0,349,,60.0,73.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Austin Conrad,40760,ED,OHIO,3,4,1,0.0,0,0,259,80.2,78.1,36.7,77.8,69.3,73.0,3,2,0,,5.3,1,0,1,39.6,0,1,0,0,8,155,154,0,3,139,12,0,1,71,76,1,11,14,1,6,0,0,0,
Malik Staples,40902,LB,W KENTUCKY,3,2,0,100.0,0,0,346,45.1,35.4,86.2,59.3,40.7,30.8,0,1,0,26,33.3,1,0,0,118.8,1,0,14,0,8,19,2,0,0,2,0,0,17,1,10,1,0,0,1,1,0,26,3,26.0
Deonte Perry,41092,S,FRESNO ST,5,2,0,46.2,0,0,169,61.6,61.8,82.7,,60.6,37.1,0,0,0,25,28.6,8,2,0,69.1,6,0,116,2,150,260,0,0,0,0,0,53,260,0,110,89,7,18,13,0,0,89,79,14.8
Dwayne Johnson Jr.,41183,S,S DIEGO ST,7,9,0,53.8,1,0,284,75.9,68.3,0.0,81.4,54.7,56.1,0,3,0,22,19.0,8,3,2,68.1,7,1,238,0,254,453,30,0,0,30,0,114,423,9,190,71,14,25,13,4,0,66,18,9.4
T.J. Hammonds,41365,WR,ARKANSAS,1,0,0,,0,0,111,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Chandler Farrell,41404,TE,S CAROLINA,2,1,0,,0,0,289,,70.2,68.9,,67.3,71.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,4,1,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,
Kareem Walker,41492,HB,MISS STATE,1,0,0,,0,0,227,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Jaquel Pierce,41589,ED,TEXAS ST,11,2,0,,0,0,314,55.8,52.4,82.0,50.7,56.5,80.1,2,7,0,,0.0,0,0,0,0.0,0,0,0,0,1,332,332,0,28,32,272,0,0,162,169,0,7,9,0,9,0,0,0,
Kameron Miller,41650,LB,NEW MEXICO,7,9,0,83.3,0,1,241,56.3,50.6,13.3,64.3,42.7,47.6,7,4,0,14,25.6,10,0,4,91.0,15,2,179,0,129,455,223,0,0,223,0,0,232,126,200,52,12,20,18,13,0,105,92,7.0
Ty Shelby,41752,ED,LA MONROE,8,9,0,,0,0,209,59.1,73.6,89.4,62.6,77.1,78.3,5,9,0,,8.1,3,0,0,0.0,0,2,0,0,8,470,468,8,1,451,8,0,2,195,267,0,18,25,0,16,0,0,0,
Roy Baker,41757,CB,BUFFALO,5,0,0,57.9,2,0,126,58.2,62.2,81.6,70.9,73.3,36.5,0,1,1,45,27.8,5,1,4,88.5,11,0,22,188,130,237,0,0,0,0,0,0,237,1,106,27,6,13,19,1,1,194,41,17.6
Calvin Bundage,41772,ED,OKLA STATE,10,2,0,100.0,1,0,262,68.9,70.0,0.0,76.0,62.8,58.7,6,11,0,8,22.2,2,0,4,100.0,1,7,21,1,10,184,160,0,0,160,0,0,24,135,39,2,9,5,1,24,0,8,12,8.0
Sam Hammond,41836,ED,NEVADA,8,5,1,100.0,0,0,239,66.2,79.1,72.3,76.2,75.9,67.7,9,28,0,3,22.6,7,0,1,79.2,1,6,2,0,10,543,540,1,55,447,37,0,3,314,219,0,18,19,1,43,0,3,2,3.0
Mason Husmann,41956,DI,LA MONROE,8,4,0,,0,0,209,,55.7,84.7,58.6,53.7,50.4,0,2,0,,11.1,2,0,0,0.0,0,1,1,0,0,330,328,83,233,7,5,0,2,121,209,0,8,12,0,3,0,0,0,
Ben Davis,41960,ED,ALABAMA,6,0,0,,0,0,103,54.0,55.4,78.7,57.2,59.8,23.8,0,0,0,,100.0,1,0,0,0.0,0,0,1,0,3,39,38,0,0,37,1,0,1,21,15,0,0,0,0,0,0,0,0,
Dylan Tonkery,41961,ED,W VIRGINIA,8,2,0,66.7,0,0,343,52.9,53.8,88.1,55.4,55.1,27.4,0,4,1,9,44.4,4,0,0,36.1,2,2,77,0,35,227,148,0,0,147,1,0,79,90,102,2,5,3,3,6,0,13,12,6.5
Kenny Turnier,42019,DI,UCF,5,1,0,,0,1,323,61.5,64.1,23.4,69.2,61.6,32.1,2,5,0,,23.1,3,0,2,0.0,0,2,0,0,1,244,244,65,153,0,26,0,0,123,120,0,9,9,0,9,0,0,0,
Dru Mathis,42027,LB,OREGON,4,0,0,71.4,0,0,264,32.6,46.0,74.9,57.8,61.8,58.4,0,1,0,12,14.3,1,0,0,90.8,5,0,61,0,18,69,3,0,0,3,0,0,66,15,36,5,3,6,7,1,0,49,38,9.8
Donald Stewart,42035,WR,WAKE,1,0,0,,0,0,339,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Matt Terrell,42070,LB,LIBERTY,2,0,0,100.0,0,0,206,47.0,35.4,85.7,,40.8,74.3,0,0,0,13,0.0,0,0,0,118.8,1,0,12,0,6,15,1,0,0,1,0,0,14,0,9,1,0,1,1,0,0,13,1,13.0
Freddie Johnson,42129,CB,TEMPLE,4,2,0,35.7,0,0,306,47.1,52.7,0.0,,79.7,85.2,0,0,0,52,0.0,0,1,2,88.7,5,0,8,162,74,172,0,0,0,0,0,0,172,0,98,2,4,10,14,0,1,111,43,22.2
T.J. Vasher,42135,WR,TEXAS TECH,1,0,0,,0,0,315,60.0,60.0,63.7,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
