player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Shaq Thompson,9458,LB,WASHINGTON,12,7,1,72.4,0,2,340,87.0,82.6,89.6,72.7,74.9,67.8,1,3,1,22,11.3,7,0,0,68.0,21,1,475,0,376,621,97,0,0,97,0,23,524,19,226,26,25,48,29,5,0,139,89,6.6
Byron Jones,9460,CB,UCONN,7,4,0,42.9,0,0,146,69.5,69.9,84.5,,66.2,79.8,0,0,2,31,7.1,2,3,0,26.3,12,0,20,421,241,454,0,0,0,0,0,12,454,0,213,1,3,22,28,0,0,123,35,10.3
Damarious Randall,9463,S,ARIZONA ST,12,9,1,54.4,1,2,110,77.2,82.8,58.3,90.2,83.0,80.6,2,2,3,69,12.1,12,6,2,76.4,31,1,114,2,470,876,1,1,0,0,0,546,875,16,390,213,22,78,57,5,3,456,238,14.7
Stephone Anthony,9464,LB,CLEMSON,12,17,0,67.7,1,2,140,72.8,83.4,55.3,72.3,89.7,87.2,5,12,1,22,6.9,5,3,2,97.5,21,3,693,0,340,704,10,0,0,10,0,0,694,53,311,1,35,50,31,20,3,150,112,7.1
Malcom Brown,9465,DI,TEXAS,12,10,1,,1,2,311,66.3,88.3,85.5,69.9,91.3,72.0,7,17,0,,8.6,5,0,1,0.0,0,7,1,0,3,706,705,1,374,58,272,0,1,377,326,0,42,43,0,31,0,0,0,
Landon Collins,9466,S,ALABAMA,12,16,0,63.6,0,0,103,90.1,91.6,88.6,68.2,88.1,91.2,2,5,3,40,6.2,5,6,0,59.1,35,0,175,3,428,771,0,0,0,0,0,397,771,30,313,196,27,60,55,7,1,272,147,7.8
Mario Edwards Jr.,9468,ED,FLORIDA ST,11,2,4,100.0,0,2,167,67.6,78.1,72.7,67.7,80.9,67.9,9,15,0,15,13.6,6,0,1,150.0,2,2,89,0,8,677,588,1,4,315,268,0,89,332,337,0,27,36,2,26,1,21,2,10.5
Preston Smith,9471,ED,MISS STATE,12,11,2,100.0,0,2,227,69.7,89.1,68.4,82.9,86.2,77.0,7,23,2,2,2.9,1,0,2,39.6,1,10,3,1,29,535,527,61,0,80,386,0,8,307,199,4,28,23,1,40,0,2,0,2.0
Eddie Goldman,9472,DI,FLORIDA ST,12,6,0,0.0,1,1,167,52.4,68.6,31.3,60.8,77.1,57.5,5,16,0,,26.5,9,1,4,39.6,0,3,0,0,5,668,668,155,90,0,423,0,0,353,310,0,19,19,1,24,0,0,0,
Jalen Collins,9475,CB,LSU,12,3,0,36.8,0,0,211,81.3,82.4,85.1,,77.8,78.4,0,0,1,43,6.5,2,7,2,56.0,14,0,41,431,266,481,0,0,0,0,0,0,481,0,215,9,9,26,38,0,2,152,66,10.9
Benardrick McKinney,9476,LB,MISS STATE,12,17,0,76.5,0,0,227,48.2,68.8,81.9,63.4,85.1,68.3,2,6,0,26,14.5,10,1,1,96.0,26,4,537,0,314,592,45,0,0,45,0,4,547,61,217,6,30,42,34,12,0,246,169,9.5
Hau'oli Kikaha,9477,ED,WASHINGTON,13,3,1,75.0,1,2,340,77.0,84.4,54.4,90.5,72.7,73.0,7,29,0,13,14.3,7,0,3,77.1,15,19,95,4,215,882,710,0,0,686,24,0,172,330,337,73,42,39,20,55,0,49,48,3.3
Eric Kendricks,9478,LB,UCLA,12,17,1,80.9,0,1,324,92.3,83.5,64.0,62.1,70.8,74.3,1,7,3,36,11.9,18,1,2,86.0,55,2,909,5,500,956,32,0,0,32,0,0,924,44,412,10,65,116,68,10,2,456,428,8.3
Eric Rowe,9480,CB,UTAH,11,5,0,43.3,0,0,328,78.4,83.8,51.2,60.7,92.1,88.3,1,2,1,51,3.7,2,6,4,68.1,26,0,71,617,399,732,0,0,0,0,0,19,732,6,327,25,21,47,60,3,2,371,115,14.3
Denzel Perryman,9481,LB,MIAMI FL,12,15,0,75.5,0,3,220,79.6,73.0,67.3,56.1,68.6,70.5,2,3,1,29,12.6,15,2,1,86.9,37,2,571,0,276,663,88,0,0,88,0,0,575,48,339,4,59,89,49,7,1,278,220,7.5
Ronald Darby,9483,CB,FLORIDA ST,12,2,0,53.5,1,1,167,77.8,78.9,53.3,,78.0,81.1,0,0,0,51,5.7,2,3,2,90.9,23,0,30,773,430,807,0,0,0,0,0,2,807,0,377,2,12,31,43,0,1,377,107,16.4
Nate Orchard,9484,ED,UTAH,12,11,2,75.0,0,1,328,57.5,75.7,43.8,69.7,79.9,76.8,7,21,0,14,10.8,7,0,3,123.4,6,20,152,1,27,773,617,4,20,93,500,0,156,396,350,3,49,47,8,48,1,37,37,6.2
Jordan Phillips,9485,DI,OKLAHOMA,12,5,1,,0,0,261,59.0,82.9,88.0,79.6,79.3,48.5,2,19,0,,28.1,9,0,0,0.0,0,1,10,0,2,550,540,510,2,0,28,0,10,320,228,0,15,18,0,22,0,0,0,
Senquez Golson,9489,CB,OLE MISS,12,2,0,43.1,0,0,226,94.7,93.7,44.2,88.7,61.9,69.6,1,2,9,57,14.3,7,3,3,37.4,25,1,83,506,304,613,0,0,0,0,0,10,613,8,301,14,21,40,58,4,3,302,65,12.1
Markus Golden,9491,ED,MISSOURI,11,12,1,,0,2,229,67.1,89.0,46.8,78.7,89.1,83.6,8,31,0,,4.2,2,0,2,0.0,0,9,1,0,4,611,610,0,0,5,605,0,1,362,245,0,35,34,0,48,0,0,0,
Randy Gregory,9493,ED,NEBRASKA,10,7,4,0.0,1,1,238,72.4,83.7,45.9,79.5,78.2,77.6,10,33,1,,11.4,5,0,2,0.0,0,6,79,0,8,552,473,0,6,8,459,0,79,289,255,0,25,32,1,49,0,0,0,
Quinten Rollins,9495,CB,MIAMI OH,12,6,0,53.0,0,2,221,91.1,92.0,87.5,66.1,90.6,89.8,1,0,7,45,5.5,4,8,1,46.8,35,0,86,765,448,890,0,0,0,0,0,1,890,4,438,38,17,63,66,1,2,475,143,13.6
Frank Clark,9496,ED,MICHIGAN,10,3,3,100.0,0,0,222,67.4,92.1,82.3,90.8,87.6,87.7,5,25,0,-1,5.7,2,0,0,79.2,1,5,46,0,21,410,363,0,0,25,338,0,47,197,192,1,28,30,1,35,0,-1,1,-1.0
Jordan Richards,9497,S,STANFORD,12,8,0,66.7,0,1,300,88.8,89.6,22.5,49.9,85.1,79.6,0,1,2,26,12.2,10,4,2,93.2,16,0,78,3,460,799,0,0,0,0,0,561,799,9,330,157,17,64,24,1,3,177,81,11.1
D'Joun Smith,9498,CB,FAU,11,4,0,55.4,0,1,165,72.9,69.4,52.4,49.6,54.7,73.3,0,0,1,39,12.8,6,4,5,62.4,31,0,111,629,386,777,0,0,0,0,0,14,777,8,383,23,7,37,56,0,0,291,122,9.4
Owa Odighizuwa,9507,ED,UCLA,12,9,0,0.0,1,0,324,74.7,78.4,9.2,73.9,79.9,78.8,5,43,0,,7.7,4,0,7,39.6,0,7,21,0,0,810,789,0,37,170,582,0,21,450,360,0,34,39,1,55,0,0,0,
P.J. Williams,9511,CB,FLORIDA ST,11,6,2,57.6,0,0,167,66.8,71.5,86.9,72.8,78.9,55.6,0,2,1,36,20.3,14,4,3,92.0,38,1,139,623,417,794,0,0,0,0,0,6,794,16,361,26,25,49,66,3,4,445,147,11.7
Eli Harold,9512,ED,VIRGINIA,12,2,3,100.0,0,1,335,48.3,67.1,21.2,70.9,66.4,62.7,9,28,1,0,16.7,7,0,6,39.6,1,7,26,0,1,819,793,0,0,345,448,0,26,454,364,0,28,33,1,44,0,0,0,0.0
Alex Carter,9513,CB,STANFORD,12,1,0,52.1,0,1,300,64.3,67.0,20.2,,84.3,65.8,0,0,1,41,13.6,6,7,5,73.4,38,0,41,710,452,766,0,0,0,0,0,7,766,0,314,8,10,37,73,0,2,430,184,11.3
Lorenzo Mauldin IV,9515,ED,LOUISVILLE,11,2,4,100.0,0,1,210,66.8,89.9,59.2,85.9,85.4,81.0,10,34,0,10,8.7,4,0,1,93.8,2,8,462,1,24,637,172,0,0,124,48,0,465,353,260,2,40,40,2,52,0,13,19,6.5
Craig Mager,9516,CB,TEXAS ST,12,7,1,55.3,1,0,314,77.6,83.3,87.5,84.5,89.9,83.4,1,0,3,75,6.8,5,4,3,80.5,42,2,64,851,474,924,0,0,0,0,0,4,924,10,440,5,25,61,76,3,4,571,240,13.6
Jordan Hicks,9517,LB,TEXAS,12,14,1,69.2,0,0,311,85.8,79.5,82.9,71.0,71.3,88.3,2,9,2,35,4.5,4,1,1,64.8,27,4,772,1,352,793,6,0,0,6,0,2,787,69,372,12,45,71,39,15,0,247,150,9.1
Danielle Hunter,9521,ED,LSU,12,11,4,100.0,0,2,211,74.8,78.2,86.5,57.9,79.7,70.1,3,8,0,24,7.1,5,1,0,118.8,2,3,37,1,10,619,578,6,11,139,422,0,41,315,294,3,44,54,2,14,0,28,15,14.0
Carl Davis Jr.,9523,DI,IOWA,12,8,0,,0,0,192,60.4,83.9,84.2,81.2,79.0,71.9,9,21,0,,10.3,3,0,0,0.0,0,3,0,0,0,558,558,0,556,0,2,0,0,269,289,0,17,18,0,33,0,0,0,
Henry Anderson,9526,DI,STANFORD,12,8,2,,0,0,300,66.8,90.7,67.5,74.6,93.0,84.1,10,33,0,,8.6,5,0,1,0.0,0,7,0,0,5,647,647,53,48,83,463,0,0,368,274,0,45,45,0,50,0,0,0,
Xavier Cooper,9529,DI,WASH STATE,12,5,1,,0,0,341,68.1,66.0,20.9,62.2,67.4,80.6,6,25,0,,6.9,2,0,5,0.0,0,7,5,0,0,723,718,0,302,42,374,0,5,410,313,0,24,22,0,38,0,0,0,
Geneo Grissom,9530,ED,OKLAHOMA,10,5,4,50.0,0,1,261,83.3,82.2,90.0,76.7,74.2,69.3,5,9,1,20,15.0,6,1,0,19.3,4,4,12,0,141,498,430,0,0,343,87,0,68,160,197,56,24,29,8,18,0,29,29,7.3
Steven Nelson,9531,CB,OREGON ST,12,9,0,51.1,0,0,265,88.3,88.4,87.5,48.5,75.8,91.7,0,1,2,37,0.0,0,2,8,64.4,47,0,47,805,504,863,0,0,0,0,0,1,863,6,353,10,20,45,92,1,3,395,195,8.4
Paul Dawson,9532,LB,TCU,12,9,0,63.6,1,2,305,91.1,92.8,82.3,72.6,93.9,85.8,7,10,4,34,9.8,13,3,1,47.5,21,6,647,0,309,705,47,0,0,47,0,2,658,95,301,9,88,110,33,23,1,173,117,8.2
Angelo Blackson,9533,DI,AUBURN,12,0,0,,0,0,115,62.9,67.4,3.3,61.6,75.1,47.4,3,4,0,,23.5,4,0,4,0.0,0,3,0,0,5,361,361,55,160,0,146,0,0,180,176,0,14,13,0,10,0,0,0,
Trey Flowers,9534,ED,ARKANSAS,12,12,2,,0,2,111,74.1,90.9,51.0,81.2,91.2,75.4,9,43,0,,9.7,6,1,2,0.0,0,5,12,0,10,616,604,0,47,15,542,0,12,324,282,0,41,44,0,57,0,0,0,
James Sample,9537,S,LOUISVILLE,12,5,0,46.7,0,0,210,91.7,92.4,52.0,67.1,79.6,90.2,2,3,4,55,6.3,5,6,1,42.5,14,0,253,6,429,744,0,0,0,0,0,397,744,14,301,88,26,70,30,5,1,216,81,15.4
Clayton Geathers,9542,S,UCF,12,10,0,60.9,0,1,323,79.1,82.8,88.8,90.4,81.6,70.4,0,1,1,41,15.7,13,5,0,85.9,28,1,69,0,503,803,0,0,0,0,0,669,803,0,300,65,19,60,46,2,2,305,93,10.9
Gabe Wright,9546,DI,AUBURN,12,10,0,100.0,0,0,115,57.6,68.3,42.0,61.3,75.4,62.4,3,10,0,8,13.6,3,0,2,100.0,1,2,0,0,1,434,434,16,157,13,248,0,0,235,198,0,11,9,1,15,0,8,8,8.0
Ibraheim Campbell,9548,S,NWESTERN,8,12,0,63.6,0,2,256,62.5,74.6,85.9,60.0,91.1,82.4,0,1,3,42,8.9,5,2,0,90.5,14,0,132,2,258,502,0,0,0,0,0,285,502,1,243,83,14,39,22,1,3,187,71,13.4
Ramik Wilson,9551,LB,GEORGIA,12,18,0,70.4,0,1,173,64.5,71.9,81.6,60.4,75.2,88.9,3,4,0,30,5.8,6,0,0,104.6,19,0,548,1,236,599,48,1,0,47,0,0,551,42,321,2,38,79,27,7,1,204,105,10.7
Josh Shaw,9553,CB,USC,2,0,0,42.9,0,0,326,58.9,55.5,79.6,59.0,42.2,78.8,0,0,0,11,0.0,0,0,0,53.3,3,0,1,46,46,80,0,0,0,0,0,0,80,1,33,33,0,2,7,0,0,26,21,8.7
Doran Grant,9554,CB,OHIO STATE,12,4,0,55.4,0,0,260,73.8,73.8,86.7,48.5,67.5,89.3,0,0,3,78,3.6,2,3,2,67.3,36,0,108,653,422,773,0,0,0,0,0,10,773,5,346,2,11,49,65,0,2,438,180,12.2
Za'Darius Smith,9555,DI,KENTUCKY,12,17,2,,2,0,202,66.8,64.8,22.2,72.5,59.2,68.5,9,26,0,,11.9,7,0,5,0.0,0,6,7,0,3,696,689,0,1,189,499,0,7,349,344,0,23,35,0,41,0,0,0,
Kwon Alexander,9557,LB,LSU,11,18,0,65.2,0,2,211,60.0,70.0,78.1,65.6,74.6,66.7,5,9,0,19,15.5,13,0,0,77.4,15,2,506,1,227,567,44,0,0,35,9,0,523,67,273,16,35,53,23,16,0,116,92,7.7
Damien Wilson,9560,LB,MINNESOTA,12,20,1,63.0,0,1,225,64.5,63.9,57.3,68.6,61.1,91.3,3,6,1,35,4.0,4,1,1,91.9,17,5,751,2,358,766,0,0,0,0,0,0,766,51,357,13,45,76,27,14,2,182,150,10.7
Jake Ryan,9562,LB,MICHIGAN,12,17,0,65.4,0,3,222,74.9,80.0,32.6,68.5,84.3,79.7,5,6,1,33,10.3,12,1,2,71.6,17,1,715,2,316,737,13,0,0,13,0,0,724,67,354,7,65,88,26,12,0,194,142,11.4
Marcus Hardison,9568,ED,ARIZONA ST,12,8,3,,0,3,110,70.5,69.8,36.5,64.4,65.7,64.3,5,16,2,,15.8,6,0,4,0.0,0,11,1,0,7,830,829,10,19,176,624,0,1,453,370,0,29,24,0,32,0,0,0,
Grady Jarrett,9570,DI,CLEMSON,12,8,0,,0,1,140,76.1,92.0,70.9,81.5,92.6,77.3,5,26,0,,11.1,5,0,1,0.0,0,2,1,0,5,493,492,88,221,0,183,0,1,276,212,0,34,32,0,33,0,0,0,
Ben Heeney,9573,LB,KANSAS,12,13,0,84.6,0,2,198,83.9,69.1,60.1,60.1,61.9,63.9,3,9,1,36,15.3,21,0,1,102.1,22,3,790,0,362,841,43,0,0,43,0,0,798,79,400,8,68,103,26,15,1,241,159,11.0
Martrell Spaight,9574,LB,ARKANSAS,12,18,0,76.2,0,2,111,47.7,66.6,78.2,59.7,78.1,75.5,0,3,1,47,10.8,13,1,1,113.6,32,0,688,0,350,709,9,0,2,6,1,2,700,26,333,10,45,89,42,3,2,424,289,13.3
Adrian Amos,9575,S,PENN STATE,12,12,0,34.4,0,0,266,88.9,87.9,89.4,61.2,73.8,79.0,2,5,3,21,10.0,4,5,0,4.2,11,0,180,1,404,778,0,0,0,0,0,336,778,46,328,261,11,24,32,7,0,93,40,8.5
Mykkele Thompson,9577,CB,TEXAS,12,6,0,65.6,1,0,311,71.8,74.1,58.5,59.4,79.2,85.4,1,0,1,40,7.0,5,0,2,88.6,40,1,94,481,453,891,0,0,0,0,0,112,891,14,424,204,23,60,61,2,2,407,182,10.2
Bobby McCain,9578,CB,MEMPHIS,12,7,1,59.2,1,0,218,81.8,82.7,87.8,57.9,77.0,78.0,2,6,4,62,10.0,5,4,2,72.8,42,0,80,329,385,673,1,0,0,1,0,9,672,28,260,254,13,38,71,8,4,445,188,10.6
Cedric Thompson,9583,S,MINNESOTA,12,12,0,73.3,0,2,225,57.4,61.2,87.9,67.2,65.3,73.0,0,0,2,70,14.3,12,1,1,120.8,22,0,248,2,381,726,0,0,0,0,0,380,726,3,342,96,25,60,30,0,3,433,206,19.7
David Parry,9584,DI,STANFORD,11,6,0,,0,0,300,58.4,78.9,65.5,69.2,83.7,78.4,9,16,0,,7.1,2,0,1,0.0,0,3,0,0,1,443,443,199,28,0,216,0,0,257,185,0,18,20,0,28,0,0,0,
Tyeler Davison,9587,DI,FRESNO ST,12,4,1,100.0,0,0,169,73.3,69.3,61.9,66.8,67.7,86.5,5,15,0,40,2.8,1,0,2,118.8,1,6,1,0,2,736,735,425,0,2,308,0,1,354,380,0,29,31,1,26,0,40,44,40.0
Tony Lippett,9589,WR,MICH STATE,2,0,0,16.7,0,0,223,88.5,87.9,76.2,,61.9,76.2,0,0,0,4,0.0,0,3,2,39.6,1,0,5,39,33,44,0,0,0,0,0,0,44,0,11,0,1,2,6,0,0,4,2,4.0
Shaquille Riddick,9591,DI,W VIRGINIA,12,1,0,,1,0,343,57.4,63.1,26.2,58.8,72.1,68.6,3,14,0,,9.1,2,0,3,0.0,0,5,17,0,0,434,417,0,1,170,246,0,17,260,174,0,20,19,0,22,0,0,0,
Neiron Ball,9594,LB,FLORIDA,9,5,1,75.0,0,2,163,82.1,75.9,82.5,81.2,63.8,63.0,8,6,0,13,22.5,9,0,0,98.7,12,2,297,0,175,439,121,0,0,116,5,1,318,59,205,20,16,26,16,16,1,51,49,4.3
Ryan Russell,9596,ED,PURDUE,12,9,0,,2,1,273,62.9,69.6,28.8,71.7,66.8,56.7,11,28,0,,20.0,10,0,5,0.0,0,5,1,0,3,715,714,0,9,237,468,0,1,350,362,0,26,31,0,44,0,0,0,
Lorenzo Doss,9597,CB,TULANE,12,4,0,47.1,1,0,319,74.2,75.8,52.7,72.4,75.3,49.3,0,0,3,93,20.4,10,6,3,70.7,33,1,37,745,433,810,0,0,0,0,0,3,810,1,376,25,12,35,70,1,4,472,272,14.3
Damian Swann,9600,CB,GEORGIA,11,11,0,67.3,1,4,173,84.7,91.3,0.0,95.3,93.9,88.2,2,1,3,29,5.1,3,5,3,75.2,33,2,159,257,296,673,0,0,0,0,0,102,673,20,357,155,22,45,49,5,2,340,101,10.3
David Mayo,9602,LB,TEXAS ST,12,31,1,72.7,1,3,314,55.5,72.3,58.8,72.5,80.2,75.9,2,15,0,25,11.5,18,2,1,93.2,32,2,874,1,392,902,10,0,0,10,0,2,892,80,430,15,57,108,44,19,0,322,254,10.1
D.J. Alexander,9605,LB,OREGON ST,12,5,0,70.0,0,0,265,52.2,65.1,25.4,54.6,79.5,75.4,0,7,1,42,11.6,8,0,2,104.9,21,4,552,1,268,585,6,0,0,6,0,0,579,67,250,26,28,56,30,11,2,260,153,12.4
Deiontrez Mount,9610,ED,LOUISVILLE,12,2,0,100.0,0,1,210,61.9,75.9,48.8,74.1,76.0,52.0,7,24,0,2,24.2,8,0,2,79.2,1,4,41,10,33,496,439,0,7,333,99,0,57,258,205,6,21,23,1,35,0,2,2,2.0
Matthew Wells,9611,LB,MISS STATE,12,9,0,48.8,0,2,227,81.3,79.0,54.3,70.6,80.6,71.7,2,11,0,29,11.9,5,6,1,63.3,21,3,326,14,299,586,78,0,0,78,0,2,508,71,216,166,19,28,43,16,0,212,123,10.1
Max Valles,9612,ED,VIRGINIA,12,8,9,83.3,0,2,335,86.9,85.9,85.7,81.0,76.8,70.1,4,26,1,32,14.3,8,0,0,71.5,5,9,315,1,87,821,490,0,0,299,191,0,331,371,363,15,37,40,6,39,0,64,44,12.8
Michael Bennett,9613,DI,OHIO STATE,12,7,3,,0,0,260,61.7,80.9,85.4,72.2,81.1,78.6,3,22,0,,9.7,3,0,0,0.0,0,5,6,0,0,636,630,50,543,0,37,0,6,350,286,0,24,21,0,30,0,0,0,
Kyshoen Jarrett,9614,S,VA TECH,12,4,0,56.8,1,1,337,63.9,68.3,88.8,51.8,74.6,64.1,0,3,3,39,14.4,13,3,1,37.7,21,1,436,51,377,798,0,0,0,0,0,236,798,43,378,75,39,73,37,4,0,196,131,9.3
Tevin Mitchel,9615,CB,ARKANSAS,10,1,0,47.5,0,0,111,72.1,67.8,34.5,,45.4,42.3,0,0,2,44,24.0,6,4,2,65.0,19,0,18,0,265,434,0,0,0,0,0,1,434,0,169,415,6,18,40,0,2,264,115,13.9
Tony Steward,9621,LB,CLEMSON,11,13,0,89.5,0,0,140,61.8,70.4,80.3,77.7,71.3,61.8,5,8,0,18,14.8,8,0,0,121.7,17,3,448,0,231,476,21,0,0,21,0,0,455,41,204,7,23,33,19,16,2,91,72,5.4
Charles Gaines,9622,CB,LOUISVILLE,12,1,0,45.8,0,1,210,83.6,85.1,86.6,90.1,69.9,74.8,1,2,2,48,9.1,3,4,0,54.3,22,1,32,674,433,733,0,0,0,0,0,7,733,6,294,20,6,29,48,4,1,281,59,12.8
JaCorey Shepherd,9624,CB,KANSAS,12,2,0,38.6,1,0,198,90.2,90.4,23.2,60.0,80.1,76.1,0,0,3,46,8.6,3,11,5,53.0,32,0,38,785,441,845,0,0,0,0,0,0,845,1,403,22,6,30,83,0,3,435,79,13.6
Darius Philon,9625,DI,ARKANSAS,12,3,2,100.0,0,1,111,57.7,79.1,69.4,68.7,84.8,40.0,8,24,0,8,20.9,9,0,1,100.0,1,2,1,0,5,611,610,6,559,3,42,0,1,326,280,0,25,31,1,34,0,8,8,8.0
B.J. Dubose,9626,DI,LOUISVILLE,12,11,0,,0,0,210,66.9,73.6,71.0,56.0,85.8,73.8,3,27,0,,10.8,4,0,1,0.0,0,4,1,0,13,607,606,1,27,261,317,0,1,357,237,0,23,22,0,34,0,0,0,
Randall Evans,9629,CB,KANSAS ST,12,8,0,68.9,0,1,199,78.5,80.4,90.3,73.5,73.4,77.8,0,3,4,58,11.6,8,6,1,88.5,51,1,131,0,443,781,0,0,0,0,0,31,781,16,322,619,23,53,74,4,5,515,154,10.1
Derron Smith,9630,S,FRESNO ST,12,7,1,52.0,0,0,169,86.0,85.5,57.8,62.8,78.5,85.9,1,1,1,36,8.5,7,2,1,104.2,13,0,137,5,422,874,0,0,0,0,0,631,874,6,446,101,24,68,25,2,3,215,77,16.5
L.T. Walton,9632,DI,C MICHIGAN,12,6,4,,1,1,134,59.2,80.1,33.4,82.9,76.2,76.7,10,15,0,,7.4,2,0,3,0.0,0,3,2,0,0,555,553,0,538,4,11,0,2,292,263,0,18,19,0,28,0,0,0,
Quandre Diggs,9633,CB,TEXAS,12,10,0,64.3,1,1,311,79.1,83.0,90.5,69.6,83.9,85.8,0,1,3,38,7.5,5,3,3,77.6,36,2,122,294,451,895,0,0,0,0,0,6,895,15,429,473,24,52,56,3,3,355,152,9.9
Darius Kilgo,9636,DI,MARYLAND,12,5,1,,0,0,215,83.6,70.6,32.0,67.5,70.4,76.5,2,14,0,,11.4,5,0,4,0.0,0,2,0,0,0,618,618,390,32,0,196,0,0,265,353,0,26,34,0,18,0,0,0,
Amarlo Herrera,9640,LB,GEORGIA,12,37,0,75.0,0,1,173,68.5,77.0,83.3,62.9,78.5,75.4,3,6,1,31,10.5,12,0,1,112.8,24,4,705,1,281,713,7,0,0,7,0,0,706,60,372,0,39,65,32,13,3,230,182,9.6
Obum Gwacham,9642,ED,OREGON ST,12,1,1,,0,1,265,57.4,56.3,62.9,59.5,54.7,45.5,2,17,0,,22.2,6,0,1,0.0,0,5,0,0,5,485,484,0,0,101,383,1,1,302,178,0,13,20,0,24,0,0,0,
Christian Ringo,9643,DI,LA LAFAYET,12,4,0,,0,0,207,67.5,84.3,84.4,82.1,75.9,82.0,7,28,0,,6.9,2,0,1,0.0,0,11,2,0,0,486,484,76,5,49,354,0,2,292,194,0,32,23,0,46,0,0,0,
Reshard Cliett,9644,ED,USF,11,4,0,94.1,0,1,327,57.3,63.6,82.8,68.5,61.1,57.7,2,16,0,18,17.9,7,0,0,97.1,16,6,298,0,100,508,196,0,0,196,0,0,312,141,267,14,20,28,17,24,0,124,58,7.8
