player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Phillip Howard,40350,CB,MINNESOTA,12,1,0,45.5,0,0,225,64.6,66.2,80.8,,71.1,71.6,0,0,1,23,8.3,1,0,2,28.6,5,0,2,147,106,154,3,0,0,3,0,0,151,0,48,2,3,10,11,0,0,70,9,14.0
Shai Werts,40384,WR,LOUISVILLE,1,0,0,,0,0,210,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Kumehnnu Gwilly,40495,LB,C MICHIGAN,12,5,0,33.3,0,0,134,55.9,62.4,82.9,56.8,66.3,76.6,0,2,0,31,5.0,1,0,0,72.9,1,0,70,2,45,186,89,0,0,89,0,0,97,21,120,24,6,14,3,2,0,31,22,31.0
Jahaziel Lee,40537,DI,LA MONROE,12,10,0,100.0,0,0,209,68.3,55.0,83.3,62.8,46.7,58.1,2,8,0,3,15.4,4,0,0,79.2,1,0,3,0,3,341,338,51,214,12,61,0,3,175,163,0,11,12,1,10,0,3,1,3.0
Velus Jones Jr.,40573,WR,TENNESSEE,2,0,0,,0,0,307,51.7,48.0,60.0,,60.0,21.3,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,
Prather Hudson,40617,S,ILLINOIS,9,3,0,83.3,0,0,187,60.6,64.3,78.9,74.5,64.7,57.0,0,2,0,36,22.2,2,0,0,118.8,5,0,29,3,56,102,7,0,0,7,0,14,95,4,42,48,2,4,6,2,0,82,31,16.4
Justin Rice,40640,LB,UTAH ST,12,27,1,80.4,0,1,329,51.3,55.2,87.2,61.5,56.7,67.9,8,6,3,69,11.0,13,1,0,94.6,41,0,715,5,351,790,32,0,0,32,0,2,758,74,365,36,52,78,51,14,2,482,302,11.8
C.J. Riley,40684,WR,NC STATE,1,0,0,,0,0,248,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Aaron Hansford,40694,LB,TEXAS A&M,12,13,1,77.1,0,0,312,70.7,75.9,60.2,70.0,78.2,63.0,2,6,0,34,12.2,12,3,1,90.2,27,1,528,2,334,709,82,0,0,82,0,0,627,75,300,96,54,73,35,9,0,200,165,7.4
Rontavius Groves,40901,WR,TEXAS ST,1,0,0,,0,0,314,,60.0,63.7,,60.0,,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
Malik Staples,40902,LB,W KENTUCKY,7,1,0,60.0,0,0,346,58.0,48.5,78.5,63.0,37.9,23.7,0,1,0,17,54.5,6,0,0,120.8,3,0,92,0,50,106,3,0,0,3,0,0,103,7,49,11,2,4,5,1,1,35,29,11.7
Deonte Perry,41092,S,FRESNO ST,7,1,0,33.3,0,0,169,78.1,72.4,80.8,57.5,49.8,65.8,0,1,0,2,12.5,1,1,0,42.4,1,0,51,0,83,115,0,0,0,0,0,42,115,3,29,22,2,6,3,1,0,2,2,2.0
Chris Redmon,41160,ED,TOLEDO,4,0,0,,0,0,316,60.0,66.1,73.5,64.5,60.6,71.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,12,12,0,0,12,0,0,0,6,6,0,1,1,0,0,0,0,0,
Alema Pilimai,41395,ED,BYU,1,0,0,,0,0,128,,57.1,71.9,56.6,58.8,73.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,12,12,0,0,3,9,0,0,5,7,0,1,2,0,0,0,0,0,
Eric Sutton,41489,CB,TEXAS ST,10,2,0,84.2,0,0,314,48.3,54.3,84.5,63.7,65.6,62.5,0,1,0,23,13.6,3,0,0,136.0,16,0,74,8,123,259,13,0,0,13,0,6,246,1,135,158,6,17,19,1,2,156,71,9.8
Jaquel Pierce,41589,ED,TEXAS ST,9,3,0,,0,0,314,,63.5,77.9,52.4,69.9,77.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,91,91,0,17,18,56,0,0,43,48,0,1,3,0,0,0,0,0,
Ty Shelby,41752,ED,LA MONROE,12,7,0,66.7,0,1,209,64.5,73.5,88.2,66.6,74.2,82.5,5,10,0,19,2.6,1,0,0,91.0,2,5,2,1,42,639,636,0,35,500,101,0,3,300,297,0,24,30,3,20,0,24,16,12.0
Sam Hammond,41836,ED,NEVADA,12,6,1,,0,0,239,59.2,65.7,87.8,63.6,64.5,49.9,4,23,0,,23.1,9,0,0,0.0,0,7,1,0,10,598,596,5,61,412,118,0,2,326,262,1,20,24,0,34,0,0,0,
Kadarius Smith,41840,ED,SMU,1,0,0,,0,0,287,,47.8,67.9,58.0,52.6,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,6,6,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,
Ben Davis,41960,ED,TEXAS,11,1,0,100.0,0,1,311,60.7,67.3,86.0,72.5,64.5,83.5,2,1,0,14,0.0,0,0,0,95.8,7,2,5,1,44,156,119,0,0,118,1,0,37,38,74,31,6,10,7,5,0,49,44,7.0
Jalen Virgil,41991,WR,APP STATE,1,0,0,,0,0,108,60.0,60.0,64.7,,,,0,0,0,,,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Eric Collins,41998,WR,UMASS,1,0,0,,0,0,216,,60.0,60.0,,60.0,,0,0,0,,,0,0,3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Kenny Turnier,42019,DI,TCU,3,0,0,,0,0,305,,65.7,74.8,55.1,70.1,69.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,30,30,2,27,0,1,0,0,15,15,0,1,1,0,0,0,0,0,
Dru Mathis,42027,LB,OREGON,1,1,0,100.0,0,0,264,49.5,60.8,69.7,59.1,75.5,75.8,0,0,0,12,0.0,0,0,0,116.7,1,0,7,0,3,8,0,0,0,0,0,0,8,1,4,1,1,1,1,0,0,12,3,12.0
Freddie Johnson,42129,CB,TEMPLE,10,2,0,53.8,0,0,306,60.5,60.4,80.9,60.0,58.9,42.5,0,0,1,17,25.0,3,1,1,35.7,7,0,38,227,97,266,1,0,0,1,0,0,265,1,168,0,2,7,13,0,0,65,63,9.3
Avien Peah,42158,ED,UMASS,12,15,0,100.0,0,0,216,63.2,64.3,88.3,64.6,60.9,74.4,7,7,0,24,6.4,3,0,0,114.6,4,0,12,3,39,513,482,12,91,343,36,0,31,180,294,15,13,29,4,14,0,46,37,11.5
Nick Grant,42242,S,VIRGINIA,11,8,0,62.9,0,2,335,63.7,67.1,85.7,47.8,74.9,53.2,0,1,0,37,21.5,14,6,0,115.5,22,0,199,130,286,544,7,0,0,7,0,75,537,4,254,133,17,43,35,1,3,273,89,12.4
Audie Omotosho,42280,WR,E CAROLINA,1,0,0,,0,0,156,60.0,62.4,60.0,,,,0,0,0,,,0,0,3,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Alonzo McCoy,42383,CB,C MICHIGAN,12,8,0,67.2,0,2,134,83.0,80.8,53.9,58.3,69.3,62.3,1,3,0,54,17.7,11,8,1,94.1,41,0,37,11,382,661,4,0,0,4,0,9,657,16,263,600,21,43,61,4,2,367,225,9.0
Keyshon Camp,42384,DI,PITTSBURGH,11,1,0,,1,1,268,56.0,66.5,48.3,75.8,59.1,50.7,4,5,0,,14.3,2,0,1,0.0,0,1,0,0,0,237,237,28,205,3,1,0,0,144,93,0,11,11,0,10,0,0,0,
Chris Moore,42400,S,GA STATE,11,13,0,66.7,0,1,175,76.2,75.7,39.6,66.6,74.6,76.6,0,1,1,51,10.3,7,2,1,83.4,18,0,303,4,353,629,3,0,0,3,0,168,626,2,274,151,19,48,27,1,1,187,87,10.4
Raleigh Texada,42440,CB,BAYLOR,12,2,0,64.1,1,1,118,51.2,57.5,33.1,96.7,57.3,81.5,1,2,1,52,5.9,2,2,5,114.9,25,1,17,451,259,486,0,0,0,0,0,10,486,9,218,7,7,30,39,4,3,416,87,16.6
Greg Eisworth II,42444,S,IOWA STATE,12,13,0,46.9,0,1,193,70.2,70.1,87.6,56.3,67.7,44.7,0,1,2,42,18.8,12,3,0,65.8,15,0,227,18,322,603,4,0,0,4,0,126,599,3,278,228,16,39,32,1,2,229,39,15.3
JoJo Domann,42446,LB,NEBRASKA,10,12,0,82.1,0,2,238,87.8,87.3,91.7,72.6,83.1,74.2,4,4,2,18,10.0,7,2,2,63.8,32,1,66,3,340,626,129,0,0,129,0,0,497,25,261,428,24,51,39,9,0,173,118,5.4
D.J. Ford,42473,S,E CAROLINA,11,10,0,70.6,0,0,156,69.4,64.5,84.6,50.5,56.9,73.5,0,0,0,34,11.6,5,3,0,107.2,12,0,135,2,181,356,12,0,0,12,0,159,344,18,157,48,13,28,17,0,1,109,47,9.1
Monte McGary,42477,S,UTAH ST,11,5,0,61.9,0,0,329,62.2,59.5,8.9,61.1,55.0,54.1,2,0,1,43,18.2,4,4,1,93.4,13,0,43,6,135,270,2,0,0,2,0,96,268,7,128,123,4,13,21,2,2,140,52,10.8
Tomon Fox,42486,ED,N CAROLINA,12,4,0,60.0,0,0,245,65.1,72.8,77.1,75.5,66.5,68.2,6,12,0,44,14.8,4,0,1,102.9,3,9,17,0,75,637,591,0,0,591,0,0,46,276,286,29,18,19,5,27,0,61,15,20.3
Jay Lenard,42492,S,S JOSE ST,12,16,0,66.7,0,1,285,59.6,68.6,61.0,81.1,78.9,74.8,1,4,1,55,11.8,9,1,2,117.0,16,2,251,28,455,850,7,0,0,7,0,450,843,18,377,114,24,51,24,7,2,282,63,17.6
Devin Harper,42494,LB,OKLA STATE,12,19,0,83.3,0,1,262,63.5,75.2,31.0,88.2,78.0,74.0,12,14,0,27,12.1,11,2,2,111.9,30,8,584,0,358,702,48,0,0,48,0,3,654,73,271,67,37,61,36,34,1,311,294,10.4
Cedric Boswell,42504,CB,MIAMI OH,12,5,0,69.2,0,1,221,37.2,40.4,86.2,53.4,51.4,57.1,0,0,1,38,16.9,12,6,8,100.1,54,0,71,590,375,702,30,0,0,30,0,0,672,7,320,11,15,54,78,0,3,614,137,11.4
Keir Thomas,42509,ED,FLORIDA ST,12,10,1,,1,0,167,71.4,69.2,46.2,67.8,67.0,72.5,11,23,0,,16.3,7,1,3,0.0,0,10,25,0,12,648,622,8,28,537,49,0,26,355,281,1,26,26,0,44,0,0,0,
Tyrez Lindsey,42510,S,MEMPHIS,10,6,0,70.0,0,0,218,65.4,64.4,28.7,76.1,60.8,62.4,0,2,1,19,14.9,7,0,1,104.4,14,0,98,5,214,394,8,0,0,8,0,128,386,3,177,155,7,34,20,2,3,121,79,8.6
Bricen Garner,42520,S,W MICHIGAN,3,3,0,25.0,0,0,347,81.1,61.2,79.1,,29.4,36.3,0,0,1,6,30.8,4,0,0,0.0,1,0,33,0,41,99,1,0,0,1,0,51,98,0,58,14,0,6,4,0,0,6,6,6.0
James Skalski,42552,LB,CLEMSON,12,15,2,75.6,0,0,140,65.4,64.6,58.9,60.2,63.8,46.8,5,17,0,39,20.2,20,2,1,100.8,31,2,639,1,328,695,34,0,0,34,0,5,661,101,266,16,41,64,41,24,1,271,177,8.7
Nazeeh Johnson,42553,S,MARSHALL,9,9,0,66.7,0,0,214,83.5,79.4,88.2,72.3,62.4,77.9,1,1,2,32,10.6,7,3,1,67.2,24,0,169,1,349,656,10,0,0,10,0,145,646,5,302,331,11,50,36,2,1,203,107,8.5
Jordan Fox,42554,ED,STANFORD,12,16,0,88.9,0,1,300,68.5,64.7,28.0,63.9,63.8,54.0,0,7,0,19,16.7,9,0,3,100.0,8,0,24,2,78,466,399,0,4,386,9,0,67,133,255,41,14,29,9,7,0,72,32,9.0
Benjamin Alexander,42567,S,LIBERTY,8,3,0,50.0,0,0,206,61.6,68.8,75.9,,72.3,64.0,0,0,0,51,13.6,3,0,0,95.8,2,0,84,0,25,125,0,0,0,0,0,21,125,0,100,20,7,16,4,0,0,55,38,27.5
Ja'Quain Blakely,42579,ED,TENNESSEE,12,4,2,,0,0,307,61.2,59.6,67.5,55.6,62.5,73.5,3,9,0,,11.1,3,0,1,0.0,0,1,0,0,1,474,474,5,61,292,116,0,0,272,201,0,16,20,0,13,0,0,0,
Aaron Ramseur,42585,LB,E CAROLINA,9,6,0,100.0,0,0,156,55.7,74.3,0.0,77.5,82.1,71.1,1,1,0,44,10.3,4,0,1,148.3,10,2,177,0,63,187,2,0,0,2,0,0,185,17,107,8,23,29,10,4,1,116,73,11.6
Leevel Tatum III,42587,DI,ARIZONA,11,3,0,,0,0,109,60.0,53.8,9.4,67.4,53.4,28.6,1,4,0,,21.1,4,0,2,0.0,0,1,0,0,0,179,179,20,153,0,6,0,0,76,103,0,9,12,0,6,0,0,0,
Andrzej Hughes-Murray,42597,ED,OREGON ST,12,12,1,70.0,0,1,265,58.7,68.6,76.2,69.6,66.4,59.6,4,17,0,14,14.3,8,0,1,116.7,7,3,22,0,58,608,575,0,2,573,0,0,33,291,259,11,22,36,10,24,1,55,43,7.9
Taylor Riggins,42599,ED,BUFFALO,5,8,0,,0,2,126,60.0,92.3,83.8,91.6,86.6,84.6,1,13,0,,0.0,0,0,0,0.0,0,6,0,0,1,232,232,0,1,165,66,0,0,110,121,0,12,8,0,20,0,0,0,
Tayler Hawkins,42606,CB,S DIEGO ST,11,9,0,53.1,0,1,284,89.5,85.4,0.0,67.4,75.0,84.4,0,1,2,23,5.3,3,7,5,49.5,26,0,80,594,438,685,4,0,0,4,0,3,681,5,242,4,20,45,49,1,0,238,97,9.2
Therran Coleman,42611,CB,W MICHIGAN,12,6,0,61.3,0,0,347,65.8,66.3,86.2,55.1,65.4,39.5,0,0,0,44,28.9,11,3,2,121.0,19,0,11,573,321,599,15,0,0,15,0,0,584,2,276,0,7,21,31,0,3,265,95,13.9
Caesar Williams,42613,CB,WISCONSIN,12,0,0,43.2,0,0,349,76.8,76.5,40.9,,73.0,85.5,0,0,3,52,4.2,1,5,5,41.6,19,0,23,540,332,580,0,0,0,0,0,11,580,0,248,6,3,23,44,0,1,257,44,13.5
Calvin Swenson,42636,S,MINNESOTA,3,0,0,50.0,0,0,225,28.7,29.0,75.5,,52.8,79.4,0,0,0,56,0.0,0,0,0,135.4,1,0,1,1,12,29,0,0,0,0,0,18,29,0,17,9,0,2,2,0,1,56,16,56.0
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,8,5,1,73.3,0,0,315,35.4,53.2,81.3,84.6,59.6,50.5,0,8,0,30,20.8,5,1,1,109.3,11,1,174,1,111,247,47,0,0,47,0,0,200,38,98,25,7,14,15,9,0,166,72,15.1
Joe Headen,42645,CB,DOMINION,12,15,0,52.4,1,1,263,75.6,76.8,90.3,68.3,74.5,69.7,1,1,2,55,13.0,7,3,2,72.1,22,0,64,18,430,707,2,0,0,2,0,137,705,1,276,485,14,32,42,2,2,306,171,13.9
Lawson Hall,42652,LB,NEVADA,12,20,0,75.0,0,0,239,40.6,36.0,83.8,58.7,35.3,60.3,4,0,1,21,16.1,14,0,0,86.8,24,0,531,0,260,616,1,0,0,1,0,0,615,36,320,84,16,53,32,4,1,191,84,8.0
Clifford Chattman,42657,S,UTSA,4,2,0,55.6,0,0,331,48.9,56.6,79.8,67.7,73.1,78.9,0,0,0,60,5.3,1,1,0,133.8,5,1,24,2,68,106,6,0,0,6,0,37,100,3,35,37,7,16,9,1,2,99,23,19.8
Eric Kendzior,42672,ED,LA TECH,5,2,0,,0,0,208,62.5,64.8,81.4,64.4,61.0,75.2,1,0,0,,0.0,0,0,0,0.0,0,0,4,0,5,76,71,0,1,69,1,0,5,39,32,1,0,0,0,1,0,0,0,
Mike Palmer,42674,S,BOSTON COL,12,7,0,62.5,0,0,121,78.5,79.1,32.5,52.9,80.6,82.2,0,1,1,32,8.1,3,0,1,83.3,5,0,49,2,215,435,4,0,0,4,0,365,431,7,213,15,7,27,8,1,1,56,9,11.2
